Oscar_Winner_ID,Winner,Award,Oscar_Award_ID,Movie_Name,Year_Ceremony,Year_Film
1079,Adaptation Score by Jonathan Tunick,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),OWA0082,A Little Night Music,1978,1977
1080,Music and Lyrics by Joseph Brooks,MUSIC (Original Song),OWA0078,You Light Up My Life,1978,1977
1081,"Charles H. Joffe, Producer",BEST PICTURE,OWA0060,Annie Hall,1978,1977
1082,"Co Hoedeman, Producer",SHORT FILM (Animated),OWA0075,The Sand Castle,1978,1977
1083,"Beverly Shaffer and Yuki Yoshida, Producers",SHORT FILM (Live Action),OWA0076,I'll Find a Way,1978,1977
1084,"Don MacDougall, Ray West, Bob Minkler, Derek Ball",SOUND,OWA0057,Star Wars,1978,1977
1085,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",VISUAL EFFECTS,OWA0084,Star Wars,1978,1977
1086,Alvin Sargent,WRITING (Screenplay--based on material from another medium),OWA0055,Julia,1978,1977
1087,"Woody Allen, Marshall Brickman",WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),OWA0083,Annie Hall,1978,1977
1088,Frank E. Warner,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),OWA0085,Close Encounters of the Third Kind,1978,1977
1089,Jon Voight,ACTOR IN A LEADING ROLE,OWA0080,Coming Home,1979,1978
1090,Christopher Walken,ACTOR IN A SUPPORTING ROLE,OWA0025,The Deer Hunter,1979,1978
1091,Jane Fonda,ACTRESS IN A LEADING ROLE,OWA0081,Coming Home,1979,1978
1092,Maggie Smith,ACTRESS IN A SUPPORTING ROLE,OWA0026,California Suite,1979,1978
1093,"Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines",ART DIRECTION,OWA0003,Heaven Can Wait,1979,1978
1094,Nestor Almendros,CINEMATOGRAPHY,OWA0004,Days of Heaven,1979,1978
1095,Anthony Powell,COSTUME DESIGN,OWA0053,Death on the Nile,1979,1978
1096,Michael Cimino,DIRECTING,OWA0012,The Deer Hunter,1979,1978
1097,"Arnold Shapiro, Producer",DOCUMENTARY (Feature),OWA0044,Scared Straight!,1979,1978
1098,"Jacqueline Phillips Shedd and Ben Shedd, Producers",DOCUMENTARY (Short Subject),OWA0037,The Flight of the Gossamer Condor,1979,1978
1099,Peter Zinner,FILM EDITING,OWA0020,The Deer Hunter,1979,1978
1100,France,FOREIGN LANGUAGE FILM,OWA0050,Get Out Your Handkerchiefs,1979,1978
1101,Joe Renzetti,MUSIC (Adaptation Score),OWA0086,The Buddy Holly Story,1979,1978
1102,Giorgio Moroder,MUSIC (Original Score),OWA0030,Midnight Express,1979,1978
1103,Music and Lyrics by Paul Jabara,MUSIC (Original Song),OWA0078,Thank God It's Friday,1979,1978
1104,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",BEST PICTURE,OWA0060,The Deer Hunter,1979,1978
1105,"Eunice Macaulay and John Weldon, Producers",SHORT FILM (Animated),OWA0075,Special Delivery,1979,1978
1106,"Taylor Hackford, Producer",SHORT FILM (Live Action),OWA0076,Teenage Father,1979,1978
1107,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight",SOUND,OWA0057,The Deer Hunter,1979,1978
1108,Oliver Stone,WRITING (Screenplay Based on Material from Another Medium),OWA0087,Midnight Express,1979,1978
1109,"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",WRITING (Screenplay Written Directly for the Screen),OWA0088,Coming Home,1979,1978
1110,"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic",SPECIAL ACHIEVEMENT AWARD (Visual Effects),OWA0073,Superman,1979,1978
1111,Dustin Hoffman,ACTOR IN A LEADING ROLE,OWA0080,Kramer vs. Kramer,1980,1979
1112,Melvyn Douglas,ACTOR IN A SUPPORTING ROLE,OWA0025,Being There,1980,1979
1113,Sally Field,ACTRESS IN A LEADING ROLE,OWA0081,Norma Rae,1980,1979
1114,Meryl Streep,ACTRESS IN A SUPPORTING ROLE,OWA0026,Kramer vs. Kramer,1980,1979
1115,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink",ART DIRECTION,OWA0003,All That Jazz,1980,1979
1116,Vittorio Storaro,CINEMATOGRAPHY,OWA0004,Apocalypse Now,1980,1979
1117,Albert Wolsky,COSTUME DESIGN,OWA0053,All That Jazz,1980,1979
1118,Robert Benton,DIRECTING,OWA0012,Kramer vs. Kramer,1980,1979
1119,"Ira Wohl, Producer",DOCUMENTARY (Feature),OWA0044,Best Boy,1980,1979
1120,"Saul J. Turell, Producer",DOCUMENTARY (Short Subject),OWA0037,Paul Robeson: Tribute to an Artist,1980,1979
1121,Alan Heim,FILM EDITING,OWA0020,All That Jazz,1980,1979
1122,Federal Republic of Germany,FOREIGN LANGUAGE FILM,OWA0050,The Tin Drum,1980,1979
1123,Georges Delerue,MUSIC (Original Score),OWA0030,A Little Romance,1980,1979
1124,Adaptation Score by Ralph Burns,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),OWA0089,All That Jazz,1980,1979
1125,Music by David Shire; Lyric by Norman Gimbel,MUSIC (Original Song),OWA0078,Norma Rae,1980,1979
1126,"Stanley R. Jaffe, Producer",BEST PICTURE,OWA0060,Kramer vs. Kramer,1980,1979
1127,"Derek Lamb, Producer",SHORT FILM (Animated),OWA0075,Every Child,1980,1979
1128,"Sarah Pillsbury and Ron Ellis, Producers",SHORT FILM (Live Action),OWA0076,Board and Care,1980,1979
1129,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",SOUND,OWA0057,Apocalypse Now,1980,1979
1130,"H.R. Giger, Carlo Rambaldi, Brian Johnson, Nick Allder, Denys Ayling",VISUAL EFFECTS,OWA0084,Alien,1980,1979
1131,Robert Benton,WRITING (Screenplay Based on Material from Another Medium),OWA0087,Kramer vs. Kramer,1980,1979
1132,Steve Tesich,WRITING (Screenplay Written Directly for the Screen),OWA0088,Breaking Away,1980,1979
1133,Alan Splet,SPECIAL ACHIEVEMENT AWARD (Sound Editing),OWA0090,The Black Stallion,1980,1979
1134,Robert De Niro,ACTOR IN A LEADING ROLE,OWA0080,Raging Bull,1981,1980
1135,Timothy Hutton,ACTOR IN A SUPPORTING ROLE,OWA0025,Ordinary People,1981,1980
1136,Sissy Spacek,ACTRESS IN A LEADING ROLE,OWA0081,Coal Miner's Daughter,1981,1980
1137,Mary Steenburgen,ACTRESS IN A SUPPORTING ROLE,OWA0026,Melvin and Howard,1981,1980
1138,"Art Direction:  Pierre Guffroy, Jack Stephens",ART DIRECTION,OWA0003,Tess,1981,1980
1139,"Geoffrey Unsworth, Ghislain Cloquet",CINEMATOGRAPHY,OWA0004,Tess,1981,1980
1140,Anthony Powell,COSTUME DESIGN,OWA0053,Tess,1981,1980
1141,Robert Redford,DIRECTING,OWA0012,Ordinary People,1981,1980
1142,"Murray Lerner, Producer",DOCUMENTARY (Feature),OWA0044,From Mao to Mozart: Isaac Stern in China,1981,1980
1143,"Roland Hallé and Peter W. Ladue, Producers",DOCUMENTARY (Short Subject),OWA0037,Karl Hess: Toward Liberty,1981,1980
1144,Thelma Schoonmaker,FILM EDITING,OWA0020,Raging Bull,1981,1980
1145,Union of Soviet Socialist Republics,FOREIGN LANGUAGE FILM,OWA0050,Moscow Does Not Believe in Tears,1981,1980
1146,Michael Gore,MUSIC (Original Score),OWA0030,Fame,1981,1980
1147,Music by Michael Gore; Lyric by Dean Pitchford,MUSIC (Original Song),OWA0078,Fame,1981,1980
1148,"Ronald L. Schwary, Producer",BEST PICTURE,OWA0060,Ordinary People,1981,1980
1149,"Ferenc Rofusz, Producer",SHORT FILM (Animated),OWA0075,The Fly,1981,1980
1150,"Lloyd Phillips, Producer",SHORT FILM (Dramatic Live Action),OWA0091,The Dollar Bottom,1981,1980
1151,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton",SOUND,OWA0057,The Empire Strikes Back,1981,1980
1152,Alvin Sargent,WRITING (Screenplay Based on Material from Another Medium),OWA0087,Ordinary People,1981,1980
1153,Bo Goldman,WRITING (Screenplay Written Directly for the Screen),OWA0088,Melvin and Howard,1981,1980
1154,"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson",SPECIAL ACHIEVEMENT AWARD (Visual Effects),OWA0073,The Empire Strikes Back,1981,1980
1155,Henry Fonda,ACTOR IN A LEADING ROLE,OWA0080,On Golden Pond,1982,1981
1156,John Gielgud,ACTOR IN A SUPPORTING ROLE,OWA0025,Arthur,1982,1981
1157,Katharine Hepburn,ACTRESS IN A LEADING ROLE,OWA0081,On Golden Pond,1982,1981
1158,Maureen Stapleton,ACTRESS IN A SUPPORTING ROLE,OWA0026,Reds,1982,1981
1159,"Art Direction:  Norman Reynolds, Leslie Dilley;  Set Decoration:  Michael Ford",ART DIRECTION,OWA0003,Raiders of the Lost Ark,1982,1981
1160,Vittorio Storaro,CINEMATOGRAPHY,OWA0004,Reds,1982,1981
1161,Milena Canonero,COSTUME DESIGN,OWA0053,Chariots of Fire,1982,1981
1162,Warren Beatty,DIRECTING,OWA0012,Reds,1982,1981
1163,"Arnold Schwartzman and Rabbi Marvin Hier, Producers",DOCUMENTARY (Feature),OWA0044,Genocide,1982,1981
1164,"Nigel Noble, Producer",DOCUMENTARY (Short Subject),OWA0037,Close Harmony,1982,1981
1165,Michael Kahn,FILM EDITING,OWA0020,Raiders of the Lost Ark,1982,1981
1166,Hungary,FOREIGN LANGUAGE FILM,OWA0050,Mephisto,1982,1981
1167,Rick Baker,MAKEUP,OWA0092,An American Werewolf in London,1982,1981
1168,Vangelis,MUSIC (Original Score),OWA0030,Chariots of Fire,1982,1981
1169,"Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen",MUSIC (Original Song),OWA0078,Arthur,1982,1981
1170,"David Puttnam, Producer",BEST PICTURE,OWA0060,Chariots of Fire,1982,1981
1171,"Frédéric Back, Producer",SHORT FILM (Animated),OWA0075,Crac,1982,1981
1172,"Paul Kemp and Shelley Levinson, Producers",SHORT FILM (Live Action),OWA0076,Violet,1982,1981
1173,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman",SOUND,OWA0057,Raiders of the Lost Ark,1982,1981
1174,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston",VISUAL EFFECTS,OWA0084,Raiders of the Lost Ark,1982,1981
1175,Ernest Thompson,WRITING (Screenplay Based on Material from Another Medium),OWA0087,On Golden Pond,1982,1981
1176,Colin Welland,WRITING (Screenplay Written Directly for the Screen),OWA0088,Chariots of Fire,1982,1981
1177,"Ben Burtt, Richard L. Anderson",SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),OWA0085,Raiders of the Lost Ark,1982,1981
1178,Ben Kingsley,ACTOR IN A LEADING ROLE,OWA0080,Gandhi,1983,1982
1179,"Louis Gossett, Jr.",ACTOR IN A SUPPORTING ROLE,OWA0025,An Officer and a Gentleman,1983,1982
1180,Meryl Streep,ACTRESS IN A LEADING ROLE,OWA0081,Sophie's Choice,1983,1982
1181,Jessica Lange,ACTRESS IN A SUPPORTING ROLE,OWA0026,Tootsie,1983,1982
1182,"Art Direction:  Stuart Craig, Bob Laing;  Set Decoration:  Michael Seirton",ART DIRECTION,OWA0003,Gandhi,1983,1982
1183,"Billy Williams, Ronnie Taylor",CINEMATOGRAPHY,OWA0004,Gandhi,1983,1982
1184,"John Mollo, Bhanu Athaiya",COSTUME DESIGN,OWA0053,Gandhi,1983,1982
1185,Richard Attenborough,DIRECTING,OWA0012,Gandhi,1983,1982
1186,"John Zaritsky, Producer",DOCUMENTARY (Feature),OWA0044,Just Another Missing Kid,1983,1982
1187,"Edward Le Lorrain and Terri Nash, Producers",DOCUMENTARY (Short Subject),OWA0037,If You Love This Planet,1983,1982
1188,John Bloom,FILM EDITING,OWA0020,Gandhi,1983,1982
1189,Spain,FOREIGN LANGUAGE FILM,OWA0050,Volver a Empezar ('To Begin Again'),1983,1982
1190,"Sarah Monzani, Michèle Burke",MAKEUP,OWA0092,Quest for Fire,1983,1982
1191,John Williams,MUSIC (Original Score),OWA0030,E.T. The Extra-Terrestrial,1983,1982
1192,Song Score by Henry Mancini and Leslie Bricusse; Adaptation Score by Henry Mancini,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),OWA0089,Victor/Victoria,1983,1982
1193,Music by Jack Nitzsche and Buffy Sainte-Marie; Lyric by Will Jennings,MUSIC (Original Song),OWA0078,An Officer and a Gentleman,1983,1982
1194,"Richard Attenborough, Producer",BEST PICTURE,OWA0060,Gandhi,1983,1982
1195,"Zbigniew Rybczynski, Producer",SHORT FILM (Animated),OWA0075,Tango,1983,1982
1196,"Christine Oestreicher, Producer",SHORT FILM (Live Action),OWA0076,A Shocking Accident,1983,1982
1197,"Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa",SOUND,OWA0057,E.T. The Extra-Terrestrial,1983,1982
1198,"Charles L. Campbell, Ben Burtt",SOUND EFFECTS EDITING,OWA0093,E.T. The Extra-Terrestrial,1983,1982
1199,"Carlo Rambaldi, Dennis Muren, Kenneth F. Smith",VISUAL EFFECTS,OWA0084,E.T. The Extra-Terrestrial,1983,1982
1200,"Costa-Gavras, Donald Stewart",WRITING (Screenplay Based on Material from Another Medium),OWA0087,Missing,1983,1982
1201,John Briley,WRITING (Screenplay Written Directly for the Screen),OWA0088,Gandhi,1983,1982
1202,Robert Duvall,ACTOR IN A LEADING ROLE,OWA0080,Tender Mercies,1984,1983
1203,Jack Nicholson,ACTOR IN A SUPPORTING ROLE,OWA0025,Terms of Endearment,1984,1983
1204,Shirley MacLaine,ACTRESS IN A LEADING ROLE,OWA0081,Terms of Endearment,1984,1983
1205,Linda Hunt,ACTRESS IN A SUPPORTING ROLE,OWA0026,The Year of Living Dangerously,1984,1983
1206,Anna Asp,ART DIRECTION,OWA0003,Fanny & Alexander,1984,1983
1207,Sven Nykvist,CINEMATOGRAPHY,OWA0004,Fanny & Alexander,1984,1983
1208,Marik Vos,COSTUME DESIGN,OWA0053,Fanny & Alexander,1984,1983
1209,James L. Brooks,DIRECTING,OWA0012,Terms of Endearment,1984,1983
1210,"Emile Ardolino, Producer",DOCUMENTARY (Feature),OWA0044,He Makes Me Feel Like Dancin',1984,1983
1211,"Cynthia Scott and Adam Symansky, Producers",DOCUMENTARY (Short Subject),OWA0037,Flamenco at 5:15,1984,1983
1212,"Glenn Farr, Lisa Fruchtman, Stephen A. Rotter, Douglas Stewart, Tom Rolf",FILM EDITING,OWA0020,The Right Stuff,1984,1983
1213,Sweden,FOREIGN LANGUAGE FILM,OWA0050,Fanny & Alexander,1984,1983
1214,Bill Conti,MUSIC (Original Score),OWA0030,The Right Stuff,1984,1983
1215,"Song Score by Michel Legrand, Alan Bergman and Marilyn Bergman",MUSIC (Original Song Score or Adaptation Score),OWA0094,Yentl,1984,1983
1216,Music by Giorgio Moroder; Lyric by Keith Forsey and Irene Cara,MUSIC (Original Song),OWA0078,Flashdance,1984,1983
1217,"James L. Brooks, Producer",BEST PICTURE,OWA0060,Terms of Endearment,1984,1983
1218,"Jimmy Picker, Producer",SHORT FILM (Animated),OWA0075,Sundae in New York,1984,1983
1219,"Janice L. Platt, Producer",SHORT FILM (Live Action),OWA0076,Boys and Girls,1984,1983
1220,"Mark Berger, Tom Scott, Randy Thom, David MacMillan",SOUND,OWA0057,The Right Stuff,1984,1983
1221,Jay Boekelheide,SOUND EFFECTS EDITING,OWA0093,The Right Stuff,1984,1983
1222,James L. Brooks,WRITING (Screenplay Based on Material from Another Medium),OWA0087,Terms of Endearment,1984,1983
1223,Horton Foote,WRITING (Screenplay Written Directly for the Screen),OWA0088,Tender Mercies,1984,1983
1224,"Richard Edlund, Dennis Muren, Ken Ralston, Phil Tippett",SPECIAL ACHIEVEMENT AWARD (Visual Effects),OWA0073,Return of the Jedi,1984,1983
1225,F. Murray Abraham,ACTOR IN A LEADING ROLE,OWA0080,Amadeus,1985,1984
1226,Haing S. Ngor,ACTOR IN A SUPPORTING ROLE,OWA0025,The Killing Fields,1985,1984
1227,Sally Field,ACTRESS IN A LEADING ROLE,OWA0081,Places in the Heart,1985,1984
1228,Peggy Ashcroft,ACTRESS IN A SUPPORTING ROLE,OWA0026,A Passage to India,1985,1984
1229,Art Direction:  Patrizia Von Brandenstein;  Set Decoration:  Karel Cerny,ART DIRECTION,OWA0003,Amadeus,1985,1984
1230,Chris Menges,CINEMATOGRAPHY,OWA0004,The Killing Fields,1985,1984
1231,Theodor Pistek,COSTUME DESIGN,OWA0053,Amadeus,1985,1984
1232,Milos Forman,DIRECTING,OWA0012,Amadeus,1985,1984
1233,"Robert Epstein and Richard Schmiechen, Producers",DOCUMENTARY (Feature),OWA0044,The Times of Harvey Milk,1985,1984
1234,"Marjorie Hunt and Paul Wagner, Producers",DOCUMENTARY (Short Subject),OWA0037,The Stone Carvers,1985,1984
1235,Jim Clark,FILM EDITING,OWA0020,The Killing Fields,1985,1984
1236,Switzerland,FOREIGN LANGUAGE FILM,OWA0050,Dangerous Moves,1985,1984
1237,"Paul LeBlanc, Dick Smith",MAKEUP,OWA0092,Amadeus,1985,1984
1238,Maurice Jarre,MUSIC (Original Score),OWA0030,A Passage to India,1985,1984
1239,Prince,MUSIC (Original Song Score),OWA0068,Purple Rain,1985,1984
1240,Music and Lyric by Stevie Wonder,MUSIC (Original Song),OWA0078,The Woman in Red,1985,1984
1241,"Saul Zaentz, Producer",BEST PICTURE,OWA0060,Amadeus,1985,1984
1242,"Jon Minnis, Producer",SHORT FILM (Animated),OWA0075,Charade,1985,1984
1243,"Mike Hoover, Producer",SHORT FILM (Live Action),OWA0076,Up,1985,1984
1244,"Mark Berger, Tom Scott, Todd Boekelheide, Chris Newman",SOUND,OWA0057,Amadeus,1985,1984
1245,"Dennis Muren, Michael McAlister, Lorne Peterson, George Gibbs",VISUAL EFFECTS,OWA0084,Indiana Jones and the Temple of Doom,1985,1984
1246,Peter Shaffer,WRITING (Screenplay Based on Material from Another Medium),OWA0087,Amadeus,1985,1984
1247,Robert Benton,WRITING (Screenplay Written Directly for the Screen),OWA0088,Places in the Heart,1985,1984
1248,Kay Rose,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),OWA0085,The River,1985,1984
1249,William Hurt,ACTOR IN A LEADING ROLE,OWA0080,Kiss of the Spider Woman,1986,1985
1250,Don Ameche,ACTOR IN A SUPPORTING ROLE,OWA0025,Cocoon,1986,1985
1251,Geraldine Page,ACTRESS IN A LEADING ROLE,OWA0081,The Trip to Bountiful,1986,1985
1252,Anjelica Huston,ACTRESS IN A SUPPORTING ROLE,OWA0026,Prizzi's Honor,1986,1985
1253,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,ART DIRECTION,OWA0003,Out of Africa,1986,1985
1254,David Watkin,CINEMATOGRAPHY,OWA0004,Out of Africa,1986,1985
1255,Emi Wada,COSTUME DESIGN,OWA0053,Ran,1986,1985
1256,Sydney Pollack,DIRECTING,OWA0012,Out of Africa,1986,1985
1257,"Maria Florio and Victoria Mudd, Producers",DOCUMENTARY (Feature),OWA0044,Broken Rainbow,1986,1985
1258,"David Goodman, Producer",DOCUMENTARY (Short Subject),OWA0037,Witness to War: Dr. Charlie Clements,1986,1985
1259,Thom Noble,FILM EDITING,OWA0020,Witness,1986,1985
1260,Argentina,FOREIGN LANGUAGE FILM,OWA0050,The Official Story,1986,1985
1261,"Michael Westmore, Zoltan Elek",MAKEUP,OWA0092,Mask,1986,1985
1262,John Barry,MUSIC (Original Score),OWA0030,Out of Africa,1986,1985
1263,Music and Lyric by Lionel Richie,MUSIC (Original Song),OWA0078,White Nights,1986,1985
1264,"Sydney Pollack, Producer",BEST PICTURE,OWA0060,Out of Africa,1986,1985
1265,"Cilia Van Dijk, Producer",SHORT FILM (Animated),OWA0075,Anna & Bella,1986,1985
1266,"Jeff Brown and Chris Pelzer, Producers",SHORT FILM (Live Action),OWA0076,Molly's Pilgrim,1986,1985
1267,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",SOUND,OWA0057,Out of Africa,1986,1985
1268,"Charles L. Campbell, Robert Rutledge",SOUND EFFECTS EDITING,OWA0093,Back to the Future,1986,1985
1269,"Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry",VISUAL EFFECTS,OWA0084,Cocoon,1986,1985
1270,Kurt Luedtke,WRITING (Screenplay Based on Material from Another Medium),OWA0087,Out of Africa,1986,1985
1271,"Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace",WRITING (Screenplay Written Directly for the Screen),OWA0088,Witness,1986,1985
1272,Paul Newman,ACTOR IN A LEADING ROLE,OWA0080,The Color of Money,1987,1986
1273,Michael Caine,ACTOR IN A SUPPORTING ROLE,OWA0025,Hannah and Her Sisters,1987,1986
1274,Marlee Matlin,ACTRESS IN A LEADING ROLE,OWA0081,Children of a Lesser God,1987,1986
1275,Dianne Wiest,ACTRESS IN A SUPPORTING ROLE,OWA0026,Hannah and Her Sisters,1987,1986
1276,"Art Direction:  Gianni Quaranta, Brian Ackland-Snow;  Set Decoration:  Brian Savegar, Elio Altamura",ART DIRECTION,OWA0003,A Room with a View,1987,1986
1277,Chris Menges,CINEMATOGRAPHY,OWA0004,The Mission,1987,1986
1278,"Jenny Beavan, John Bright",COSTUME DESIGN,OWA0053,A Room with a View,1987,1986
1279,Oliver Stone,DIRECTING,OWA0012,Platoon,1987,1986
1280,"Brigitte Berman, Producer",DOCUMENTARY (Feature),OWA0044,Artie Shaw: Time Is All You've Got,1987,1986
1281,"Joseph Feury and Milton Justice, Producers",DOCUMENTARY (Feature),OWA0044,Down and Out in America,1987,1986
1282,"Vivienne Verdon-Roe, Producer",DOCUMENTARY (Short Subject),OWA0037,"Women--for America, for the World",1987,1986
1283,Claire Simpson,FILM EDITING,OWA0020,Platoon,1987,1986
1284,The Netherlands,FOREIGN LANGUAGE FILM,OWA0050,The Assault,1987,1986
1285,"Chris Walas, Stephan Dupuis",MAKEUP,OWA0092,The Fly,1987,1986
1286,Herbie Hancock,MUSIC (Original Score),OWA0030,'Round Midnight,1987,1986
1287,Music by Giorgio Moroder; Lyric by Tom Whitlock,MUSIC (Original Song),OWA0078,Top Gun,1987,1986
1288,"Arnold Kopelson, Producer",BEST PICTURE,OWA0060,Platoon,1987,1986
1289,"Linda Van Tulden and Willem Thijssen, Producers",SHORT FILM (Animated),OWA0075,A Greek Tragedy,1987,1986
1290,"Chuck Workman, Producer",SHORT FILM (Live Action),OWA0076,Precious Images,1987,1986
1291,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",SOUND,OWA0057,Platoon,1987,1986
1292,Don Sharpe,SOUND EFFECTS EDITING,OWA0093,Aliens,1987,1986
1293,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",VISUAL EFFECTS,OWA0084,Aliens,1987,1986
1294,Ruth Prawer Jhabvala,WRITING (Screenplay Based on Material from Another Medium),OWA0087,A Room with a View,1987,1986
1295,Woody Allen,WRITING (Screenplay Written Directly for the Screen),OWA0088,Hannah and Her Sisters,1987,1986
1296,Michael Douglas,ACTOR IN A LEADING ROLE,OWA0080,Wall Street,1988,1987
1297,Sean Connery,ACTOR IN A SUPPORTING ROLE,OWA0025,The Untouchables,1988,1987
1298,Cher,ACTRESS IN A LEADING ROLE,OWA0081,Moonstruck,1988,1987
1299,Olympia Dukakis,ACTRESS IN A SUPPORTING ROLE,OWA0026,Moonstruck,1988,1987
1300,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",ART DIRECTION,OWA0003,The Last Emperor,1988,1987
1301,Vittorio Storaro,CINEMATOGRAPHY,OWA0004,The Last Emperor,1988,1987
1302,James Acheson,COSTUME DESIGN,OWA0053,The Last Emperor,1988,1987
1303,Bernardo Bertolucci,DIRECTING,OWA0012,The Last Emperor,1988,1987
1304,"Aviva Slesin, Producer",DOCUMENTARY (Feature),OWA0044,The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1988,1987
1305,"Sue Marx and Pamela Conn, Producers",DOCUMENTARY (Short Subject),OWA0037,Young at Heart,1988,1987
1306,Gabriella Cristiani,FILM EDITING,OWA0020,The Last Emperor,1988,1987
1307,Denmark,FOREIGN LANGUAGE FILM,OWA0050,Babette's Feast,1988,1987
1308,Rick Baker,MAKEUP,OWA0092,Harry and the Hendersons,1988,1987
1309,"Ryuichi Sakamoto, David Byrne, Cong Su",MUSIC (Original Score),OWA0030,The Last Emperor,1988,1987
1310,"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",MUSIC (Original Song),OWA0078,Dirty Dancing,1988,1987
1311,"Jeremy Thomas, Producer",BEST PICTURE,OWA0060,The Last Emperor,1988,1987
1312,"Frédéric Back, Producer",SHORT FILM (Animated),OWA0075,The Man Who Planted Trees,1988,1987
1313,"Jonathan Sanger and Jana Sue Memel, Producers",SHORT FILM (Live Action),OWA0076,Ray's Male Heterosexual Dance Hall,1988,1987
1314,"Bill Rowe, Ivan Sharrock",SOUND,OWA0057,The Last Emperor,1988,1987
1315,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",VISUAL EFFECTS,OWA0084,Innerspace,1988,1987
1316,"Mark Peploe, Bernardo Bertolucci",WRITING (Screenplay Based on Material from Another Medium),OWA0087,The Last Emperor,1988,1987
1317,John Patrick Shanley,WRITING (Screenplay Written Directly for the Screen),OWA0088,Moonstruck,1988,1987
1318,"Stephen Flick, John Pospisil",SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),OWA0085,RoboCop,1988,1987
1319,Dustin Hoffman,ACTOR IN A LEADING ROLE,OWA0080,Rain Man,1989,1988
1320,Kevin Kline,ACTOR IN A SUPPORTING ROLE,OWA0025,A Fish Called Wanda,1989,1988
1321,Jodie Foster,ACTRESS IN A LEADING ROLE,OWA0081,The Accused,1989,1988
1322,Geena Davis,ACTRESS IN A SUPPORTING ROLE,OWA0026,The Accidental Tourist,1989,1988
1323,Art Direction:  Stuart Craig;  Set Decoration:  Gerard James,ART DIRECTION,OWA0003,Dangerous Liaisons,1989,1988
1324,Peter Biziou,CINEMATOGRAPHY,OWA0004,Mississippi Burning,1989,1988
1325,James Acheson,COSTUME DESIGN,OWA0053,Dangerous Liaisons,1989,1988
1326,Barry Levinson,DIRECTING,OWA0012,Rain Man,1989,1988
1327,"Marcel Ophuls, Producer",DOCUMENTARY (Feature),OWA0044,Hotel Terminus: The Life and Times of Klaus Barbie,1989,1988
1328,"William Guttentag and Malcolm Clarke, Producers",DOCUMENTARY (Short Subject),OWA0037,You Don't Have to Die,1989,1988
1329,Arthur Schmidt,FILM EDITING,OWA0020,Who Framed Roger Rabbit,1989,1988
1330,Denmark,FOREIGN LANGUAGE FILM,OWA0050,Pelle the Conqueror,1989,1988
1331,"Ve Neill, Steve La Porte, Robert Short",MAKEUP,OWA0092,Beetlejuice,1989,1988
1332,Dave Grusin,MUSIC (Original Score),OWA0030,The Milagro Beanfield War,1989,1988
1333,Music and Lyric by Carly Simon,MUSIC (Original Song),OWA0078,Working Girl,1989,1988
1334,"Mark Johnson, Producer",BEST PICTURE,OWA0060,Rain Man,1989,1988
1335,"John Lasseter, William Reeves",SHORT FILM (Animated),OWA0075,Tin Toy,1989,1988
1336,"Dean Parisot, Steven Wright",SHORT FILM (Live Action),OWA0076,The Appointments of Dennis Jennings,1989,1988
1337,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",SOUND,OWA0057,Bird,1989,1988
