Movie_Name,Rating,Votes,Meta_score,PG_Rating,Year,Duration,Movie_ID,Director_ID,Oscar_Award_ID,GG_Award_ID
Lawrence of Arabia,8.3,309000,100,Approved,1962,3h 38m,1072,695,OWA0020,GG028
Lawrence of Arabia,8.3,309000,100,Approved,1962,3h 38m,1072,695,OWA0058,GG017
Lawrence of Arabia,8.3,309000,100,Approved,1962,3h 38m,1072,695,OWA0058,GG028
Lawrence of Arabia,8.3,309000,100,Approved,1962,3h 38m,1072,695,OWA0060,GG017
Lawrence of Arabia,8.3,309000,100,Approved,1962,3h 38m,1072,695,OWA0060,GG028
Lawrence of Arabia,8.3,309000,100,Approved,1962,3h 38m,1072,695,OWA0057,GG017
Lawrence of Arabia,8.3,309000,100,Approved,1962,3h 38m,1072,695,OWA0057,GG028
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,1745,695,OWA0035,GG001
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,1745,695,OWA0035,GG011
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,1745,695,OWA0032,GG001
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,1745,695,OWA0032,GG011
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,1745,695,OWA0048,GG001
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,1745,695,OWA0048,GG011
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,1745,695,OWA0058,GG001
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,1745,695,OWA0058,GG011
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,1745,695,OWA0055,GG001
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,1745,695,OWA0055,GG011
"Good Luck to You, Leo Grande",7.2,35000,78,R,2022,1h 37m,1074,696,,
Snow Day,5.1,13000,34,PG,2000,1h 29m,1077,697,,
Road House,6.7,83000,36,R,1989,1h 54m,1080,699,,
Ace Ventura: Pet Detective,6.9,320000,37,PG-13,1994,1h 26m,1084,700,,
Liar Liar,6.9,328000,70,PG-13,1997,1h 26m,1444,700,,
Bruce Almighty,6.8,426000,46,PG-13,2003,1h 41m,1580,700,,
Spring Breakers,5.3,147000,63,R,2012,1h 34m,1091,703,,
The Warriors,7.5,109000,65,R,1979,1h 33m,1093,706,,
The Driver,7.1,19000,56,R,1978,1h 31m,1238,706,,
The Long Riders,6.9,13000,68,R,1980,1h 40m,1602,706,,
Alive,7.1,60000,56,R,1993,2h 8m,1096,707,,
The Running Man,6.7,163000,45,R,1987,1h 41m,1097,708,,
Kazaam,3.1,25000,24,PG,1996,1h 33m,1584,708,,
eXistenZ,6.8,106000,68,R,1999,1h 37m,1099,709,,
Crimes of the Future,5.8,39000,67,R,2022,1h 47m,1305,709,,
Eastern Promises,7.6,257000,83,R,2007,1h 40m,1306,709,,
Naked Lunch,6.9,56000,67,R,1991,1h 55m,1627,709,,
The Fly,7.6,198000,79,R,1986,1h 36m,1751,709,OWA0075,
The Fly,7.6,198000,79,R,1986,1h 36m,1751,709,OWA0092,
Straight Outta Compton,7.8,215000,72,R,2015,2h 27m,1100,710,,
Friday,7.2,122000,54,R,1995,1h 31m,1217,710,,
The Fate of the Furious,6.6,249000,56,PG-13,2017,2h 16m,1235,710,,
Law Abiding Citizen,7.4,314000,34,R,2009,1h 49m,1256,710,,
Annie,6.6,48000,39,PG,1982,2h 7m,1101,711,,
Lee,7.0,213,59,R,2023,1h 56m,1106,712,,
The Replacements,6.6,69000,30,PG-13,2000,1h 58m,1109,713,,
The Great Outdoors,6.6,51000,24,PG,1988,1h 31m,1149,713,,
Boiling Point,7.5,39000,73,R,2021,1h 32m,1114,714,,
Final Destination,6.7,275000,36,R,2000,1h 38m,1117,715,,
Eden Lake,6.7,93000,65,R,2008,1h 31m,1119,716,,
Luther: The Fallen Sun,6.4,61000,53,R,2023,2h 9m,1127,718,,
The 40-Year-Old Virgin,7.1,459000,73,R,2005,1h 56m,1128,719,,
This Is 40,6.2,149000,59,R,2012,2h 14m,1272,719,,
Knocked Up,6.9,381000,85,R,2007,2h 9m,1372,719,,
RED,7.0,320000,60,PG-13,2010,1h 51m,1132,720,,
Allegiant,5.7,131000,33,PG-13,2016,2h,1300,720,,
The Time Traveler's Wife,7.1,156000,47,PG-13,2009,1h 47m,1349,720,,
The Divergent Series: Insurgent,6.2,251000,42,PG-13,2015,1h 59m,1415,720,,
Appaloosa,6.7,64000,64,R,2008,1h 55m,1135,721,,
Borat,7.4,434000,89,R,2006,1h 24m,1140,722,,
The Dictator,6.4,329000,58,R,2012,1h 23m,1459,722,,
Master Gardener,6.2,7400,63,R,2022,1h 51m,1141,723,,
See How They Run,6.5,61000,60,PG-13,2022,1h 38m,1142,724,,
Austin Powers: International Man of Mystery,7.0,254000,51,PG-13,1997,1h 29m,1147,725,,
Austin Powers in Goldmember,6.2,220000,62,PG-13,2002,1h 34m,1170,725,,
Bombshell,6.8,124000,64,R,2019,1h 49m,1413,725,OWA0101,
The Little Rascals,6.3,55000,45,PG,1994,1h 22m,1151,726,,
Wayne's World,7.0,168000,57,PG-13,1992,1h 34m,1704,726,,
17 Again,6.4,213000,48,PG-13,2009,1h 42m,1153,727,,
Sicario: Day of the Soldado,7.1,163000,61,R,2018,2h 2m,1156,728,,
The American,6.3,101000,61,R,2010,1h 45m,1157,729,,
Redeeming Love,6.7,11000,32,PG-13,2022,2h 14m,1159,730,,
I Am Number Four,6.1,244000,36,PG-13,2011,1h 51m,1220,730,,
Pig,6.9,86000,82,R,2021,1h 32m,1161,731,,
Perfume: The Story of a Murderer,7.5,263000,56,R,2006,2h 27m,1165,668,,
Gods of Egypt,5.4,124000,25,PG-13,2016,2h 7m,1166,732,,
The Crow,7.5,196000,71,R,1994,1h 42m,1367,732,,
Dark City,7.6,210000,66,R,1998,1h 40m,1533,732,,
Toy Story 3,8.3,878000,92,G,2010,1h 43m,1167,536,OWA0098,
Toy Story 3,8.3,878000,92,G,2010,1h 43m,1167,536,OWA0078,
Ad Astra,6.5,256000,80,PG-13,2019,2h 3m,1169,733,,
Bird Box,6.6,377000,51,R,2018,2h 4m,1174,734,,
The Fallout,7.0,32000,84,R,2021,1h 36m,1175,735,,
Silverado,7.2,48000,64,PG-13,1985,2h 13m,1177,736,,
Turning Red,7.0,145000,83,PG,2022,1h 40m,1178,737,,
The Boy in the Striped Pajamas,7.7,239000,55,PG-13,2008,1h 34m,1185,738,,
Possession,7.3,41000,75,R,1981,2h 4m,1190,741,,
The Art of Racing in the Rain,7.5,37000,43,PG,2019,1h 49m,1194,742,,
Toy Story 4,7.7,273000,84,G,2019,1h 40m,1195,743,OWA0098,
No Escape,6.7,91000,38,R,2015,1h 43m,1196,744,,
"As Above, So Below",6.2,108000,39,R,2014,1h 33m,1697,744,,
Riddick,6.4,176000,49,R,2013,1h 59m,1200,746,,
The Chronicles of Riddick,6.6,239000,38,R,2004,1h 59m,1277,746,,
Pitch Black,7.0,251000,49,R,2000,1h 49m,1463,746,,
A Place in the Sun,7.7,24000,76,Passed,1951,2h 2m,1202,747,OWA0031,
A Place in the Sun,7.7,24000,76,Passed,1951,2h 2m,1202,747,OWA0047,
A Place in the Sun,7.7,24000,76,Passed,1951,2h 2m,1202,747,OWA0012,
A Place in the Sun,7.7,24000,76,Passed,1951,2h 2m,1202,747,OWA0020,
A Place in the Sun,7.7,24000,76,Passed,1951,2h 2m,1202,747,OWA0042,
A Place in the Sun,7.7,24000,76,Passed,1951,2h 2m,1202,747,OWA0024,
Vicky Cristina Barcelona,7.1,266000,70,PG-13,2008,1h 36m,1206,748,OWA0026,GG004
Midnight in Paris,7.6,444000,81,PG-13,2011,1h 34m,1438,748,OWA0036,
Bananas,6.9,37000,67,PG-13,1971,1h 22m,1686,748,,
Citizen Kane,8.3,460000,100,PG,1941,1h 59m,1210,751,OWA0036,
Fifty Shades Freed,4.5,72000,31,R,2018,1h 45m,1211,752,,
Fear,6.2,53000,51,R,1996,1h 37m,1299,752,,
Fifty Shades Darker,4.6,109000,33,R,2017,1h 58m,1530,752,,
Sonic the Hedgehog 2,6.5,83000,47,PG,2022,2h 2m,1212,753,,
Sonic the Hedgehog,6.5,155000,47,PG,2020,1h 39m,1424,753,,
Sharper,6.7,28000,65,R,2023,1h 56m,1216,754,,
The Machinist,7.6,410000,61,R,2004,1h 41m,1219,755,,
My Best Friend's Wedding,6.3,152000,50,PG-13,1997,1h 45m,1222,756,,
Peter Pan,6.8,79000,64,PG,2003,1h 53m,1464,756,,
Secondhand Lions,7.5,61000,52,PG,2003,1h 49m,1224,757,,
"Love, Rosie",7.1,153000,44,R,2014,1h 42m,1226,758,,
Hustlers,6.3,106000,79,R,2019,1h 50m,1229,759,,
The Thin Red Line,7.6,197000,78,R,1998,2h 50m,1230,761,,
The Outfit,7.2,60000,69,R,2022,1h 45m,1231,762,,
Blazing Saddles,7.7,149000,73,R,1974,1h 33m,1234,765,,
Spaceballs,7.1,203000,46,PG,1987,1h 36m,1315,765,,
Young Frankenstein,8.0,167000,83,PG,1974,1h 46m,1393,765,,
Robin Hood: Men in Tights,6.7,134000,44,PG-13,1993,1h 44m,1429,765,,
Fresh,6.7,70000,67,R,2022,1h 54m,1237,766,,
Good Burger,5.8,32000,41,PG,1997,1h 35m,1240,767,,
Varsity Blues,6.5,48000,50,R,1999,1h 46m,1296,767,,
Norbit,4.2,78000,27,PG-13,2007,1h 42m,1630,767,,
Rat Race,6.5,122000,52,PG-13,2001,1h 52m,1242,510,,
Ghost,7.1,232000,52,PG-13,1990,2h 7m,1243,510,OWA0026,GG009
Ghost,7.1,232000,52,PG-13,1990,2h 7m,1243,510,OWA0088,GG009
A Quiet Place Part II,7.2,264000,71,PG-13,2020,1h 37m,1250,770,,
You People,5.5,61000,50,R,2023,1h 57m,1252,771,,
Slap Shot,7.3,41000,61,R,1977,2h 3m,1255,772,,
The Ref,6.9,26000,59,R,1994,1h 37m,1259,773,,
Blow,7.5,272000,52,R,2001,2h 4m,1673,773,,
Cold Pursuit,6.2,76000,57,R,2019,1h 59m,1260,774,,
Police Academy,6.7,135000,41,R,1984,1h 36m,1265,775,,
The Gift,7.0,169000,77,R,2015,1h 48m,1266,776,,
Somewhere in Queens,6.8,3800,61,R,2022,1h 46m,1282,777,,
Greater,7.3,7500,35,PG,2016,2h 10m,1283,778,,
Dora and the Lost City of Gold,6.1,34000,63,PG,2019,1h 42m,1284,779,,
Captain Fantastic,7.8,231000,72,R,2016,1h 58m,1285,780,,
U-571,6.6,86000,62,PG-13,2000,1h 56m,1288,781,OWA0097,
Terminator 3: Rise of the Machines,6.3,415000,66,R,2003,1h 49m,1664,781,,
Career Opportunities,5.8,17000,41,PG-13,1991,1h 23m,1289,782,,
Source Code,7.5,542000,74,PG-13,2011,1h 33m,1293,783,,
Moon,7.8,372000,67,R,2009,1h 37m,1568,783,,
Taken 2,6.2,319000,45,PG-13,2012,1h 32m,1294,784,,
Taken 3,6.0,202000,26,PG-13,2014,1h 48m,1633,784,,
Dr. No,7.2,177000,78,PG,1962,1h 50m,1298,785,,GG016
The Garden of Eden,5.2,1200,28,R,2008,1h 51m,1308,788,,
Enola Holmes,6.6,213000,68,PG-13,2020,2h 3m,1316,789,,
The Machine,5.8,14000,37,R,2023,1h 52m,1320,791,,
Commando,6.7,172000,51,R,1985,1h 30m,1321,792,,
The Name of the Rose,7.7,115000,54,R,1986,2h 10m,1322,793,,
Run,6.7,92000,67,PG-13,2020,1h 30m,1324,794,,
This Christmas,6.3,10000,63,PG-13,2007,1h 57m,1326,795,,
The Old Guard,6.7,180000,70,R,2020,2h 5m,1327,796,,
The Woman King,6.9,70000,77,PG-13,2022,2h 15m,1359,796,,
Willy's Wonderland,5.5,37000,44,TV-MA,2021,1h 28m,1328,797,,
Vivarium,5.9,71000,64,R,2019,1h 37m,1330,798,,
Teenage Mutant Ninja Turtles,5.8,218000,31,PG-13,2014,1h 41m,1339,801,,
A Walk in the Woods,6.4,29000,51,R,2015,1h 44m,1343,803,,
He's Just Not That Into You,6.4,180000,47,PG-13,2009,2h 9m,1691,803,,
The Girl in the Spider's Web,6.1,51000,43,R,2018,1h 55m,1345,804,,
Don't Breathe,7.1,295000,71,R,2016,1h 28m,1637,804,,
Brightburn,6.1,106000,44,R,2019,1h 30m,1347,805,,
A Good Day to Die Hard,5.2,213000,28,R,2013,1h 38m,1351,806,,
Behind Enemy Lines,6.4,111000,49,PG-13,2001,1h 46m,1563,806,,
Jason Bourne,6.6,239000,58,PG-13,2016,2h 3m,1362,807,,
The Bourne Ultimatum,8.0,653000,85,PG-13,2007,1h 55m,1674,807,OWA0020,
The Bourne Ultimatum,8.0,653000,85,PG-13,2007,1h 55m,1674,807,OWA0097,
The Bourne Ultimatum,8.0,653000,85,PG-13,2007,1h 55m,1674,807,OWA0100,
The Pursuit of Happyness,8.0,549000,64,PG-13,2006,1h 57m,1365,808,,
Sister Act 2: Back in the Habit,5.7,58000,38,PG,1993,1h 47m,1366,809,,
The Emperor's New Groove,7.4,221000,70,G,2000,1h 18m,1368,811,,
El Camino: A Breaking Bad Movie,7.3,283000,72,TV-MA,2019,2h 2m,1375,812,,
50 First Dates,6.8,375000,48,PG-13,2004,1h 39m,1379,813,,
The Courier,7.2,71000,65,PG-13,2020,1h 52m,1380,814,,
Downton Abbey,7.4,62000,64,PG,2019,2h 2m,1382,816,,
How to Lose a Guy in 10 Days,6.5,262000,45,PG-13,2003,1h 56m,1384,817,,
Richie Rich,5.4,73000,49,PG,1994,1h 35m,1736,817,,
Watcher,6.3,39000,72,R,2022,1h 36m,1387,818,,
The Sandlot,7.8,100000,55,PG,1993,1h 41m,1390,819,,
The Good Son,6.4,45000,45,R,1993,1h 27m,1391,820,,
Butcher's Crossing,5.7,2400,55,R,2022,1h 45m,1392,821,,
The Craft,6.4,105000,55,R,1996,1h 41m,1395,822,,
Con Air,6.9,314000,52,R,1997,1h 55m,1396,823,,
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0001,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0001,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0001,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0001,GG010
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0025,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0025,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0025,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0025,GG010
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0035,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0035,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0035,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0035,GG010
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0032,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0032,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0032,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0032,GG010
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0048,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0048,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0048,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0048,GG010
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0012,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0012,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0012,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0012,GG010
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0020,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0020,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0020,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0020,GG010
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0042,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0042,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0042,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0042,GG010
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0045,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0045,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0045,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0045,GG010
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0057,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0057,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0057,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0057,GG010
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0033,GG015
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0033,GG001
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0033,GG011
Ben-Hur,5.7,46000,38,PG-13,2016,2h 3m,1397,824,OWA0033,GG010
Life of the Party,5.6,39000,46,PG-13,2018,1h 45m,1406,825,,
Tomb Raider,6.3,224000,48,PG-13,2018,1h 59m,1412,827,,
Den of Thieves,7.0,121000,49,R,2018,2h 20m,1416,829,,
99 Homes,7.1,37000,76,R,2014,1h 52m,1418,830,,
Billy Madison,6.3,154000,16,PG-13,1995,1h 29m,1420,831,,
The Boondock Saints,7.7,247000,44,R,1999,1h 48m,1421,832,,
Winter's Bone,7.1,148000,90,R,2010,1h 40m,1423,833,,
Never Let Me Go,7.1,151000,69,R,2010,1h 43m,1428,835,,
Burnt,6.6,130000,42,R,2015,1h 41m,1431,836,,
Crocodile Dundee II,5.7,60000,41,PG,1988,1h 48m,1432,837,,
Boston Strangler,6.5,31000,58,R,2023,1h 52m,1434,838,,
Bumblebee,6.7,184000,66,PG-13,2018,1h 54m,1437,840,,
Ghost Rider,5.3,249000,35,PG-13,2007,1h 50m,1439,841,,
A Thousand and One,7.0,5200,81,R,2023,1h 57m,1441,842,,
Dark Phoenix,5.7,201000,43,PG-13,2019,1h 53m,1443,843,,
The 355,5.6,36000,40,PG-13,2022,2h 2m,1489,843,,
"Paris, Texas",8.1,115000,81,R,1984,2h 25m,1449,844,,
The Hitman's Bodyguard,6.9,243000,47,R,2017,1h 58m,1451,845,,
Criminal,6.3,69000,36,R,2016,1h 53m,1452,846,,
Trapped in Paradise,5.9,16000,31,PG-13,1994,1h 51m,1453,847,,
The Expendables,6.4,361000,45,R,2010,1h 43m,1455,848,,
The Lesson,6.3,1300,62,R,2023,1h 43m,1458,849,,
The Dirty Dozen,7.7,78000,73,Approved,1967,2h 30m,1460,850,OWA0061,
The Adjustment Bureau,7.0,268000,60,PG-13,2011,1h 46m,1461,851,,
The House Bunny,5.5,89000,55,PG-13,2008,1h 37m,1462,852,,
Army of Thieves,6.4,86000,49,TV-MA,2021,2h 7m,1469,855,,
Heaven Help Us,6.9,4900,64,R,1985,1h 44m,1470,856,,
Dark Harvest,5.5,5100,51,R,2023,1h 36m,1473,857,,
Hard Candy,7.0,167000,58,R,2005,1h 44m,1670,857,,
On Her Majesty's Secret Service,6.7,98000,61,PG,1969,2h 22m,1474,858,,
A Very Harold & Kumar Christmas,6.2,72000,61,R,2011,1h 30m,1475,859,,
Barbarella,5.8,37000,51,Approved,1968,1h 38m,1477,861,,
High Life,5.8,40000,78,R,2018,1h 53m,1478,862,,
Flora and Son,7.0,9800,76,R,2023,1h 37m,1479,863,,
Fried Green Tomatoes,7.7,81000,64,PG-13,1991,2h 10m,1481,864,,
Ghost in the Shell,6.3,225000,52,PG-13,2017,1h 47m,1484,867,,
The Purge,5.7,237000,41,R,2013,1h 25m,1485,868,,
Inside,5.5,14000,53,R,2023,1h 45m,1490,869,,
Species,5.9,84000,49,R,1995,1h 48m,1492,870,,
Red Rocket,7.1,30000,76,R,2021,2h 10m,1497,871,,
The Florida Project,7.6,124000,92,R,2017,1h 51m,1709,871,,
To Kill a Mockingbird,8.3,329000,88,Approved,1962,2h 9m,1499,872,OWA0001,
To Kill a Mockingbird,8.3,329000,88,Approved,1962,2h 9m,1499,872,OWA0034,
To Kill a Mockingbird,8.3,329000,88,Approved,1962,2h 9m,1499,872,OWA0055,
Moneyball,7.6,455000,87,PG-13,2011,2h 13m,1501,873,,
Funny Games,6.5,102000,44,R,2007,1h 51m,1508,874,,
Palm Springs,7.4,177000,83,R,2020,1h 30m,1516,877,,
Pieces of a Woman,7.0,55000,66,R,2020,2h 6m,1517,878,,
Living,7.2,30000,81,PG-13,2022,1h 42m,1521,880,,
The Tragedy of Macbeth,7.1,38000,87,R,2021,1h 45m,1523,140,,
The Land Before Time,7.4,97000,66,G,1988,1h 9m,1526,629,,
Life of Brian,8.0,418000,77,R,1979,1h 34m,1534,745,,
The Lost Daughter,6.7,73000,86,R,2021,2h 1m,1537,884,,
Finch,6.9,94000,57,PG-13,2021,1h 55m,1540,885,,
The Twilight Saga: New Moon,4.8,296000,44,PG-13,2009,2h 10m,1542,197,,
The Golden Compass,6.1,195000,51,PG-13,2007,1h 53m,1569,197,OWA0084,
The Hitchhiker's Guide to the Galaxy,6.7,206000,63,PG,2005,1h 49m,1544,176,,
Forgetting Sarah Marshall,7.1,299000,67,R,2008,1h 51m,1547,887,,
Spencer,6.6,75000,76,R,2021,1h 57m,1554,893,,
I See You,6.8,64000,65,R,2019,1h 38m,1560,894,,
28 Weeks Later,6.9,289000,78,R,2007,1h 40m,1561,895,,
The Toxic Avenger,5.9,361,66,R,2023,1h 42m,1565,896,,
Megamind,7.3,288000,63,PG,2010,1h 35m,1567,787,,
300: Rise of an Empire,6.2,313000,48,R,2014,1h 42m,1574,897,,
Pretty Baby,6.5,12000,66,R,1978,1h 50m,1575,898,,
Demolition Man,6.7,190000,34,R,1993,1h 55m,1576,899,,
Roald Dahl's Matilda the Musical,7.0,27000,72,PG,2022,1h 57m,1579,900,,
A Walk to Remember,7.3,219000,35,PG,2002,1h 41m,1582,901,,
Couples Retreat,5.5,114000,23,PG-13,2009,1h 53m,1583,902,,
Hotel Transylvania,7.0,275000,47,PG,2012,1h 31m,1585,903,,
Marry Me,6.1,39000,51,PG-13,2022,1h 52m,1586,904,,
Diamonds Are Forever,6.5,113000,59,GP,1971,2h,1587,905,,
The Man with the Golden Gun,6.7,112000,43,PG,1974,2h 5m,1646,905,,
Goldfinger,7.7,200000,87,PG,1964,1h 50m,1732,905,OWA0061,
Pet Sematary: Bloodlines,4.6,9100,31,R,2023,1h 27m,1591,906,,
Project X,6.7,228000,46,R,2012,1h 28m,1592,907,,
Sound of Metal,7.7,145000,82,R,2019,2h,1593,908,OWA0020,
Sound of Metal,7.7,145000,82,R,2019,2h,1593,908,OWA0057,
Maleficent,6.9,395000,56,PG,2014,1h 37m,1597,913,,
Mr. Nobody,7.7,243000,63,R,2009,2h 21m,1598,914,,
Hackers,6.2,73000,46,PG-13,1995,1h 45m,1600,917,,
Mortal Engines,6.1,136000,44,PG-13,2018,2h 8m,1601,918,,
Golda,5.9,8000,48,PG-13,2023,1h 40m,1603,919,,
The Great Wall,5.9,144000,42,PG-13,2016,1h 43m,1604,920,,
Breakfast at Tiffany's,7.6,189000,76,Approved,1961,1h 55m,1605,921,OWA0042,
Breakfast at Tiffany's,7.6,189000,76,Approved,1961,1h 55m,1605,921,OWA0022,
Christmas with You,5.6,7400,39,TV-PG,2022,1h 29m,1608,923,,
Burn After Reading,7.0,348000,63,R,2008,1h 36m,1609,924,,
Hellraiser,6.9,138000,56,R,1987,1h 34m,1611,925,,
Emma.,6.7,61000,71,PG,2020,2h 4m,1616,928,,
Sanctuary,6.3,6800,67,R,2022,1h 36m,1617,929,,
Rudy,7.5,68000,71,PG,1993,1h 54m,1619,930,,
The Great Escape,8.2,255000,86,Approved,1963,2h 52m,1620,931,,
How to Train Your Dragon: The Hidden World,7.4,145000,71,PG,2019,1h 44m,1621,566,,
Don Jon,6.5,245000,66,R,2013,1h 30m,1624,932,,
Women Talking,6.9,39000,78,PG-13,2022,1h 44m,1625,933,OWA0099,
Charade,7.9,84000,83,Passed,1963,1h 53m,1638,799,OWA0075,
Pok̩mon: Detective Pikachu,6.5,179000,53,PG,2019,1h 44m,1640,934,,
Real Genius,6.9,37000,71,PG,1985,1h 48m,1642,935,,
Bonnie and Clyde,7.7,119000,86,R,1967,1h 51m,1643,936,OWA0026,
Bonnie and Clyde,7.7,119000,86,R,1967,1h 51m,1643,936,OWA0004,
You Hurt My Feelings,6.6,8900,80,R,2023,1h 33m,1645,937,,
9,7.0,146000,60,PG-13,2009,1h 19m,1647,938,,
Luca,7.4,186000,71,PG,2021,1h 35m,1649,939,,
It Lives Inside,5.2,4900,50,PG-13,2023,1h 39m,1651,940,,
The Prophecy,6.4,33000,44,R,1995,1h 38m,1652,941,,
The Fault in Our Stars,7.7,396000,69,PG-13,2014,2h 6m,1656,942,,
My Big Fat Greek Wedding,6.6,143000,62,PG,2002,1h 35m,1658,944,,
Maybe I Do,4.9,7500,42,PG-13,2023,1h 35m,1659,945,,
The Sum of All Fears,6.4,123000,45,PG-13,2002,2h 4m,1667,947,,
Alien: Resurrection,6.2,260000,63,R,1997,1h 49m,1671,948,,
Original Sin,6.0,59000,33,R,2001,1h 56m,1676,949,,
Bill & Ted's Excellent Adventure,6.9,140000,50,PG,1989,1h 30m,1677,950,,
The Mighty Ducks,6.5,71000,46,PG,1992,1h 44m,1752,950,,
The Monuments Men,6.1,138000,52,PG-13,2014,1h 58m,1679,951,,
Young Guns,6.8,67000,50,R,1988,1h 47m,1682,952,,
Back to School,6.7,35000,68,PG-13,1986,1h 36m,1685,953,,
Truth or Dare,5.2,62000,35,PG-13,2018,1h 40m,1690,954,,
Coyote Ugly,5.7,120000,27,PG-13,2000,1h 40m,1692,955,,
The Punisher,6.4,169000,33,R,2004,2h 4m,1693,956,,
Flash Gordon,6.5,60000,58,PG,1980,1h 51m,1695,958,,
San Andreas,6.1,253000,43,PG-13,2015,1h 54m,1698,959,,
Rampage,6.1,182000,45,PG-13,2018,1h 47m,1702,959,,
Palmer,7.3,42000,53,R,2021,1h 50m,1700,960,,
Masters of the Universe,5.3,44000,35,PG,1987,1h 46m,1712,961,,
State of Play,7.1,159000,64,PG-13,2009,2h 7m,1719,964,,
Anna and the Apocalypse,6.1,15000,63,R,2017,1h 33m,1722,965,,
Lucky Number Slevin,7.7,323000,53,R,2006,1h 50m,1726,968,,
The Strangers,6.1,141000,47,R,2008,1h 26m,1727,969,,
Gosford Park,7.2,93000,90,R,2001,2h 17m,1728,970,OWA0088,GG011
The Theory of Everything,7.7,475000,71,PG-13,2014,2h 3m,1733,971,OWA0080,GG003
The Theory of Everything,7.7,475000,71,PG-13,2014,2h 3m,1733,971,OWA0080,GG013
