Movie_Name,Rating,Votes,Meta_Score,PG_Rating,Year,Duration,Director,Movie_ID,Director_ID
Ready Player One,7.4,471000,64,PG-13,2018,2h 20m,Steven Spielberg,714,135
Little Children,7.5,116000,75,R,2006,2h 17m,Todd Field,715,433
Retribution,5.3,15000,43,R,2023,1h 31m,NimrÃ³d Antal,716,499
Paddington,7.3,129000,77,PG,2014,1h 35m,Paul King,717,2
Insidious: The Red Door,5.5,44000,45,PG-13,2023,1h 47m,Patrick Wilson,718,501
Save the Last Dance,6.2,65000,53,PG-13,2001,1h 52m,Thomas Carter,719,502
Hot Fuzz,7.8,528000,81,R,2007,2h 1m,Edgar Wright,720,111
The House That Jack Built,6.8,88000,42,R,2018,2h 32m,Lars von Trier,721,503
The Incredibles,8,790000,90,PG,2004,1h 55m,Brad Bird,722,377
The Mask,6.9,411000,59,PG-13,1994,1h 41m,Chuck Russell,723,504
Gangs of New York,7.5,466000,72,R,2002,2h 47m,Martin Scorsese,725,4
Event Horizon,6.6,194000,35,R,1997,1h 36m,Paul W.S. Anderson,726,507
Jules,6.8,7100,57,PG-13,2023,1h 27m,Marc Turtletaub,728,511
"Three Billboards Outside Ebbing, Missouri",8.1,543000,88,R,2017,1h 55m,Martin McDonagh,729,219
Margin Call,7.1,142000,76,R,2011,1h 47m,J.C. Chandor,730,512
Black Panther: Wakanda Forever,6.7,293000,67,PG-13,2022,2h 41m,Ryan Coogler,731,498
The Tomorrow War,6.6,223000,45,PG-13,2021,2h 18m,Chris McKay,732,280
Bohemian Rhapsody,7.9,576000,49,PG-13,2018,2h 14m,Bryan Singer,733,315
Disobedience,6.6,35000,74,R,2017,1h 54m,SebastiÃ¡n Lelio,734,513
Star Wars: Episode V - The Empire Strikes Back,8.7,1400000,82,PG,1980,2h 4m,Irvin Kershner,735,514
Frequency,7.4,114000,67,PG-13,2000,1h 58m,Gregory Hoblit,736,515
Chronicle,7,261000,69,PG-13,2012,1h 24m,Josh Trank,737,516
Looper,7.4,596000,84,R,2012,1h 59m,Rian Johnson,738,247
True Lies,7.3,276000,63,R,1994,2h 21m,James Cameron,739,128
Showgirls,5,73000,20,NC-17,1995,2h 8m,Paul Verhoeven,740,335
Waitress,7,48000,75,PG-13,2007,1h 48m,Adrienne Shelly,741,517
The Mother,5.6,44000,45,R,2023,1h 55m,Niki Caro,742,518
The Commuter,6.3,123000,56,PG-13,2018,1h 44m,Jaume Collet-Serra,743,292
"To Sir, with Love",7.6,20000,55,Approved,1967,1h 45m,James Clavell,744,519
Man on Fire,7.7,383000,47,R,2004,2h 26m,Tony Scott,745,239
Crazy Rich Asians,6.9,186000,74,PG-13,2018,2h,Jon M. Chu,746,520
King Kong,7.2,441000,81,PG-13,2005,3h 7m,Peter Jackson,747,104
Moonfall,5.1,96000,41,PG-13,2022,2h 10m,Roland Emmerich,748,387
The Little Things,6.3,120000,54,R,2021,2h 8m,John Lee Hancock,749,521
The Firm,6.9,145000,58,R,1993,2h 34m,Sydney Pollack,750,522
Mamma Mia! Here We Go Again,6.6,106000,60,PG-13,2018,1h 54m,Ol Parker,751,523
Unforgiven,8.2,430000,85,R,1992,2h 10m,Clint Eastwood,752,344
Big,7.3,236000,73,PG,1988,1h 44m,Penny Marshall,753,524
Clueless,6.9,239000,71,PG-13,1995,1h 37m,Amy Heckerling,754,261
John Wick: Chapter 2,7.4,499000,75,R,2017,2h 2m,Chad Stahelski,755,91
The Death of Stalin,7.2,111000,88,R,2017,1h 47m,Armando Iannucci,756,525
Airheads,6.2,55000,46,PG-13,1994,1h 32m,Michael Lehmann,757,526
Nightcrawler,7.8,591000,76,R,2014,1h 57m,Dan Gilroy,758,527
Love Again,5.9,11000,32,PG-13,2023,1h 44m,Jim Strouse,759,528
Waiting...,6.7,104000,30,R,2005,1h 34m,Rob McKittrick,760,529
The Royal Hotel,5.9,6000,77,R,2023,1h 31m,Kitty Green,761,530
Mission: Impossible II,6.1,372000,59,PG-13,2000,2h 3m,John Woo,762,531
The Proposal,6.7,349000,48,PG-13,2009,1h 48m,Anne Fletcher,763,532
Starship Troopers,7.3,313000,52,R,1997,2h 9m,Paul Verhoeven,764,335
Something from Tiffany's,6.2,9600,46,PG,2022,1h 27m,Daryl Wein,765,533
V for Vendetta,8.2,1200000,62,R,2005,2h 12m,James McTeigue,766,534
The Greatest Beer Run Ever,6.8,25000,39,R,2022,2h 6m,Peter Farrelly,767,236
White Noise,5.7,43000,66,R,2022,2h 16m,Noah Baumbach,769,537
Before Sunrise,8.1,332000,77,R,1995,1h 41m,Richard Linklater,770,319
Night at the Museum,6.5,371000,48,PG,2006,1h 48m,Shawn Levy,771,317
Angel Heart,7.2,94000,61,X,1987,1h 53m,Alan Parker,772,538
Hell or High Water,7.6,247000,88,R,2016,1h 42m,David Mackenzie,773,539
Valerian and the City of a Thousand Planets,6.4,194000,51,PG-13,2017,2h 16m,Luc Besson,774,168
X-Men,7.3,638000,64,PG-13,2000,1h 44m,Bryan Singer,775,315
The Persian Version,6.4,1400,61,R,2023,1h 47m,Maryam Keshavarz,776,540
Pitch Perfect,7.1,326000,66,PG-13,2012,1h 52m,Jason Moore,777,541
The Legend of Tarzan,6.2,185000,44,PG-13,2016,1h 50m,David Yates,778,161
The Equalizer 2,6.7,188000,50,R,2018,2h 1m,Antoine Fuqua,779,86
Rise of the Planet of the Apes,7.6,551000,68,PG-13,2011,1h 45m,Rupert Wyatt,780,542
The Human Centipede (First Sequence),4.4,86000,33,R,2009,1h 32m,Tom Six,781,543
Unbroken,7.2,180000,59,PG-13,2014,2h 17m,Angelina Jolie,782,544
Maze Runner: The Scorch Trials,6.3,270000,43,PG-13,2015,2h 11m,Wes Ball,783,347
Primal Fear,7.7,241000,47,R,1996,2h 9m,Gregory Hoblit,784,515
The Stranger,6.6,25000,74,TV-MA,2022,1h 57m,Thomas M. Wright,786,546
Amadeus,8.4,421000,87,PG,1984,2h 40m,Milos Forman,787,351
Mystic River,7.9,477000,84,R,2003,2h 18m,Clint Eastwood,788,344
WALLÂ·E,8.4,1200000,95,G,2008,1h 38m,Andrew Stanton,789,535
Alice in Wonderland,6.4,435000,53,PG,2010,1h 48m,Tim Burton,790,56
American Gangster,7.8,446000,76,R,2007,2h 37m,Ridley Scott,791,7
Sixteen Candles,7,124000,61,PG,1984,1h 33m,John Hughes,792,288
Fingernails,5.9,6000,63,R,2023,1h 53m,Christos Nikou,793,547
Focus,6.6,270000,56,R,2015,1h 45m,Glenn FicarraJohn Requa,794,548
A Nightmare on Elm Street,7.4,258000,76,R,1984,1h 31m,Wes Craven,796,440
Legend,6.9,198000,55,R,2015,2h 12m,Brian Helgeland,797,45
Remember the Night,7.6,6800,78,Passed,1939,1h 34m,Mitchell Leisen,798,551
Sleeping Beauty,5.3,34000,61,TV-14,2011,1h 41m,Julia Leigh,799,552
Remember the Titans,7.8,228000,48,PG,2000,1h 53m,Boaz Yakin,800,553
The Black Phone,6.9,183000,65,R,2021,1h 43m,Scott Derrickson,801,554
Captain America: The First Avenger,6.9,884000,66,PG-13,2011,2h 4m,Joe Johnston,802,312
The Witches of Eastwick,6.5,76000,67,R,1987,1h 58m,George Miller,803,97
The Impossible,7.5,238000,73,PG-13,2012,1h 54m,J.A. Bayona,804,555
Room,8.1,443000,86,R,2015,1h 58m,Lenny Abrahamson,805,556
The Invisible Man,7.1,249000,72,R,2020,2h 4m,Leigh Whannell,806,557
Dawn of the Planet of the Apes,7.6,462000,79,PG-13,2014,2h 10m,Matt Reeves,807,73
Wild Things,6.6,128000,52,R,1998,1h 48m,John McNaughton,808,558
Passages,6.8,7600,79,Unrated,2023,1h 31m,Ira Sachs,809,559
500 Days of Summer,7.7,546000,76,PG-13,2009,1h 35m,Marc Webb,810,560
The Devil's Advocate,7.5,395000,60,R,1997,2h 24m,Taylor Hackford,811,561
Weird: The Al Yankovic Story,6.9,36000,70,TV-14,2022,1h 48m,Eric Appel,812,562
The Hunt for Red October,7.5,211000,58,PG,1990,2h 15m,John McTiernan,813,30
Scary Movie,6.3,281000,48,R,2000,1h 28m,Keenen Ivory Wayans,814,563
Nightmare Alley,7,161000,70,R,2021,2h 30m,Guillermo del Toro,815,411
Cinderella,6.9,188000,67,PG,2015,1h 45m,Kenneth Branagh,816,37
2 Fast 2 Furious,5.9,292000,38,PG-13,2003,1h 47m,John Singleton,817,300
The Out-Laws,5.4,33000,36,R,2023,1h 35m,Tyler Spindel,818,564
Wonder Woman 1984,5.4,287000,60,PG-13,2020,2h 31m,Patty Jenkins,819,391
The Shape of Water,7.3,441000,87,R,2017,2h 3m,Guillermo del Toro,820,411
Mamma Mia!,6.5,267000,51,PG-13,2008,1h 48m,Phyllida Lloyd,821,565
The Hobbit: The Desolation of Smaug,7.8,694000,66,PG-13,2013,2h 41m,Peter Jackson,822,104
Children of Men,7.9,522000,84,R,2006,1h 49m,Alfonso CuarÃ³n,824,212
In Bruges,7.9,455000,67,R,2008,1h 47m,Martin McDonagh,825,219
Scooby-Doo,5.3,123000,35,PG,2002,1h 26m,Raja Gosnell,826,568
Beverly Hills Cop II,6.5,127000,48,R,1987,1h 40m,Tony Scott,827,239
Stargate,7,202000,42,PG-13,1994,1h 56m,Roland Emmerich,828,387
A Castle for Christmas,5.6,15000,53,TV-G,2021,1h 38m,Mary Lambert,829,569
Terminator: Dark Fate,6.2,190000,54,R,2019,2h 8m,Tim Miller,830,303
Thor: Ragnarok,7.9,802000,74,PG-13,2017,2h 10m,Taika Waititi,831,264
Plane,6.5,72000,62,R,2023,1h 47m,Jean-FranÃ§ois Richet,833,571
Spotlight,8.1,494000,93,R,2015,2h 9m,Tom McCarthy,834,572
Star Wars: Episode III - Revenge of the Sith,7.6,832000,68,PG-13,2005,2h 20m,George Lucas,835,244
Fantastic Mr. Fox,7.9,263000,83,PG,2009,1h 27m,Wes Anderson,836,62
Click,6.4,351000,45,PG-13,2006,1h 47m,Frank Coraci,838,574
Live Free or Die Hard,7.1,417000,69,PG-13,2007,2h 8m,Len Wiseman,839,575
Red Sparrow,6.6,198000,53,R,2018,2h 20m,Francis Lawrence,840,6
The Miracle Club,6.3,2000,49,PG-13,2023,1h 30m,Thaddeus O'Sullivan,841,576
12 Years a Slave,8.1,731000,96,R,2013,2h 14m,Steve McQueen,842,400
Galaxy Quest,7.4,173000,70,PG,1999,1h 42m,Dean Parisot,843,577
The Devil All the Time,7.1,149000,55,R,2020,2h 18m,Antonio Campos,844,578
The Patriot,7.2,289000,63,R,2000,2h 45m,Roland Emmerich,845,387
Red Dawn,6.3,62000,53,PG-13,1984,1h 54m,John Milius,846,579
Life,6.6,248000,54,R,2017,1h 44m,Daniel Espinosa,847,580
She Came to Me,6,2600,53,R,2023,1h 42m,Rebecca Miller,848,581
The Last of the Mohicans,7.7,184000,76,R,1992,1h 52m,Michael Mann,849,54
Jingle Jangle: A Christmas Journey,6.5,20000,69,PG,2020,2h 2m,David E. Talbert,851,583
Spider-Man: Homecoming,7.4,704000,73,PG-13,2017,2h 13m,Jon Watts,852,156
Interview with the Vampire: The Vampire Chronicles,7.5,342000,60,R,1994,2h 3m,Neil Jordan,853,584
Pirates of the Caribbean: Dead Man's Chest,7.4,755000,53,PG-13,2006,2h 31m,Gore Verbinski,854,250
Gran Torino,8.1,805000,72,R,2008,1h 56m,Clint Eastwood,855,344
Sucker Punch,6,250000,33,PG-13,2011,1h 50m,Zack Snyder,856,14
It Follows,6.8,263000,83,R,2014,1h 40m,David Robert Mitchell,857,585
Creed III,6.7,88000,73,PG-13,2023,1h 56m,Michael B. Jordan,858,586
Star Trek,7.9,616000,82,PG-13,2009,2h 7m,J.J. Abrams,859,381
The Texas Chain Saw Massacre,7.4,180000,89,R,1974,1h 23m,Tobe Hooper,860,587
For Your Eyes Only,6.7,107000,54,PG,1981,2h 7m,John Glen,861,429
Sunshine,7.2,263000,64,R,2007,1h 47m,Danny Boyle,862,422
Foe,5.3,2400,44,R,2023,1h 50m,Garth Davis,863,588
Book Club: The Next Chapter,5.6,5700,46,PG-13,2023,1h 47m,Bill Holderman,864,589
Erin Brockovich,7.4,215000,73,R,2000,2h 11m,Steven Soderbergh,865,409
The World Is Not Enough,6.4,208000,57,PG-13,1999,2h 8m,Michael Apted,867,590
The Kill Room,5.4,3600,58,R,2023,1h 38m,Nicol Paone,868,591
Legally Blonde,6.4,240000,59,PG-13,2001,1h 36m,Robert Luketic,869,592
Sky High,6.3,93000,62,PG,2005,1h 40m,Mike Mitchell,870,356
The Pope's Exorcist,6.1,76000,45,R,2023,1h 43m,Julius Avery,871,593
Everest,7.1,228000,64,PG-13,2015,2h 1m,Baltasar KormÃ¡kur,872,594
Dark Waters,7.6,98000,73,PG-13,2019,2h 6m,Todd Haynes,873,5
Freud's Last Session,8.5,107,57,PG-13,2023,1h 48m,Matt Brown,874,595
Tomorrowland,6.4,189000,60,PG,2015,2h 10m,Brad Bird,875,377
School of Rock,7.2,324000,82,PG-13,2003,1h 49m,Richard Linklater,876,319
Easy A,7,411000,72,PG-13,2010,1h 32m,Will Gluck,878,596
Brokeback Mountain,7.7,376000,87,R,2005,2h 14m,Ang Lee,879,597
Aladdin,6.9,285000,53,PG,2019,2h 8m,Guy Ritchie,880,148
Warrior,8.1,491000,71,PG-13,2011,2h 20m,Gavin O'Connor,881,598
Malignant,6.2,105000,51,R,2021,1h 51m,James Wan,882,221
My Girl,6.9,87000,56,PG,1991,1h 42m,Howard Zieff,883,599
Dirty Dancing,7,250000,65,PG-13,1987,1h 40m,Emile Ardolino,884,600
Mixed Nuts,5.4,13000,14,PG-13,1994,1h 37m,Nora Ephron,885,601
Talladega Nights: The Ballad of Ricky Bobby,6.6,196000,66,PG-13,2006,1h 48m,Adam McKay,886,214
Spectre,6.8,460000,60,PG-13,2015,2h 28m,Sam Mendes,887,167
Patriot Games,6.8,119000,64,R,1992,1h 57m,Phillip Noyce,888,602
Star Wars: Episode VIII - The Last Jedi,6.9,662000,84,PG-13,2017,2h 32m,Rian Johnson,889,247
The Karate Kid,7.3,240000,60,PG,1984,2h 6m,John G. Avildsen,890,482
National Lampoon's European Vacation,6.2,71000,47,PG-13,1985,1h 35m,Amy Heckerling,891,261
Anna,6.6,91000,40,R,2019,1h 58m,Luc Besson,892,168
The French Dispatch,7.1,146000,74,R,2021,1h 47m,Wes Anderson,893,62
Showing Up,6.4,3700,85,R,2022,1h 47m,Kelly Reichardt,894,603
Better Off Dead...,7.1,48000,51,PG,1985,1h 37m,Savage Steve Holland,895,604
Robin Hood,6.6,280000,53,PG-13,2010,2h 20m,Ridley Scott,896,7
Remember Me,7.1,154000,40,PG-13,2010,1h 53m,Allen Coulter,897,605
Steel Magnolias,7.3,62000,56,PG,1989,1h 57m,Herbert Ross,898,606
Midway,6.7,93000,47,PG-13,2019,2h 18m,Roland Emmerich,899,387
"Girl, Interrupted",7.3,206000,51,R,1999,2h 7m,James Mangold,900,18
Lone Survivor,7.5,303000,60,R,2013,2h 1m,Peter Berg,901,607
Blade,7.1,293000,47,R,1998,2h,Stephen Norrington,902,608
White Chicks,5.8,159000,41,PG-13,2004,1h 49m,Keenen Ivory Wayans,903,563
The Descent,7.2,242000,71,R,2005,1h 39m,Neil Marshall,904,609
Furious 7,7.1,410000,67,PG-13,2015,2h 17m,James Wan,905,221
The Road Warrior,7.6,190000,77,R,1981,1h 36m,George Miller,906,97
Conan the Barbarian,6.9,160000,43,R,1982,2h 9m,John Milius,907,579
Napoleon Dynamite,7,233000,64,PG,2004,1h 36m,Jared Hess,909,612
The Town,7.5,410000,74,R,2010,2h 5m,Ben Affleck,910,266
Thirteen,6.8,96000,70,R,2003,1h 40m,Catherine Hardwicke,911,203
Black Widow,6.7,415000,68,PG-13,2021,2h 14m,Cate Shortland,912,613
Bridge to Terabithia,7.2,169000,74,PG,2007,1h 36m,Gabor Csupo,913,614
Monster,7.3,159000,74,R,2003,1h 49m,Patty Jenkins,914,391
Dredd,7.1,290000,60,R,2012,1h 35m,Pete Travis,915,615
Champions,6.8,23000,50,PG-13,2023,2h 4m,Bobby Farrelly,916,573
"Confess, Fletch",6.5,17000,64,R,2022,1h 38m,Greg Mottola,917,286
The Accountant,7.3,313000,51,R,2016,2h 8m,Gavin O'Connor,919,598
Serenity,7.8,303000,74,PG-13,2005,1h 59m,Joss Whedon,920,442
I Spit on Your Grave,6.2,91000,27,R,2010,1h 48m,Steven R. Monroe,921,619
Venom: Let There Be Carnage,5.9,252000,49,PG-13,2021,1h 37m,Andy Serkis,922,620
Last Holiday,6.6,35000,52,PG-13,2006,1h 52m,Wayne Wang,923,621
Birdman or (The Unexpected Virtue of Ignorance),7.7,657000,87,R,2014,1h 59m,Alejandro G. IÃ±Ã¡rritu,925,343
Mask,7.2,32000,73,PG-13,1985,2h,Peter Bogdanovich,926,297
The Game,7.7,421000,63,R,1997,2h 9m,David Fincher,927,31
Knights of the Zodiac,4.4,10000,35,PG-13,2023,1h 52m,Tomasz Baginski,928,623
Alfie,7,16000,70,Unrated,1966,1h 54m,Lewis Gilbert,929,624
Thor,7,888000,57,PG-13,2011,1h 55m,Kenneth Branagh,930,37
Just Go with It,6.4,261000,33,PG-13,2011,1h 57m,Dennis Dugan,931,625
The Boogeyman,5.9,40000,55,PG-13,2023,1h 38m,Rob Savage,932,626
Tetris,7.4,75000,61,R,2023,1h 58m,Jon S. Baird,933,627
Licorice Pizza,7.1,136000,90,R,2021,2h 13m,Paul Thomas Anderson,934,186
"The Cook, the Thief, His Wife & Her Lover",7.5,41000,62,X,1989,2h 4m,Peter Greenaway,935,628
Misery,7.8,230000,75,R,1990,1h 47m,Rob Reiner,937,166
Lakeview Terrace,6.2,55000,47,PG-13,2008,1h 50m,Neil LaBute,938,631
Tomorrow Never Dies,6.5,203000,52,PG-13,1997,1h 59m,Roger Spottiswoode,940,633
Chinatown,8.2,344000,92,R,1974,2h 10m,Roman Polanski,941,363
Mary Poppins,7.8,183000,88,G,1964,2h 19m,Robert Stevenson,942,634
The Nun,5.3,166000,46,R,2018,1h 36m,Corin Hardy,943,635
American Symphony,7.3,861,76,PG-13,2023,1h 44m,Matthew Heineman,944,636
Mrs. Doubtfire,7.1,285000,54,PG-13,1993,2h 5m,Chris Columbus,945,36
When Harry Met Sally...,7.7,237000,76,R,1989,1h 35m,Rob Reiner,946,166
You Are So Not Invited to My Bat Mitzvah,6,22000,71,PG-13,2023,1h 43m,Sammi Cohen,947,637
Cruel Intentions,6.8,202000,56,R,1999,1h 37m,Roger Kumble,948,425
TRON: Legacy,6.8,351000,49,PG,2010,2h 5m,Joseph Kosinski,949,120
Legion,5.3,111000,32,R,2010,1h 40m,Scott Stewart,950,638
Traffic,7.6,217000,86,R,2000,2h 27m,Steven Soderbergh,951,409
Minority Report,7.6,576000,80,PG-13,2002,2h 25m,Steven Spielberg,952,135
Justice League,6.1,473000,45,PG-13,2017,2h,Zack Snyder,953,14
Suspiria,6.7,89000,64,R,2018,2h 32m,Luca Guadagnino,954,227
Nomadland,7.3,177000,89,R,2020,1h 47m,ChloÃ© Zhao,955,408
I'm Thinking of Ending Things,6.6,97000,78,R,2020,2h 14m,Charlie Kaufman,956,640
Reality,6.7,15000,84,TV-MA,2023,1h 23m,Tina Satter,957,641
Mud,7.4,187000,76,PG-13,2012,2h 10m,Jeff Nichols,958,302
Highlander,7,145000,24,R,1986,1h 56m,Russell Mulcahy,959,642
Pearl Harbor,6.2,348000,44,PG-13,2001,3h 3m,Michael Bay,960,466
Brazil,7.9,209000,84,R,1985,2h 12m,Terry Gilliam,961,643
Blue Velvet,7.7,212000,75,R,1986,2h,David Lynch,962,277
Sideways,7.5,200000,94,R,2004,2h 7m,Alexander Payne,963,16
Sleepers,7.5,235000,49,R,1996,2h 27m,Barry Levinson,964,644
A Merry Friggin' Christmas,5.1,8000,28,PG-13,2014,1h 28m,Tristram Shapeero,965,645
Demolition,7,108000,49,R,2015,1h 41m,Jean-Marc VallÃ©e,966,646
Marriage Story,7.9,338000,94,R,2019,2h 17m,Noah Baumbach,967,537
The Road,7.2,251000,64,R,2009,1h 51m,John Hillcoat,968,647
War of the Worlds,6.5,469000,73,PG-13,2005,1h 56m,Steven Spielberg,969,135
The Bad Guys,6.8,55000,64,PG,2022,1h 40m,Pierre Perifel,970,648
The Nutcracker: The Untold Story,4.1,4100,18,PG,2010,1h 50m,Andrey Konchalovskiy,971,649
Manchester by the Sea,7.8,305000,96,R,2016,2h 17m,Kenneth Lonergan,972,650
The Call of the Wild,6.7,55000,48,PG,2020,1h 40m,Chris Sanders,973,567
American Sniper,7.3,520000,72,R,2014,2h 13m,Clint Eastwood,974,344
Hannibal,6.8,289000,57,R,2001,2h 11m,Ridley Scott,976,7
Wrong Turn,6.1,129000,32,R,2003,1h 24m,Rob Schmidt,977,653
13 Hours,7.3,157000,48,R,2016,2h 24m,Michael Bay,978,466
Moulin Rouge!,7.6,296000,66,PG-13,2001,2h 7m,Baz Luhrmann,979,313
The Cabin in the Woods,7,443000,72,R,2011,1h 35m,Drew Goddard,980,654
1408,6.8,290000,64,PG-13,2007,1h 44m,Mikael HÃ¥fstrÃ¶m,981,655
"Lock, Stock and Two Smoking Barrels",8.1,608000,66,R,1998,1h 47m,Guy Ritchie,982,148
Coraline,7.7,258000,80,PG,2009,1h 40m,Henry Selick,983,125
Sinister,6.8,274000,53,R,2012,1h 50m,Scott Derrickson,984,554
Solo: A Star Wars Story,6.9,372000,62,PG-13,2018,2h 15m,Ron Howard,985,20
The NeverEnding Story,7.3,154000,46,PG,1984,1h 42m,Wolfgang Petersen,986,222
The Rocker,6.2,40000,53,PG-13,2008,1h 42m,Peter Cattaneo,987,656
Dances with Wolves,8,285000,72,PG-13,1990,3h 1m,Kevin Costner,988,657
Juno,7.5,543000,81,PG-13,2007,1h 36m,Jason Reitman,989,410
Star Wars: Episode VI - Return of the Jedi,8.3,1100000,58,PG,1983,2h 11m,Richard Marquand,990,658
The Giver,6.4,124000,47,PG-13,2014,1h 37m,Phillip Noyce,991,602
Crash,7.7,446000,66,R,2004,1h 52m,Paul Haggis,992,659
I Am Legend,7.2,800000,65,PG-13,2007,1h 41m,Francis Lawrence,993,6
The Power of the Dog,6.8,190000,89,R,2021,2h 6m,Jane Campion,994,660
Spider-Man 2,7.5,694000,83,PG-13,2004,2h 7m,Sam Raimi,995,336
Limitless,7.4,603000,59,PG-13,2011,1h 45m,Neil Burger,997,211
The Amazing Spider-Man,6.9,691000,66,PG-13,2012,2h 16m,Marc Webb,998,560
Upgrade,7.5,202000,67,R,2018,1h 40m,Leigh Whannell,999,557
Wrath of Man,7.1,200000,57,R,2021,1h 59m,Guy Ritchie,1000,148
Hot Tub Time Machine,6.4,184000,63,R,2010,1h 39m,Steve Pink,1002,664
Fast Five,7.3,402000,66,PG-13,2011,2h 10m,Justin Lin,1003,113
That's My Boy,5.5,107000,31,R,2012,1h 56m,Sean Anders,1004,67
They Cloned Tyrone,6.6,35000,74,R,2023,2h 2m,Juel Taylor,1006,667
House of Gucci,6.6,154000,59,R,2021,2h 38m,Ridley Scott,1007,7
Kick-Ass,7.6,586000,66,R,2010,1h 57m,Matthew Vaughn,1008,396
Kingsman: The Golden Circle,6.7,355000,44,R,2017,2h 21m,Matthew Vaughn,1009,396
A Few Good Men,7.7,282000,62,R,1992,2h 18m,Rob Reiner,1010,166
Bad Times at the El Royale,7.1,162000,60,R,2018,2h 21m,Drew Goddard,1011,654
Hit Man,7.8,721,82,R,2023,1h 53m,Richard Linklater,1013,319
Shang-Chi and the Legend of the Ten Rings,7.4,423000,71,PG-13,2021,2h 12m,Destin Daniel Cretton,1014,669
Polar,6.3,97000,19,TV-MA,2019,1h 58m,Jonas Ãkerlund,1015,670
Pacific Rim,6.9,523000,65,PG-13,2013,2h 11m,Guillermo del Toro,1016,411
The Last Samurai,7.8,463000,55,R,2003,2h 34m,Edward Zwick,1017,98
Dodgeball: A True Underdog Story,6.7,263000,55,PG-13,2004,1h 32m,Rawson Marshall Thurber,1018,233
Fantastic Beasts and Where to Find Them,7.2,500000,66,PG-13,2016,2h 12m,David Yates,1019,161
Sea of Love,6.8,44000,66,R,1989,1h 53m,Harold Becker,1020,671
Shaun of the Dead,7.9,585000,76,R,2004,1h 39m,Edgar Wright,1021,111
Kiss Kiss Bang Bang,7.5,235000,72,R,2005,1h 43m,Shane Black,1022,417
Piranha 3D,5.5,96000,53,R,2010,1h 28m,Alexandre Aja,1023,672
Tusk,5.3,62000,55,R,2014,1h 42m,Kevin Smith,1025,674
Morbius,5.2,145000,35,PG-13,2022,1h 44m,Daniel Espinosa,1026,580
Batman Forever,5.4,264000,54,PG-13,1995,2h 1m,Joel Schumacher,1027,368
Speed,7.3,385000,78,R,1994,1h 56m,Jan de Bont,1028,675
Scent of a Woman,8,322000,57,R,1992,2h 36m,Martin Brest,1029,121
Blue Valentine,7.3,208000,81,R,2010,1h 52m,Derek Cianfrance,1030,332
Greyhound,7,110000,64,PG-13,2020,1h 31m,Aaron Schneider,1031,676
A Bridge Too Far,7.4,61000,63,PG,1977,2h 55m,Richard Attenborough,1032,677
The English Patient,7.4,198000,87,R,1996,2h 42m,Anthony Minghella,1033,340
King Arthur: Legend of the Sword,6.7,229000,41,PG-13,2017,2h 6m,Guy Ritchie,1034,148
Weird Science,6.6,96000,46,PG-13,1985,1h 34m,John Hughes,1035,288
The Snowman,5.2,70000,23,R,2017,1h 59m,Tomas Alfredson,1036,678
The Parent Trap,6.6,151000,64,PG,1998,2h 8m,Nancy Meyers,1037,47
Avengers: Age of Ultron,7.3,908000,66,PG-13,2015,2h 21m,Joss Whedon,1038,442
Phantom Thread,7.4,142000,90,R,2017,2h 10m,Paul Thomas Anderson,1039,186
Maze Runner: The Death Cure,6.2,157000,50,PG-13,2018,2h 23m,Wes Ball,1040,347
Cashback,7.1,90000,54,R,2006,1h 42m,Sean Ellis,1041,679
The Addams Family,6.9,177000,57,PG-13,1991,1h 39m,Barry Sonnenfeld,1042,404
Chicago,7.2,240000,81,PG-13,2002,1h 53m,Rob Marshall,1043,184
Friends with Benefits,6.5,389000,63,R,2011,1h 49m,Will Gluck,1044,596
Hostiles,7.2,93000,65,R,2017,2h 14m,Scott Cooper,1045,459
Oblivion,7,547000,54,PG-13,2013,2h 4m,Joseph Kosinski,1046,120
A Million Miles Away,7.3,18000,62,PG,2023,2h 1m,Alejandra MÃ¡rquez Abella,1047,680
Robin Hood: Prince of Thieves,6.9,205000,51,PG-13,1991,2h 23m,Kevin Reynolds,1048,681
About My Father,5.7,10000,39,PG-13,2023,1h 30m,Laura Terruso,1049,682
Guardians of the Galaxy Vol. 2,7.6,744000,67,PG-13,2017,2h 16m,James Gunn,1050,83
Wonder,7.9,175000,66,PG,2017,1h 53m,Stephen Chbosky,1051,452
Sleepy Hollow,7.3,379000,65,R,1999,1h 45m,Tim Burton,1052,56
X-Men Origins: Wolverine,6.5,524000,40,PG-13,2009,1h 47m,Gavin Hood,1053,683
Constantine,7,368000,50,R,2005,2h 1m,Francis Lawrence,1054,6
The Big Ugly,5.1,6600,52,R,2020,1h 46m,Scott Wiper,1055,684
The Others,7.6,387000,74,PG-13,2001,1h 44m,Alejandro AmenÃ¡bar,1056,685
Batman & Robin,3.8,265000,29,PG-13,1997,2h 5m,Joel Schumacher,1057,368
The Man Who Knew Too Much,7.4,68000,76,PG,1956,2h,Alfred Hitchcock,1058,490
Quantum of Solace,6.6,466000,58,PG-13,2008,1h 46m,Marc Forster,1060,252
Ponyo,7.6,158000,86,G,2008,1h 41m,Hayao Miyazaki,1061,688
Purple Hearts,6.7,49000,30,TV-14,2022,2h 2m,Elizabeth Allen Rosenbaum,1062,689
First Blood,7.7,270000,61,R,1982,1h 33m,Ted Kotcheff,1063,690
