Movie_Name,Rating,Votes,Meta_Score,PG_Rating,Year,Duration,Director,Movie_ID,Director_ID
The Ring,7.1,370000,57,PG-13,2002,1h 55m,Gore Verbinski,1408,250
Million Dollar Baby,8.1,713000,86,PG-13,2004,2h 12m,Clint Eastwood,1409,344
Identity,7.3,263000,64,R,2003,1h 30m,James Mangold,1410,18
Long Shot,6.8,119000,67,R,2019,2h 5m,Jonathan Levine,1411,178
Tomb Raider,6.3,224000,48,PG-13,2018,1h 59m,Roar Uthaug,1412,827
Bombshell,6.8,124000,64,R,2019,1h 49m,Jay Roach,1413,725
The Divergent Series: Insurgent,6.2,251000,42,PG-13,2015,1h 59m,Robert Schwentke,1415,720
Den of Thieves,7,121000,49,R,2018,2h 20m,Christian Gudegast,1416,829
The Guilty,6.3,143000,63,R,2021,1h 30m,Antoine Fuqua,1417,86
99 Homes,7.1,37000,76,R,2014,1h 52m,Ramin Bahrani,1418,830
The Three Musketeers,5.7,111000,35,PG-13,2011,1h 50m,Paul W.S. Anderson,1419,507
Billy Madison,6.3,154000,16,PG-13,1995,1h 29m,Tamra Davis,1420,831
The Boondock Saints,7.7,247000,44,R,1999,1h 48m,Troy Duffy,1421,832
The School for Good and Evil,5.9,34000,30,PG-13,2022,2h 27m,Paul Feig,1422,81
Winter's Bone,7.1,148000,90,R,2010,1h 40m,Debra Granik,1423,833
Sonic the Hedgehog,6.5,155000,47,PG,2020,1h 39m,Jeff Fowler,1424,753
Witness,7.4,103000,76,R,1985,1h 52m,Peter Weir,1425,259
Inside Man,7.6,392000,76,R,2006,2h 9m,Spike Lee,1426,393
The Neon Demon,6.1,102000,51,R,2016,1h 57m,Nicolas Winding Refn,1427,283
Never Let Me Go,7.1,151000,69,R,2010,1h 43m,Mark Romanek,1428,835
Robin Hood: Men in Tights,6.7,134000,44,PG-13,1993,1h 44m,Mel Brooks,1429,765
Booksmart,7.1,129000,84,R,2019,1h 42m,Olivia Wilde,1430,183
Burnt,6.6,130000,42,R,2015,1h 41m,John Wells,1431,836
Crocodile Dundee II,5.7,60000,41,PG,1988,1h 48m,John Cornell,1432,837
Dogville,8,156000,61,R,2003,2h 58m,Lars von Trier,1433,503
Boston Strangler,6.5,31000,58,R,2023,1h 52m,Matt Ruskin,1434,838
Rain Man,8,538000,65,R,1988,2h 13m,Barry Levinson,1436,644
Bumblebee,6.7,184000,66,PG-13,2018,1h 54m,Travis Knight,1437,840
Midnight in Paris,7.6,444000,81,PG-13,2011,1h 34m,Woody Allen,1438,748
Ghost Rider,5.3,249000,35,PG-13,2007,1h 50m,Mark Steven Johnson,1439,841
Backdraft,6.7,86000,39,R,1991,2h 17m,Ron Howard,1440,20
A Thousand and One,7,5200,81,R,2023,1h 57m,A.V. Rockwell,1441,842
Casper,6.2,145000,49,PG,1995,1h 40m,Brad Silberling,1442,479
Dark Phoenix,5.7,201000,43,PG-13,2019,1h 53m,Simon Kinberg,1443,843
Liar Liar,6.9,328000,70,PG-13,1997,1h 26m,Tom Shadyac,1444,700
The Intern,7.1,269000,51,PG-13,2015,2h 1m,Nancy Meyers,1446,47
Moonstruck,7.1,66000,83,PG,1987,1h 42m,Norman Jewison,1447,246
"Paris, Texas",8.1,115000,81,R,1984,2h 25m,Wim Wenders,1449,844
The Nativity Story,6.8,12000,52,PG,2006,1h 41m,Catherine Hardwicke,1450,203
The Hitman's Bodyguard,6.9,243000,47,R,2017,1h 58m,Patrick Hughes,1451,845
Criminal,6.3,69000,36,R,2016,1h 53m,Ariel Vromen,1452,846
Trapped in Paradise,5.9,16000,31,PG-13,1994,1h 51m,George Gallo,1453,847
The Girl on the Train,6.5,197000,48,R,2016,1h 52m,Tate Taylor,1454,258
The Expendables,6.4,361000,45,R,2010,1h 43m,Sylvester Stallone,1455,848
Addams Family Values,6.8,108000,61,PG-13,1993,1h 34m,Barry Sonnenfeld,1456,404
The Graduate,8,285000,83,PG,1967,1h 46m,Mike Nichols,1457,468
The Lesson,6.3,1300,62,R,2023,1h 43m,Alice Troughton,1458,849
The Dictator,6.4,329000,58,R,2012,1h 23m,Larry Charles,1459,722
The Dirty Dozen,7.7,78000,73,Approved,1967,2h 30m,Robert Aldrich,1460,850
The Adjustment Bureau,7,268000,60,PG-13,2011,1h 46m,George Nolfi,1461,851
The House Bunny,5.5,89000,55,PG-13,2008,1h 37m,Fred Wolf,1462,852
Pitch Black,7,251000,49,R,2000,1h 49m,David Twohy,1463,746
Peter Pan,6.8,79000,64,PG,2003,1h 53m,P.J. Hogan,1464,756
The Visit,6.2,147000,55,PG-13,2015,1h 34m,M. Night Shyamalan,1465,314
This Is Where I Leave You,6.6,88000,44,R,2014,1h 43m,Shawn Levy,1466,317
Contagion,6.8,313000,70,PG-13,2011,1h 46m,Steven Soderbergh,1468,409
Army of Thieves,6.4,86000,49,TV-MA,2021,2h 7m,Matthias SchweighÃ¶fer,1469,855
Heaven Help Us,6.9,4900,64,R,1985,1h 44m,Michael Dinner,1470,856
A Series of Unfortunate Events,6.8,218000,62,PG,2004,1h 48m,Brad Silberling,1471,479
Jurassic World: Fallen Kingdom,6.1,337000,51,PG-13,2018,2h 8m,J.A. Bayona,1472,555
Dark Harvest,5.5,5100,51,R,2023,1h 36m,David Slade,1473,857
On Her Majesty's Secret Service,6.7,98000,61,PG,1969,2h 22m,Peter R. Hunt,1474,858
A Very Harold & Kumar Christmas,6.2,72000,61,R,2011,1h 30m,Todd Strauss-Schulson,1475,859
Barbarella,5.8,37000,51,Approved,1968,1h 38m,Roger Vadim,1477,861
High Life,5.8,40000,78,R,2018,1h 53m,Claire Denis,1478,862
Flora and Son,7,9800,76,R,2023,1h 37m,John Carney,1479,863
Lincoln,7.3,270000,87,PG-13,2012,2h 30m,Steven Spielberg,1480,135
Fried Green Tomatoes,7.7,81000,64,PG-13,1991,2h 10m,Jon Avnet,1481,864
Godmothered,6.1,14000,49,PG,2020,1h 50m,Sharon Maguire,1482,357
Ghost in the Shell,6.3,225000,52,PG-13,2017,1h 47m,Rupert Sanders,1484,867
The Purge,5.7,237000,41,R,2013,1h 25m,James DeMonaco,1485,868
The Blind Side,7.6,355000,53,PG-13,2009,2h 9m,John Lee Hancock,1486,521
X-Men: The Last Stand,6.6,535000,58,PG-13,2006,1h 44m,Brett Ratner,1487,152
Exodus: Gods and Kings,6,176000,52,PG-13,2014,2h 30m,Ridley Scott,1488,7
The 355,5.6,36000,40,PG-13,2022,2h 2m,Simon Kinberg,1489,843
Inside,5.5,14000,53,R,2023,1h 45m,Vasilis Katsoupis,1490,869
Ever After: A Cinderella Story,7.1,81000,66,PG-13,1998,2h 1m,Andy Tennant,1491,473
Species,5.9,84000,49,R,1995,1h 48m,Roger Donaldson,1492,870
Philadelphia,7.7,254000,66,PG-13,1993,2h 5m,Jonathan Demme,1493,162
Iron Man 2,6.9,856000,57,PG-13,2010,2h 4m,Jon Favreau,1494,19
Blended,6.5,141000,31,PG-13,2014,1h 57m,Frank Coraci,1495,574
Real Steel,7.1,350000,56,PG-13,2011,2h 7m,Shawn Levy,1496,317
Red Rocket,7.1,30000,76,R,2021,2h 10m,Sean Baker,1497,871
The Incredible Hulk,6.6,517000,61,PG-13,2008,1h 52m,Louis Leterrier,1498,112
To Kill a Mockingbird,8.3,329000,88,Approved,1962,2h 9m,Robert Mulligan,1499,872
Anna Karenina,6.6,105000,63,R,2012,2h 9m,Joe Wright,1500,105
Moneyball,7.6,455000,87,PG-13,2011,2h 13m,Bennett Miller,1501,873
Incredibles 2,7.6,322000,80,PG,2018,1h 58m,Brad Bird,1502,377
Bedazzled,6.1,111000,49,PG-13,2000,1h 33m,Harold Ramis,1503,190
Dallas Buyers Club,7.9,512000,77,R,2013,1h 57m,Jean-Marc VallÃ©e,1505,646
Insomnia,7.2,313000,78,R,2002,1h 58m,Christopher Nolan,1506,8
Munich,7.5,236000,74,R,2005,2h 44m,Steven Spielberg,1507,135
Funny Games,6.5,102000,44,R,2007,1h 51m,Michael Haneke,1508,874
Inferno,6.2,187000,42,PG-13,2016,2h 1m,Ron Howard,1509,20
The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,164000,53,PG,2010,1h 53m,Michael Apted,1510,590
The Aviator,7.5,379000,77,PG-13,2004,2h 50m,Martin Scorsese,1511,4
Terminator Genisys,6.3,290000,38,PG-13,2015,2h 6m,Alan Taylor,1513,249
Grown Ups 2,5.4,166000,19,PG-13,2013,1h 41m,Dennis Dugan,1514,625
Palm Springs,7.4,177000,83,R,2020,1h 30m,Max Barbakow,1516,877
Pieces of a Woman,7,55000,66,R,2020,2h 6m,KornÃ©l MundruczÃ³,1517,878
Sweet Home Alabama,6.2,122000,45,PG-13,2002,1h 48m,Andy Tennant,1518,473
Instant Family,7.3,117000,57,PG-13,2018,1h 58m,Sean Anders,1520,67
Living,7.2,30000,81,PG-13,2022,1h 42m,Oliver Hermanus,1521,880
Bad Boys,6.8,281000,41,R,1995,1h 59m,Michael Bay,1522,466
The Tragedy of Macbeth,7.1,38000,87,R,2021,1h 45m,Joel Coen,1523,140
Joy,6.6,143000,56,PG-13,2015,2h 4m,David O. Russell,1524,330
Spy,7,255000,75,R,2015,2h,Paul Feig,1525,81
The Land Before Time,7.4,97000,66,G,1988,1h 9m,Don Bluth,1526,629
Signs,6.8,381000,59,PG-13,2002,1h 46m,M. Night Shyamalan,1527,314
An American Werewolf in London,7.5,118000,55,R,1981,1h 37m,John Landis,1528,220
War Dogs,7.1,245000,57,R,2016,1h 54m,Todd Phillips,1529,163
Fifty Shades Darker,4.6,109000,33,R,2017,1h 58m,James Foley,1530,752
Contact,7.5,289000,62,PG,1997,2h 30m,Robert Zemeckis,1531,41
In the Heart of the Sea,6.9,147000,47,PG-13,2015,2h 2m,Ron Howard,1532,20
Dark City,7.6,210000,66,R,1998,1h 40m,Alex Proyas,1533,732
Life of Brian,8,418000,77,R,1979,1h 34m,Terry Jones,1534,745
DogMan,6.7,2000,37,R,2023,1h 53m,Luc Besson,1536,168
The Lost Daughter,6.7,73000,86,R,2021,2h 1m,Maggie Gyllenhaal,1537,884
Elysium,6.6,466000,61,R,2013,1h 49m,Neill Blomkamp,1538,93
6 Underground,6.1,192000,41,R,2019,2h 8m,Michael Bay,1539,466
Finch,6.9,94000,57,PG-13,2021,1h 55m,Miguel Sapochnik,1540,885
Killing Them Softly,6.2,151000,64,R,2012,1h 37m,Andrew Dominik,1541,456
The Twilight Saga: New Moon,4.8,296000,44,PG-13,2009,2h 10m,Chris Weitz,1542,197
Who Framed Roger Rabbit,7.7,213000,83,PG,1988,1h 44m,Robert Zemeckis,1543,41
The Hitchhiker's Guide to the Galaxy,6.7,206000,63,PG,2005,1h 49m,Garth Jennings,1544,176
King Arthur,6.3,174000,46,PG-13,2004,2h 6m,Antoine Fuqua,1546,86
Forgetting Sarah Marshall,7.1,299000,67,R,2008,1h 51m,Nicholas Stoller,1547,887
Willow,7.2,129000,47,PG,1988,2h 6m,Ron Howard,1549,20
Zombieland: Double Tap,6.7,196000,55,R,2019,1h 39m,Ruben Fleischer,1550,208
Fast & Furious Presents: Hobbs & Shaw,6.5,231000,60,PG-13,2019,2h 17m,David Leitch,1551,179
Cloverfield,7,416000,64,PG-13,2008,1h 25m,Matt Reeves,1553,73
Spencer,6.6,75000,76,R,2021,1h 57m,Pablo LarraÃ­n,1554,893
Vice,7.2,159000,61,R,2018,2h 12m,Adam McKay,1555,214
The Wedding Singer,6.9,160000,59,PG-13,1998,1h 37m,Frank Coraci,1556,574
Resident Evil,6.6,284000,33,R,2002,1h 40m,Paul W.S. Anderson,1557,507
Pixels,5.6,156000,27,PG-13,2015,1h 45m,Chris Columbus,1558,36
Into the Woods,5.9,147000,69,PG,2014,2h 5m,Rob Marshall,1559,184
I See You,6.8,64000,65,R,2019,1h 38m,Adam Randall,1560,894
28 Weeks Later,6.9,289000,78,R,2007,1h 40m,Juan Carlos Fresnadillo,1561,895
Halloween,7.7,302000,87,R,1978,1h 31m,John Carpenter,1562,334
Behind Enemy Lines,6.4,111000,49,PG-13,2001,1h 46m,John Moore,1563,806
Spy Game,7.1,165000,63,R,2001,2h 6m,Tony Scott,1564,239
The Toxic Avenger,5.9,361,66,R,2023,1h 42m,Macon Blair,1565,896
Now You See Me 2,6.4,314000,46,PG-13,2016,2h 9m,Jon M. Chu,1566,520
Megamind,7.3,288000,63,PG,2010,1h 35m,Tom McGrath,1567,787
Moon,7.8,372000,67,R,2009,1h 37m,Duncan Jones,1568,783
The Golden Compass,6.1,195000,51,PG-13,2007,1h 53m,Chris Weitz,1569,197
Deepwater Horizon,7.1,179000,68,PG-13,2016,1h 47m,Peter Berg,1570,607
Percy Jackson: Sea of Monsters,5.7,124000,39,PG,2013,1h 46m,Thor Freudenthal,1571,450
Back to the Future Part II,7.8,563000,57,PG,1989,1h 48m,Robert Zemeckis,1572,41
Fatal Attraction,6.9,95000,67,R,1987,1h 59m,Adrian Lyne,1573,320
300: Rise of an Empire,6.2,313000,48,R,2014,1h 42m,Noam Murro,1574,897
Pretty Baby,6.5,12000,66,R,1978,1h 50m,Louis Malle,1575,898
Demolition Man,6.7,190000,34,R,1993,1h 55m,Marco Brambilla,1576,899
Ocean's Twelve,6.5,409000,58,PG-13,2004,2h 5m,Steven Soderbergh,1577,409
Teen Wolf: The Movie,5.5,14000,51,TV-MA,2023,2h 20m,Russell Mulcahy,1578,642
Roald Dahl's Matilda the Musical,7,27000,72,PG,2022,1h 57m,Matthew Warchus,1579,900
Bruce Almighty,6.8,426000,46,PG-13,2003,1h 41m,Tom Shadyac,1580,700
Lawless,7.2,251000,58,R,2012,1h 56m,John Hillcoat,1581,647
A Walk to Remember,7.3,219000,35,PG,2002,1h 41m,Adam Shankman,1582,901
Couples Retreat,5.5,114000,23,PG-13,2009,1h 53m,Peter Billingsley,1583,902
Kazaam,3.1,25000,24,PG,1996,1h 33m,Paul Michael Glaser,1584,708
Hotel Transylvania,7,275000,47,PG,2012,1h 31m,Genndy Tartakovsky,1585,903
Marry Me,6.1,39000,51,PG-13,2022,1h 52m,Kat Coiro,1586,904
Diamonds Are Forever,6.5,113000,59,GP,1971,2h,Guy Hamilton,1587,905
Life of Pi,7.9,658000,79,PG,2012,2h 7m,Ang Lee,1588,597
Red Dragon,7.2,287000,60,R,2002,2h 4m,Brett Ratner,1589,152
Ocean's Thirteen,6.9,363000,62,PG-13,2007,2h 2m,Steven Soderbergh,1590,409
Pet Sematary: Bloodlines,4.6,9100,31,R,2023,1h 27m,Lindsey Anderson Beer,1591,906
Project X,6.7,228000,46,R,2012,1h 28m,Nima Nourizadeh,1592,907
Sound of Metal,7.7,145000,82,R,2019,2h,Darius Marder,1593,908
The Whole Nine Yards,6.7,128000,47,R,2000,1h 38m,Jonathan Lynn,1594,403
Maleficent,6.9,395000,56,PG,2014,1h 37m,Robert Stromberg,1597,913
Mr. Nobody,7.7,243000,63,R,2009,2h 21m,Jaco Van Dormael,1598,914
Hackers,6.2,73000,46,PG-13,1995,1h 45m,Iain Softley,1600,917
Mortal Engines,6.1,136000,44,PG-13,2018,2h 8m,Christian Rivers,1601,918
The Long Riders,6.9,13000,68,R,1980,1h 40m,Walter Hill,1602,706
Golda,5.9,8000,48,PG-13,2023,1h 40m,Guy Nattiv,1603,919
The Great Wall,5.9,144000,42,PG-13,2016,1h 43m,Yimou Zhang,1604,920
Breakfast at Tiffany's,7.6,189000,76,Approved,1961,1h 55m,Blake Edwards,1605,921
Wild at Heart,7.2,99000,52,R,1990,2h 5m,David Lynch,1606,277
Christmas with You,5.6,7400,39,TV-PG,2022,1h 29m,Gabriela Tagliavini,1608,923
Burn After Reading,7,348000,63,R,2008,1h 36m,Ethan CoenJoel Coen,1609,924
Close Encounters of the Third Kind,7.6,213000,90,PG,1977,2h 18m,Steven Spielberg,1610,135
Hellraiser,6.9,138000,56,R,1987,1h 34m,Clive Barker,1611,925
Emma.,6.7,61000,71,PG,2020,2h 4m,Autumn de Wilde,1616,928
Sanctuary,6.3,6800,67,R,2022,1h 36m,Zachary Wigon,1617,929
Rudy,7.5,68000,71,PG,1993,1h 54m,David Anspaugh,1619,930
The Great Escape,8.2,255000,86,Approved,1963,2h 52m,John Sturges,1620,931
How to Train Your Dragon: The Hidden World,7.4,145000,71,PG,2019,1h 44m,Dean DeBlois,1621,566
Poltergeist,7.3,177000,79,PG,1982,1h 54m,Tobe Hooper,1622,587
Ted 2,6.3,227000,48,R,2015,1h 55m,Seth MacFarlane,1623,483
Don Jon,6.5,245000,66,R,2013,1h 30m,Joseph Gordon-Levitt,1624,932
Women Talking,6.9,39000,78,PG-13,2022,1h 44m,Sarah Polley,1625,933
Jungle Cruise,6.6,208000,50,PG-13,2021,2h 7m,Jaume Collet-Serra,1626,292
Naked Lunch,6.9,56000,67,R,1991,1h 55m,David Cronenberg,1627,709
A Simple Favor,6.8,159000,67,R,2018,1h 57m,Paul Feig,1628,81
Norbit,4.2,78000,27,PG-13,2007,1h 42m,Brian Robbins,1630,767
Jarhead,7,203000,58,R,2005,2h 5m,Sam Mendes,1631,167
The Twilight Saga: Breaking Dawn - Part 1,4.9,251000,45,PG-13,2011,1h 57m,Bill Condon,1632,182
Taken 3,6,202000,26,PG-13,2014,1h 48m,Olivier Megaton,1633,784
Layer Cake,7.3,192000,73,R,2004,1h 45m,Matthew Vaughn,1634,396
Yesterday,6.8,163000,55,PG-13,2019,1h 56m,Danny Boyle,1636,422
Don't Breathe,7.1,295000,71,R,2016,1h 28m,Fede Alvarez,1637,804
Charade,7.9,84000,83,Passed,1963,1h 53m,Stanley Donen,1638,799
Big George Foreman,6.6,7200,45,PG-13,2023,2h 9m,George Tillman Jr.,1639,251
PokÃ©mon: Detective Pikachu,6.5,179000,53,PG,2019,1h 44m,Rob Letterman,1640,934
Oldboy,5.8,80000,49,R,2013,1h 44m,Spike Lee,1641,393
Real Genius,6.9,37000,71,PG,1985,1h 48m,Martha Coolidge,1642,935
Bonnie and Clyde,7.7,119000,86,R,1967,1h 51m,Arthur Penn,1643,936
The Royal Tenenbaums,7.6,309000,76,R,2001,1h 50m,Wes Anderson,1644,62
You Hurt My Feelings,6.6,8900,80,R,2023,1h 33m,Nicole Holofcener,1645,937
The Man with the Golden Gun,6.7,112000,43,PG,1974,2h 5m,Guy Hamilton,1646,905
9,7,146000,60,PG-13,2009,1h 19m,Shane Acker,1647,938
The Birdcage,7.2,98000,72,R,1996,1h 57m,Mike Nichols,1648,468
Luca,7.4,186000,71,PG,2021,1h 35m,Enrico Casarosa,1649,939
Magic Mike,6.1,146000,72,R,2012,1h 50m,Steven Soderbergh,1650,409
It Lives Inside,5.2,4900,50,PG-13,2023,1h 39m,Bishal Dutta,1651,940
The Prophecy,6.4,33000,44,R,1995,1h 38m,Gregory Widen,1652,941
Independence Day: Resurgence,5.2,187000,32,PG-13,2016,2h,Roland Emmerich,1653,387
Big Daddy,6.4,230000,41,PG-13,1999,1h 33m,Dennis Dugan,1654,625
Walk the Line,7.8,262000,72,PG-13,2005,2h 16m,James Mangold,1655,18
The Fault in Our Stars,7.7,396000,69,PG-13,2014,2h 6m,Josh Boone,1656,942
My Big Fat Greek Wedding,6.6,143000,62,PG,2002,1h 35m,Joel Zwick,1658,944
Maybe I Do,4.9,7500,42,PG-13,2023,1h 35m,Michael Jacobs,1659,945
Star Trek Beyond,7,256000,68,PG-13,2016,2h 2m,Justin Lin,1660,113
Thelma & Louise,7.6,168000,89,R,1991,2h 10m,Ridley Scott,1661,7
The Evil Dead,7.4,229000,71,NC-17,1981,1h 25m,Sam Raimi,1662,336
John Carter,6.6,283000,51,PG-13,2012,2h 12m,Andrew Stanton,1663,535
Terminator 3: Rise of the Machines,6.3,415000,66,R,2003,1h 49m,Jonathan Mostow,1664,781
The Conjuring 2,7.3,295000,65,R,2016,2h 14m,James Wan,1665,221
Scary Movie 2,5.3,172000,29,R,2001,1h 23m,Keenen Ivory Wayans,1666,563
The Sum of All Fears,6.4,123000,45,PG-13,2002,2h 4m,Phil Alden Robinson,1667,947
Witness for the Prosecution,8.4,134000,76,Approved,1957,1h 56m,Billy Wilder,1668,229
Moonrise Kingdom,7.8,364000,84,PG-13,2012,1h 34m,Wes Anderson,1669,62
Hard Candy,7,167000,58,R,2005,1h 44m,David Slade,1670,857
Alien: Resurrection,6.2,260000,63,R,1997,1h 49m,Jean-Pierre Jeunet,1671,948
Knight and Day,6.3,208000,46,PG-13,2010,1h 49m,James Mangold,1672,18
Blow,7.5,272000,52,R,2001,2h 4m,Ted Demme,1673,773
The Bourne Ultimatum,8,653000,85,PG-13,2007,1h 55m,Paul Greengrass,1674,807
Poseidon,5.7,109000,50,PG-13,2006,1h 38m,Wolfgang Petersen,1675,222
Original Sin,6,59000,33,R,2001,1h 56m,Michael Cristofer,1676,949
Bill & Ted's Excellent Adventure,6.9,140000,50,PG,1989,1h 30m,Stephen Herek,1677,950
After Hours,7.6,78000,90,R,1985,1h 37m,Martin Scorsese,1678,4
The Monuments Men,6.1,138000,52,PG-13,2014,1h 58m,George Clooney,1679,951
Night at the Museum: Battle of the Smithsonian,6,209000,42,PG,2009,1h 45m,Shawn Levy,1680,317
Charlie's Angels,5.6,194000,52,PG-13,2000,1h 38m,McG,1681,17
Young Guns,6.8,67000,50,R,1988,1h 47m,Christopher Cain,1682,952
Spy Kids,5.6,125000,71,PG,2001,1h 28m,Robert Rodriguez,1683,226
Back to School,6.7,35000,68,PG-13,1986,1h 36m,Alan Metter,1685,953
Bananas,6.9,37000,67,PG-13,1971,1h 22m,Woody Allen,1686,748
Southpaw,7.3,254000,57,R,2015,2h 4m,Antoine Fuqua,1687,86
Salt,6.4,327000,65,PG-13,2010,1h 40m,Phillip Noyce,1688,602
Clash of the Titans,5.8,290000,39,PG-13,2010,1h 46m,Louis Leterrier,1689,112
Truth or Dare,5.2,62000,35,PG-13,2018,1h 40m,Jeff Wadlow,1690,954
He's Just Not That Into You,6.4,180000,47,PG-13,2009,2h 9m,Ken Kwapis,1691,803
Coyote Ugly,5.7,120000,27,PG-13,2000,1h 40m,David McNally,1692,955
The Punisher,6.4,169000,33,R,2004,2h 4m,Jonathan Hensleigh,1693,956
The Ninth Gate,6.7,195000,44,R,1999,2h 13m,Roman Polanski,1694,363
Flash Gordon,6.5,60000,58,PG,1980,1h 51m,Mike Hodges,1695,958
Bad Teacher,5.6,211000,47,R,2011,1h 32m,Jake Kasdan,1696,475
"As Above, So Below",6.2,108000,39,R,2014,1h 33m,John Erick Dowdle,1697,744
San Andreas,6.1,253000,43,PG-13,2015,1h 54m,Brad Peyton,1698,959
The Witches,5.4,45000,47,PG,2020,1h 46m,Robert Zemeckis,1699,41
Palmer,7.3,42000,53,R,2021,1h 50m,Fisher Stevens,1700,960
Marlowe,5.3,9200,41,R,2022,1h 49m,Neil Jordan,1701,584
Rampage,6.1,182000,45,PG-13,2018,1h 47m,Brad Peyton,1702,959
The Elephant Man,8.2,254000,78,PG,1980,2h 4m,David Lynch,1703,277
Wayne's World,7,168000,57,PG-13,1992,1h 34m,Penelope Spheeris,1704,726
Hulk,5.6,276000,54,PG-13,2003,2h 18m,Ang Lee,1705,597
Desperado,7.1,195000,55,R,1995,1h 44m,Robert Rodriguez,1706,226
The Apartment,8.3,192000,94,Approved,1960,2h 5m,Billy Wilder,1707,229
St. Elmo's Fire,6.4,45000,35,R,1985,1h 50m,Joel Schumacher,1708,368
The Florida Project,7.6,124000,92,R,2017,1h 51m,Sean Baker,1709,871
The Island,6.8,325000,50,PG-13,2005,2h 16m,Michael Bay,1710,466
Father of the Bride,6.5,83000,51,PG,1991,1h 45m,Charles Shyer,1711,416
Masters of the Universe,5.3,44000,35,PG,1987,1h 46m,Gary Goddard,1712,961
The Fighter,7.8,384000,79,R,2010,1h 56m,David O. Russell,1713,330
Death Becomes Her,6.6,129000,56,PG-13,1992,1h 44m,Robert Zemeckis,1714,41
Pinocchio,5.1,41000,38,PG,2022,1h 45m,Robert Zemeckis,1715,41
The Jungle Book,7.4,289000,77,PG,2016,1h 46m,Jon Favreau,1716,19
Cold Mountain,7.2,154000,73,R,2003,2h 34m,Anthony Minghella,1718,340
State of Play,7.1,159000,64,PG-13,2009,2h 7m,Kevin Macdonald,1719,964
Hollow Man,5.8,137000,24,R,2000,1h 52m,Paul Verhoeven,1720,335
Anna and the Apocalypse,6.1,15000,63,R,2017,1h 33m,John McPhail,1722,965
Sex Tape,5.1,117000,36,R,2014,1h 34m,Jake Kasdan,1723,475
Bridge of Spies,7.6,324000,81,PG-13,2015,2h 22m,Steven Spielberg,1725,135
Lucky Number Slevin,7.7,323000,53,R,2006,1h 50m,Paul McGuigan,1726,968
The Strangers,6.1,141000,47,R,2008,1h 26m,Bryan Bertino,1727,969
Gosford Park,7.2,93000,90,R,2001,2h 17m,Robert Altman,1728,970
Monsters,6.4,96000,63,R,2010,1h 34m,Gareth Edwards,1729,26
Serpico,7.7,132000,83,R,1973,2h 10m,Sidney Lumet,1730,240
Draft Day,6.8,65000,54,PG-13,2014,1h 50m,Ivan Reitman,1731,287
Goldfinger,7.7,200000,87,PG,1964,1h 50m,Guy Hamilton,1732,905
The Theory of Everything,7.7,475000,71,PG-13,2014,2h 3m,James Marsh,1733,971
Geostorm,5.3,116000,21,PG-13,2017,1h 49m,Dean Devlin,1734,972
The Lincoln Lawyer,7.3,251000,63,R,2011,1h 58m,Brad Furman,1735,973
Richie Rich,5.4,73000,49,PG,1994,1h 35m,Donald Petrie,1736,817
Greenland,6.4,129000,64,PG-13,2020,1h 59m,Ric Roman Waugh,1737,326
The Bodyguard,6.3,145000,39,R,1992,2h 9m,Mick Jackson,1738,974
We Can Be Heroes,4.7,17000,51,PG,2020,1h 40m,Robert Rodriguez,1739,226
Birth,6.2,39000,51,R,2004,1h 40m,Jonathan Glazer,1740,401
The Remains of the Day,7.8,82000,86,PG,1993,2h 14m,James Ivory,1741,975
Occupied City,7.1,141,75,PG-13,2023,4h 6m,Steve McQueen,1742,400
The Man in the Iron Mask,6.5,176000,48,PG-13,1998,2h 12m,Randall Wallace,1743,976
We Were Soldiers,7.2,149000,65,R,2002,2h 18m,Randall Wallace,1744,976
Doctor Zhivago,7.9,81000,69,PG-13,1965,3h 17m,David Lean,1745,695
Dragged Across Concrete,6.9,54000,60,R,2018,2h 39m,S. Craig Zahler,1746,977
Drag Me to Hell,6.6,215000,83,PG-13,2009,1h 39m,Sam Raimi,1747,336
Transformers: Age of Extinction,5.6,328000,32,PG-13,2014,2h 45m,Michael Bay,1748,466
Annette,6.3,22000,67,R,2021,2h 21m,Leos Carax,1749,978
"Definitely, Maybe",7.1,172000,59,PG-13,2008,1h 52m,Adam Brooks,1750,979
The Fly,7.6,198000,79,R,1986,1h 36m,David Cronenberg,1751,709
The Mighty Ducks,6.5,71000,46,PG,1992,1h 44m,Stephen Herek,1752,950
American Made,7.1,203000,65,R,2017,1h 55m,Doug Liman,1753,293
