,Movie_Name,Movie_ID,Genre,Genre_ID
1247,Hannibal,976,Drama,1
1248,Hannibal,976,Thriller,3
1249,Hannibal,976,Crime,8
1250,13 Hours,978,Drama,1
1251,13 Hours,978,History,9
1252,13 Hours,978,Action,10
1253,Moulin Rouge!,979,Drama,1
1254,Moulin Rouge!,979,Romance,7
1255,Moulin Rouge!,979,Musical,17
1256,Coraline,983,Drama,1
1257,Coraline,983,Family,6
1258,Coraline,983,Animation,15
1259,The NeverEnding Story,986,Drama,1
1260,The NeverEnding Story,986,Adventure,4
1261,The NeverEnding Story,986,Family,6
1262,Dances with Wolves,988,Drama,1
1263,Dances with Wolves,988,Adventure,4
1264,Dances with Wolves,988,Western,21
1265,Juno,989,Drama,1
1266,Juno,989,Comedy,5
1267,The Giver,991,Drama,1
1268,The Giver,991,Romance,7
1269,The Giver,991,Sci-Fi,13
1270,Crash,992,Drama,1
1271,Crash,992,Drama,1
1272,Crash,992,Thriller,3
1273,Crash,992,Crime,8
1274,I Am Legend,993,Drama,1
1275,I Am Legend,993,Action,10
1276,I Am Legend,993,Horror,16
1277,The Power of the Dog,994,Drama,1
1278,The Power of the Dog,994,Western,21
1279,The Peanut Butter Falcon,996,Drama,1
1280,The Peanut Butter Falcon,996,Adventure,4
1281,The Peanut Butter Falcon,996,Comedy,5
1282,The Ballad of Buster Scruggs,1001,Drama,1
1283,The Ballad of Buster Scruggs,1001,Comedy,5
1284,The Ballad of Buster Scruggs,1001,Musical,17
1285,Little Miss Sunshine,1005,Drama,1
1286,Little Miss Sunshine,1005,Comedy,5
1287,House of Gucci,1007,Drama,1
1288,House of Gucci,1007,Crime,8
1289,House of Gucci,1007,Biography,11
1290,A Few Good Men,1010,Drama,1
1291,A Few Good Men,1010,Thriller,3
1292,Bad Times at the El Royale,1011,Drama,1
1293,Bad Times at the El Royale,1011,Mystery,2
1294,Bad Times at the El Royale,1011,Crime,8
1295,Cloud Atlas,1012,Drama,1
1296,Cloud Atlas,1012,Mystery,2
1297,Cloud Atlas,1012,Sci-Fi,13
1298,The Last Samurai,1017,Drama,1
1299,The Last Samurai,1017,Action,10
1300,Sea of Love,1020,Drama,1
1301,Sea of Love,1020,Mystery,2
1302,Sea of Love,1020,Crime,8
1303,Scent of a Woman,1029,Drama,1
1304,Blue Valentine,1030,Drama,1
1305,Blue Valentine,1030,Romance,7
1306,Greyhound,1031,Drama,1
1307,Greyhound,1031,History,9
1308,Greyhound,1031,Action,10
1309,A Bridge Too Far,1032,Drama,1
1310,A Bridge Too Far,1032,History,9
1311,A Bridge Too Far,1032,War,20
1312,The English Patient,1033,Drama,1
1313,The English Patient,1033,Romance,7
