Year Film,Year Ceremony,Award,Name of Winner,Movie Name,Oscar Award ID
1989,1990,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,The Little Mermaid,OWA0078
1989,1990,BEST PICTURE,"Richard D. Zanuck and Lili Fini Zanuck, Producers",Driving Miss Daisy,OWA0060
1989,1990,SHORT FILM (Animated),"Christoph Lauenstein, Wolfgang Lauenstein",Balance,OWA0075
1989,1990,SHORT FILM (Live Action),James Hendrie,Work Experience,OWA0076
1989,1990,SOUND,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II",Glory,OWA0057
1989,1990,SOUND EFFECTS EDITING,"Ben Burtt, Richard Hymns",Indiana Jones and the Last Crusade,OWA0093
1989,1990,VISUAL EFFECTS,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",The Abyss,OWA0084
1989,1990,WRITING (Screenplay Based on Material from Another Medium),Alfred Uhry,Driving Miss Daisy,OWA0087
1989,1990,WRITING (Screenplay Written Directly for the Screen),Tom Schulman,Dead Poets Society,OWA0088
1990,1991,ACTOR IN A LEADING ROLE,Jeremy Irons,Reversal of Fortune,OWA0080
1990,1991,ACTOR IN A SUPPORTING ROLE,Joe Pesci,Good Fellas,OWA0025
1990,1991,ACTRESS IN A LEADING ROLE,Kathy Bates,Misery,OWA0081
1990,1991,ACTRESS IN A SUPPORTING ROLE,Whoopi Goldberg,Ghost,OWA0026
1990,1991,ART DIRECTION,Art Direction:  Richard Sylbert;  Set Decoration:  Rick Simpson,Dick Tracy,OWA0003
1990,1991,CINEMATOGRAPHY,Dean Semler,Dances With Wolves,OWA0004
1990,1991,COSTUME DESIGN,Franca Squarciapino,Cyrano de Bergerac,OWA0053
1990,1991,DIRECTING,Kevin Costner,Dances With Wolves,OWA0012
1990,1991,DOCUMENTARY (Feature),"Barbara Kopple and Arthur Cohn, Producers",American Dream,OWA0044
1990,1991,DOCUMENTARY (Short Subject),"Steven Okazaki, Producer",Days of Waiting,OWA0037
1990,1991,FILM EDITING,Neil Travis,Dances With Wolves,OWA0020
1990,1991,FOREIGN LANGUAGE FILM,Switzerland,Journey of Hope,OWA0050
1990,1991,MAKEUP,"John Caglione, Jr., Doug Drexler",Dick Tracy,OWA0092
1990,1991,MUSIC (Original Score),John Barry,Dances With Wolves,OWA0030
1990,1991,MUSIC (Original Song),Music and Lyric by Stephen Sondheim,Dick Tracy,OWA0078
1990,1991,BEST PICTURE,"Jim Wilson and Kevin Costner, Producers",Dances With Wolves,OWA0060
1990,1991,SHORT FILM (Animated),Nick Park,Creature Comforts,OWA0075
1990,1991,SHORT FILM (Live Action),Adam Davidson,The Lunch Date,OWA0076
1990,1991,SOUND,"Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II",Dances With Wolves,OWA0057
1990,1991,SOUND EFFECTS EDITING,"Cecelia Hall, George Watters II",The Hunt for Red October,OWA0093
1990,1991,WRITING (Screenplay Based on Material from Another Medium),Michael Blake,Dances With Wolves,OWA0087
1990,1991,WRITING (Screenplay Written Directly for the Screen),Bruce Joel Rubin,Ghost,OWA0088
1990,1991,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",Total Recall,OWA0073
1991,1992,ACTOR IN A LEADING ROLE,Anthony Hopkins,The Silence of the Lambs,OWA0080
1991,1992,ACTOR IN A SUPPORTING ROLE,Jack Palance,City Slickers,OWA0025
1991,1992,ACTRESS IN A LEADING ROLE,Jodie Foster,The Silence of the Lambs,OWA0081
1991,1992,ACTRESS IN A SUPPORTING ROLE,Mercedes Ruehl,The Fisher King,OWA0026
1991,1992,ART DIRECTION,Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh,Bugsy,OWA0003
1991,1992,CINEMATOGRAPHY,Robert Richardson,JFK,OWA0004
1991,1992,COSTUME DESIGN,Albert Wolsky,Bugsy,OWA0053
1991,1992,DIRECTING,Jonathan Demme,The Silence of the Lambs,OWA0012
1991,1992,DOCUMENTARY (Feature),"Allie Light and Irving Saraf, Producers",In the Shadow of the Stars,OWA0044
1991,1992,DOCUMENTARY (Short Subject),"Debra Chasnoff, Producer","Deadly Deception: General Electric, Nuclear Weapons and Our Environment",OWA0037
1991,1992,FILM EDITING,"Joe Hutshing, Pietro Scalia",JFK,OWA0020
1991,1992,FOREIGN LANGUAGE FILM,Italy,Mediterraneo,OWA0050
1991,1992,MAKEUP,"Stan Winston, Jeff Dawn",Terminator 2: Judgment Day,OWA0092
1991,1992,MUSIC (Original Score),Alan Menken,Beauty and the Beast,OWA0030
1991,1992,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,OWA0078
1991,1992,BEST PICTURE,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",The Silence of the Lambs,OWA0060
1991,1992,SHORT FILM (Animated),Daniel Greaves,Manipulation,OWA0075
1991,1992,SHORT FILM (Live Action),"Seth Winston, Rob Fried",Session Man,OWA0076
1991,1992,SOUND,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",Terminator 2: Judgment Day,OWA0057
1991,1992,SOUND EFFECTS EDITING,"Gary Rydstrom, Gloria S. Borders",Terminator 2: Judgment Day,OWA0093
1991,1992,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",Terminator 2: Judgment Day,OWA0084
1991,1992,WRITING (Screenplay Based on Material Previously Produced or Published),Ted Tally,The Silence of the Lambs,OWA0095
1991,1992,WRITING (Screenplay Written Directly for the Screen),Callie Khouri,Thelma & Louise,OWA0088
1992,1993,ACTOR IN A LEADING ROLE,Al Pacino,Scent of a Woman,OWA0080
1992,1993,ACTOR IN A SUPPORTING ROLE,Gene Hackman,Unforgiven,OWA0025
1992,1993,ACTRESS IN A LEADING ROLE,Emma Thompson,Howards End,OWA0081
1992,1993,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,My Cousin Vinny,OWA0026
1992,1993,ART DIRECTION,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,Howards End,OWA0003
1992,1993,CINEMATOGRAPHY,Philippe Rousselot,A River Runs through It,OWA0004
1992,1993,COSTUME DESIGN,Eiko Ishioka,Bram Stoker's Dracula,OWA0053
1992,1993,DIRECTING,Clint Eastwood,Unforgiven,OWA0012
1992,1993,DOCUMENTARY (Feature),"Barbara Trent and David Kasper, Producers",The Panama Deception,OWA0044
1992,1993,DOCUMENTARY (Short Subject),"Thomas C. Goodwin and Gerardine Wurzburg, Producers",Educating Peter,OWA0037
1992,1993,FILM EDITING,Joel Cox,Unforgiven,OWA0020
1992,1993,FOREIGN LANGUAGE FILM,France,Indochine,OWA0050
1992,1993,MAKEUP,"Greg Cannom, Michèle Burke, Matthew W. Mungle",Bram Stoker's Dracula,OWA0092
1992,1993,MUSIC (Original Score),Alan Menken,Aladdin,OWA0030
1992,1993,MUSIC (Original Song),Music by Alan Menken; Lyric by Tim Rice,Aladdin,OWA0078
1992,1993,BEST PICTURE,"Clint Eastwood, Producer",Unforgiven,OWA0060
1992,1993,SHORT FILM (Animated),Joan C. Gratz,Mona Lisa Descending a Staircase,OWA0075
1992,1993,SHORT FILM (Live Action),Sam Karmann,Omnibus,OWA0076
1992,1993,SOUND,"Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye",The Last of the Mohicans,OWA0057
1992,1993,SOUND EFFECTS EDITING,"Tom C. McCarthy, David E. Stone",Bram Stoker's Dracula,OWA0093
1992,1993,VISUAL EFFECTS,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.",Death Becomes Her,OWA0084
1992,1993,WRITING (Screenplay Based on Material Previously Produced or Published),Ruth Prawer Jhabvala,Howards End,OWA0095
1992,1993,WRITING (Screenplay Written Directly for the Screen),Neil Jordan,The Crying Game,OWA0088
1993,1994,ACTOR IN A LEADING ROLE,Tom Hanks,Philadelphia,OWA0080
1993,1994,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,The Fugitive,OWA0025
1993,1994,ACTRESS IN A LEADING ROLE,Holly Hunter,The Piano,OWA0081
1993,1994,ACTRESS IN A SUPPORTING ROLE,Anna Paquin,The Piano,OWA0026
1993,1994,ART DIRECTION,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,Schindler's List,OWA0003
1993,1994,CINEMATOGRAPHY,Janusz Kaminski,Schindler's List,OWA0004
1993,1994,COSTUME DESIGN,Gabriella Pescucci,The Age of Innocence,OWA0053
1993,1994,DIRECTING,Steven Spielberg,Schindler's List,OWA0012
1993,1994,DOCUMENTARY (Feature),"Susan Raymond, Alan Raymond",I Am a Promise: The Children of Stanton Elementary School,OWA0044
1993,1994,DOCUMENTARY (Short Subject),"Margaret Lazarus, Renner Wunderlich",Defending Our Lives,OWA0037
1993,1994,FILM EDITING,Michael Kahn,Schindler's List,OWA0020
1993,1994,FOREIGN LANGUAGE FILM,Spain,Belle Epoque,OWA0050
1993,1994,MAKEUP,"Greg Cannom, Ve Neill, Yolanda Toussieng",Mrs. Doubtfire,OWA0092
1993,1994,MUSIC (Original Score),John Williams,Schindler's List,OWA0030
1993,1994,MUSIC (Original Song),Music and Lyric by Bruce Springsteen,Philadelphia,OWA0078
1993,1994,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,OWA0060
1993,1994,SHORT FILM (Animated),Nick Park,The Wrong Trousers,OWA0075
1993,1994,SHORT FILM (Live Action),Pepe Danquart,Black Rider (Schwarzfahrer),OWA0076
1993,1994,SOUND,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",Jurassic Park,OWA0057
1993,1994,SOUND EFFECTS EDITING,"Gary Rydstrom, Richard Hymns",Jurassic Park,OWA0093
1993,1994,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",Jurassic Park,OWA0084
1993,1994,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,Schindler's List,OWA0095
1993,1994,WRITING (Screenplay Written Directly for the Screen),Jane Campion,The Piano,OWA0088
1994,1995,ACTOR IN A LEADING ROLE,Tom Hanks,Forrest Gump,OWA0080
1994,1995,ACTOR IN A SUPPORTING ROLE,Martin Landau,Ed Wood,OWA0025
1994,1995,ACTRESS IN A LEADING ROLE,Jessica Lange,Blue Sky,OWA0081
1994,1995,ACTRESS IN A SUPPORTING ROLE,Dianne Wiest,Bullets over Broadway,OWA0026
1994,1995,ART DIRECTION,Art Direction:  Ken Adam;  Set Decoration:  Carolyn Scott,The Madness of King George,OWA0003
1994,1995,CINEMATOGRAPHY,John Toll,Legends of the Fall,OWA0004
1994,1995,COSTUME DESIGN,"Lizzy Gardiner, Tim Chappel","The Adventures of Priscilla, Queen of the Desert",OWA0053
1994,1995,DIRECTING,Robert Zemeckis,Forrest Gump,OWA0012
1994,1995,DOCUMENTARY (Feature),"Freida Lee Mock, Terry Sanders",Maya Lin: A Strong Clear Vision,OWA0044
1994,1995,DOCUMENTARY (Short Subject),Charles Guggenheim,A Time for Justice,OWA0037
1994,1995,FILM EDITING,Arthur Schmidt,Forrest Gump,OWA0020
1994,1995,FOREIGN LANGUAGE FILM,Russia,Burnt by the Sun,OWA0050
1994,1995,MAKEUP,"Rick Baker, Ve Neill, Yolanda Toussieng",Ed Wood,OWA0092
1994,1995,MUSIC (Original Score),Hans Zimmer,The Lion King,OWA0030
1994,1995,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,The Lion King,OWA0078
1994,1995,BEST PICTURE,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",Forrest Gump,OWA0060
1994,1995,SHORT FILM (Animated),"Alison Snowden, David Fine",Bob's Birthday,OWA0075
1994,1995,SHORT FILM (Live Action),"Peter Capaldi, Ruth Kenley-Letts",Franz Kafka's It's a Wonderful Life,OWA0076
1994,1995,SHORT FILM (Live Action),"Peggy Rajski, Randy Stone",Trevor,OWA0076
1994,1995,SOUND,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",Speed,OWA0057
1994,1995,SOUND EFFECTS EDITING,Stephen Hunter Flick,Speed,OWA0093
1994,1995,VISUAL EFFECTS,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",Forrest Gump,OWA0084
1994,1995,WRITING (Screenplay Based on Material Previously Produced or Published),Eric Roth,Forrest Gump,OWA0095
1994,1995,WRITING (Screenplay Written Directly for the Screen),Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,Pulp Fiction,OWA0088
1995,1996,ACTOR IN A LEADING ROLE,Nicolas Cage,Leaving Las Vegas,OWA0080
1995,1996,ACTOR IN A SUPPORTING ROLE,Kevin Spacey,The Usual Suspects,OWA0025
1995,1996,ACTRESS IN A LEADING ROLE,Susan Sarandon,Dead Man Walking,OWA0081
1995,1996,ACTRESS IN A SUPPORTING ROLE,Mira Sorvino,Mighty Aphrodite,OWA0026
1995,1996,ART DIRECTION,Eugenio Zanetti,Restoration,OWA0003
1995,1996,CINEMATOGRAPHY,John Toll,Braveheart,OWA0004
1995,1996,COSTUME DESIGN,James Acheson,Restoration,OWA0053
1995,1996,DIRECTING,Mel Gibson,Braveheart,OWA0012
1995,1996,DOCUMENTARY (Feature),Jon Blair,Anne Frank Remembered,OWA0044
1995,1996,DOCUMENTARY (Short Subject),Kary Antholis,One Survivor Remembers,OWA0037
1995,1996,FILM EDITING,"Mike Hill, Dan Hanley",Apollo 13,OWA0020
1995,1996,FOREIGN LANGUAGE FILM,The Netherlands,Antonia's Line,OWA0050
1995,1996,MAKEUP,"Peter Frampton, Paul Pattison, Lois Burwell",Braveheart,OWA0092
1995,1996,MUSIC (Original Dramatic Score),Luis Enrique Bacalov,The Postman (Il Postino),OWA0070
1995,1996,MUSIC (Original Musical or Comedy Score),Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken,Pocahontas,OWA0096
1995,1996,MUSIC (Original Song),Music by Alan Menken; Lyric by Stephen Schwartz,Pocahontas,OWA0078
1995,1996,BEST PICTURE,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",Braveheart,OWA0060
1995,1996,SHORT FILM (Animated),Nick Park,A Close Shave,OWA0075
1995,1996,SHORT FILM (Live Action),"Christine Lahti, Jana Sue Memel",Lieberman in Love,OWA0076
1995,1996,SOUND,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",Apollo 13,OWA0057
1995,1996,SOUND EFFECTS EDITING,"Lon Bender, Per Hallberg",Braveheart,OWA0093
1995,1996,VISUAL EFFECTS,"Scott E. Anderson, Charles Gibson, Neal Scanlan, John Cox",Babe,OWA0084
1995,1996,WRITING (Screenplay Based on Material Previously Produced or Published),Emma Thompson,Sense and Sensibility,OWA0095
1995,1996,WRITING (Screenplay Written Directly for the Screen),Christopher McQuarrie,The Usual Suspects,OWA0088
1996,1997,ACTOR IN A LEADING ROLE,Geoffrey Rush,Shine,OWA0080
1996,1997,ACTOR IN A SUPPORTING ROLE,"Cuba Gooding, Jr.",Jerry Maguire,OWA0025
1996,1997,ACTRESS IN A LEADING ROLE,Frances McDormand,Fargo,OWA0081
1996,1997,ACTRESS IN A SUPPORTING ROLE,Juliette Binoche,The English Patient,OWA0026
1996,1997,ART DIRECTION,Art Direction:  Stuart Craig;  Set Decoration:  Stephenie McMillan,The English Patient,OWA0003
1996,1997,CINEMATOGRAPHY,John Seale,The English Patient,OWA0004
1996,1997,COSTUME DESIGN,Ann Roth,The English Patient,OWA0053
1996,1997,DIRECTING,Anthony Minghella,The English Patient,OWA0012
1996,1997,DOCUMENTARY (Feature),"Leon Gast, David Sonenberg",When We Were Kings,OWA0044
1996,1997,DOCUMENTARY (Short Subject),Jessica Yu,Breathing Lessons: The Life and Work of Mark O'Brien,OWA0037
1996,1997,FILM EDITING,Walter Murch,The English Patient,OWA0020
1996,1997,FOREIGN LANGUAGE FILM,Czech Republic,Kolya,OWA0050
1996,1997,MAKEUP,"Rick Baker, David LeRoy Anderson",The Nutty Professor,OWA0092
1996,1997,MUSIC (Original Dramatic Score),Gabriel Yared,The English Patient,OWA0070
1996,1997,MUSIC (Original Musical or Comedy Score),Rachel Portman,Emma,OWA0096
1996,1997,MUSIC (Original Song),Music by Andrew Lloyd Webber; Lyric by Tim Rice,Evita,OWA0078
1996,1997,BEST PICTURE,"Saul Zaentz, Producer",The English Patient,OWA0060
1996,1997,SHORT FILM (Animated),"Tyron Montgomery, Thomas Stellmach",Quest,OWA0075
1996,1997,SHORT FILM (Live Action),"David Frankel, Barry Jossen",Dear Diary,OWA0076
1996,1997,SOUND,"Walter Murch, Mark Berger, David Parker, Chris Newman",The English Patient,OWA0057
1996,1997,SOUND EFFECTS EDITING,Bruce Stambler,The Ghost and the Darkness,OWA0093
1996,1997,VISUAL EFFECTS,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",Independence Day,OWA0084
1996,1997,WRITING (Screenplay Based on Material Previously Produced or Published),Billy Bob Thornton,Sling Blade,OWA0095
1996,1997,WRITING (Screenplay Written Directly for the Screen),"Ethan Coen, Joel Coen",Fargo,OWA0088
1997,1998,ACTOR IN A LEADING ROLE,Jack Nicholson,As Good as It Gets,OWA0080
1997,1998,ACTOR IN A SUPPORTING ROLE,Robin Williams,Good Will Hunting,OWA0025
1997,1998,ACTRESS IN A LEADING ROLE,Helen Hunt,As Good as It Gets,OWA0081
1997,1998,ACTRESS IN A SUPPORTING ROLE,Kim Basinger,L.A. Confidential,OWA0026
1997,1998,ART DIRECTION,Art Direction:  Peter Lamont;  Set Decoration:  Michael Ford,Titanic,OWA0003
1997,1998,CINEMATOGRAPHY,Russell Carpenter,Titanic,OWA0004
1997,1998,COSTUME DESIGN,Deborah L. Scott,Titanic,OWA0053
1997,1998,DIRECTING,James Cameron,Titanic,OWA0012
1997,1998,DOCUMENTARY (Feature),"Rabbi Marvin Hier, Richard Trank",The Long Way Home,OWA0044
1997,1998,DOCUMENTARY (Short Subject),"Donna Dewey, Carol Pasternak",A Story of Healing,OWA0037
1997,1998,FILM EDITING,"Conrad Buff, James Cameron, Richard A. Harris",Titanic,OWA0020
1997,1998,FOREIGN LANGUAGE FILM,The Netherlands,Character,OWA0050
1997,1998,MAKEUP,"Rick Baker, David LeRoy Anderson",Men in Black,OWA0092
1997,1998,MUSIC (Original Dramatic Score),James Horner,Titanic,OWA0070
1997,1998,MUSIC (Original Musical or Comedy Score),Anne Dudley,The Full Monty,OWA0096
1997,1998,MUSIC (Original Song),Music by James Horner; Lyric by Will Jennings,Titanic,OWA0078
1997,1998,BEST PICTURE,"James Cameron and Jon Landau, Producers",Titanic,OWA0060
1997,1998,SHORT FILM (Animated),Jan Pinkava,Geri's Game,OWA0075
1997,1998,SHORT FILM (Live Action),"Chris Tashima, Chris Donahue",Visas and Virtue,OWA0076
1997,1998,SOUND,"Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano",Titanic,OWA0057
1997,1998,SOUND EFFECTS EDITING,"Tom Bellfort, Christopher Boyes",Titanic,OWA0093
1997,1998,VISUAL EFFECTS,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",Titanic,OWA0084
1997,1998,WRITING (Screenplay Based on Material Previously Produced or Published),"Brian Helgeland, Curtis Hanson",L.A. Confidential,OWA0095
1997,1998,WRITING (Screenplay Written Directly for the Screen),"Ben Affleck, Matt Damon",Good Will Hunting,OWA0088
1998,1999,ACTOR IN A LEADING ROLE,Roberto Benigni,Life Is Beautiful,OWA0080
1998,1999,ACTOR IN A SUPPORTING ROLE,James Coburn,Affliction,OWA0025
1998,1999,ACTRESS IN A LEADING ROLE,Gwyneth Paltrow,Shakespeare in Love,OWA0081
1998,1999,ACTRESS IN A SUPPORTING ROLE,Judi Dench,Shakespeare in Love,OWA0026
1998,1999,ART DIRECTION,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,Shakespeare in Love,OWA0003
1998,1999,CINEMATOGRAPHY,Janusz Kaminski,Saving Private Ryan,OWA0004
1998,1999,COSTUME DESIGN,Sandy Powell,Shakespeare in Love,OWA0053
1998,1999,DIRECTING,Steven Spielberg,Saving Private Ryan,OWA0012
1998,1999,DOCUMENTARY (Feature),"James Moll, Ken Lipper",The Last Days,OWA0044
1998,1999,DOCUMENTARY (Short Subject),Keiko Ibi,The Personals: Improvisations on Romance in the Golden Years,OWA0037
1998,1999,FILM EDITING,Michael Kahn,Saving Private Ryan,OWA0020
1998,1999,FOREIGN LANGUAGE FILM,Italy,Life Is Beautiful,OWA0050
1998,1999,MAKEUP,Jenny Shircore,Elizabeth,OWA0092
1998,1999,MUSIC (Original Dramatic Score),Nicola Piovani,Life Is Beautiful,OWA0070
1998,1999,MUSIC (Original Musical or Comedy Score),Stephen Warbeck,Shakespeare in Love,OWA0096
1998,1999,MUSIC (Original Song),Music and Lyric by Stephen Schwartz,The Prince of Egypt,OWA0078
1998,1999,BEST PICTURE,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",Shakespeare in Love,OWA0060
1998,1999,SHORT FILM (Animated),Chris Wedge,Bunny,OWA0075
1998,1999,SHORT FILM (Live Action),"Kim Magnusson, Anders Thomas Jensen",Election Night (Valgaften),OWA0076
1998,1999,SOUND,"Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins",Saving Private Ryan,OWA0057
1998,1999,SOUND EFFECTS EDITING,"Gary Rydstrom, Richard Hymns",Saving Private Ryan,OWA0093
1998,1999,VISUAL EFFECTS,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",What Dreams May Come,OWA0084
1998,1999,WRITING (Screenplay Based on Material Previously Produced or Published),Bill Condon,Gods and Monsters,OWA0095
1998,1999,WRITING (Screenplay Written Directly for the Screen),"Marc Norman, Tom Stoppard",Shakespeare in Love,OWA0088
1999,2000,ACTOR IN A LEADING ROLE,Kevin Spacey,American Beauty,OWA0080
1999,2000,ACTOR IN A SUPPORTING ROLE,Michael Caine,The Cider House Rules,OWA0025
1999,2000,ACTRESS IN A LEADING ROLE,Hilary Swank,Boys Don't Cry,OWA0081
1999,2000,ACTRESS IN A SUPPORTING ROLE,Angelina Jolie,"Girl, Interrupted",OWA0026
1999,2000,ART DIRECTION,Art Direction:  Rick Heinrichs;  Set Decoration:  Peter Young,Sleepy Hollow,OWA0003
1999,2000,CINEMATOGRAPHY,Conrad L. Hall,American Beauty,OWA0004
1999,2000,COSTUME DESIGN,Lindy Hemming,Topsy-Turvy,OWA0053
1999,2000,DIRECTING,Sam Mendes,American Beauty,OWA0012
1999,2000,DOCUMENTARY (Feature),"Arthur Cohn, Kevin Macdonald",One Day in September,OWA0044
1999,2000,DOCUMENTARY (Short Subject),"Susan Hannah Hadary, William A. Whiteford",King Gimp,OWA0037
1999,2000,FILM EDITING,Zach Staenberg,The Matrix,OWA0020
1999,2000,FOREIGN LANGUAGE FILM,Spain,All about My Mother,OWA0050
1999,2000,MAKEUP,"Christine Blundell, Trefor Proud",Topsy-Turvy,OWA0092
1999,2000,MUSIC (Original Score),John Corigliano,The Red Violin,OWA0030
1999,2000,MUSIC (Original Song),Music and Lyric by Phil Collins,Tarzan,OWA0078
1999,2000,BEST PICTURE,"Bruce Cohen and Dan Jinks, Producers",American Beauty,OWA0060
1999,2000,SHORT FILM (Animated),Alexander Petrov,The Old Man and the Sea,OWA0075
1999,2000,SHORT FILM (Live Action),"Barbara Schock, Tammy Tiehel",My Mother Dreams the Satan's Disciples in New York,OWA0076
1999,2000,SOUND,"John Reitz, Gregg Rudloff, David Campbell, David Lee",The Matrix,OWA0057
1999,2000,SOUND EFFECTS EDITING,Dane A. Davis,The Matrix,OWA0093
1999,2000,VISUAL EFFECTS,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",The Matrix,OWA0084
1999,2000,WRITING (Screenplay Based on Material Previously Produced or Published),John Irving,The Cider House Rules,OWA0095
1999,2000,WRITING (Screenplay Written Directly for the Screen),Alan Ball,American Beauty,OWA0088
