,Movie Name,year,status,award,movie
624,Sally Field,1980,Winner,Best Performance by an Actress in a Motion Picture - Drama,Norma Rae
625,The Rose,1980,Winner,Best Original Song - Motion Picture,"Rose, The"
626,Jon Voight,1979,Winner,Best Performance by an Actor in a Motion Picture - Drama,Coming Home
627,Jon Voight,1979,Winner,Best Performance by an Actor in a Motion Picture - Drama,Coming Home
628,Oliver Stone,1979,Winner,Best Screenplay - Motion Picture,Midnight Express
629,Midnight Express,1979,Winner,Best Motion Picture - Drama,
630,Heaven Can Wait,1979,Winner,Best Motion Picture - Musical or Comedy,
631,Heaven Can Wait,1979,Winner,Best Motion Picture - Musical or Comedy,
632,Irene Miracle,1979,Winner,New Star Of The Year - Actress,Midnight Express
633,Brad Davis,1979,Winner,New Star Of The Year - Actor,Midnight Express
634,Giorgio Moroder,1979,Winner,Best Original Score - Motion Picture,Midnight Express
635,Michael Cimino,1979,Winner,Best Director - Motion Picture,"Deer Hunter, The"
636,Autumn Sonata,1979,Winner,Best Motion Picture – Non-English Language,
637,Jane Fonda,1979,Winner,World Film Favorites,
638,John Travolta,1979,Winner,World Film Favorites,
639,Dyan Cannon,1979,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Heaven Can Wait
640,Ellen Burstyn,1979,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Same Time, Next Year"
641,Maggie Smith,1979,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,California Suite
642,Ellen Burstyn,1979,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Same Time, Next Year"
643,Maggie Smith,1979,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,California Suite
644,Warren Beatty,1979,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Heaven Can Wait
645,Jane Fonda,1979,Winner,Best Performance by an Actress in a Motion Picture - Drama,Coming Home
646,Last Dance,1979,Winner,Best Original Song - Motion Picture,Thank God It's Friday
647,Richard Burton,1978,Winner,Best Performance by an Actor in a Motion Picture - Drama,Equus
648,Neil Simon,1978,Winner,Best Screenplay - Motion Picture,"Goodbye Girl, The"
649,"Turning Point, The",1978,Winner,Best Motion Picture - Drama,
650,"Goodbye Girl, The",1978,Winner,Best Motion Picture - Musical or Comedy,
651,John Williams,1978,Winner,Best Original Score - Motion Picture,Star Wars: Episode IV - A New Hope
652,Herbert Ross,1978,Winner,Best Director - Motion Picture,"Turning Point, The"
653,John Williams,1978,Winner,Best Original Score - Motion Picture,Star Wars: Episode IV - A New Hope
654,Herbert Ross,1978,Winner,Best Director - Motion Picture,"Turning Point, The"
655,Diane Keaton,1978,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annie Hall
656,Marsha Mason,1978,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Goodbye Girl, The"
657,Richard Dreyfuss,1978,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Goodbye Girl, The"
658,Peter Firth,1978,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Equus
659,Jane Fonda,1978,Winner,Best Performance by an Actress in a Motion Picture - Drama,Julia
660,Jane Fonda,1978,Winner,Best Performance by an Actress in a Motion Picture - Drama,Julia
661,You Light Up My Life,1978,Winner,Best Original Song - Motion Picture,You Light Up My Life
662,Peter Finch,1977,Winner,Best Performance by an Actor in a Motion Picture - Drama,Network
663,Paddy Chayefsky,1977,Winner,Best Screenplay - Motion Picture,Network
664,Rocky,1977,Winner,Best Motion Picture - Drama,
665,"Star Is Born, A (1976)",1977,Winner,Best Motion Picture - Musical or Comedy,
666,Arnold Schwarzenegger,1977,Winner,New Star Of The Year - Actor,Stay Hungry
667,Sidney Lumet,1977,Winner,Best Director - Motion Picture,Network
668,Face to Face,1977,Winner,Best Motion Picture – Non-English Language,
669,Sophia Loren,1977,Winner,World Film Favorites,
670,Robert Redford,1977,Winner,World Film Favorites,
671,Katharine Ross,1977,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Voyage of the Damned
672,Barbra Streisand,1977,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Star Is Born, A (1976)"
673,Barbra Streisand,1977,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Star Is Born, A (1976)"
674,Kris Kristofferson,1977,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Star Is Born, A (1976)"
675,Kris Kristofferson,1977,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Star Is Born, A (1976)"
676,Laurence Olivier,1977,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Marathon Man
677,Faye Dunaway,1977,Winner,Best Performance by an Actress in a Motion Picture - Drama,Network
678,Faye Dunaway,1977,Winner,Best Performance by an Actress in a Motion Picture - Drama,Network
679,Altars of the World,1977,Winner,Documentary,
680,Evergreen,1977,Winner,Best Original Song - Motion Picture,"Star Is Born, A (1976)"
681,Jessica Lange,1977,Winner,New Star Of The Year - Actress,
682,"Paul Williams, Kenny Ascher",1977,Winner,Best Original Score - Motion Picture,"Star Is Born, A (1976)"
683,Jack Nicholson,1976,Winner,Best Performance by an Actor in a Motion Picture - Drama,One Flew Over The Cuckoo's Nest
684,Bo Goldman,1976,Winner,Best Screenplay - Motion Picture,One Flew Over The Cuckoo's Nest
685,One Flew Over The Cuckoo's Nest,1976,Winner,Best Motion Picture - Drama,
686,"Sunshine Boys, The",1976,Winner,Best Motion Picture - Musical or Comedy,
687,Marilyn Hassett,1976,Winner,New Star Of The Year - Actress,"Other Side of the Mountain, The"
688,Brad Dourif,1976,Winner,New Star Of The Year - Actor,One Flew Over The Cuckoo's Nest
689,John Williams,1976,Winner,Best Original Score - Motion Picture,Jaws
690,Milos Forman,1976,Winner,Best Director - Motion Picture,One Flew Over The Cuckoo's Nest
691,Lies My Father Told Me,1976,Winner,Best Motion Picture – Non-English Language,
692,Brenda Vaccaro,1976,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jacqueline Susann's Once Is Not Enough
693,Ann-Margret Olsson,1976,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Tommy
694,Ann-Margret Olsson,1976,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Tommy
695,Ann-Margret Olsson,1976,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Tommy
696,Richard Benjamin,1976,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Sunshine Boys, The"
697,Louise Fletcher,1976,Winner,Best Performance by an Actress in a Motion Picture - Drama,One Flew Over The Cuckoo's Nest
698,Youthquake,1976,Winner,Documentary,
699,I'm Easy,1976,Winner,Best Original Song - Motion Picture,Nashville
700,Jack Nicholson,1975,Winner,Best Performance by an Actor in a Motion Picture - Drama,Chinatown
701,Robert Towne,1975,Winner,Best Screenplay - Motion Picture,Chinatown
702,Chinatown,1975,Winner,Best Motion Picture - Drama,
703,The Longest Yard,1975,Winner,Best Motion Picture - Musical or Comedy,
704,Susan Flannery,1975,Winner,New Star Of The Year - Actress,The Towering Inferno
705,Joseph Bottoms,1975,Winner,New Star Of The Year - Actor,"Dove, The"
706,"Alan Jay Lerner, Frederick Loewe",1975,Winner,Best Original Score - Motion Picture,"Little Prince, The"
707,Roman Polanski,1975,Winner,Best Director - Motion Picture,Chinatown
708,Scenes From a Marriage,1975,Winner,Best Motion Picture – Non-English Language,
709,Robert Redford,1975,Winner,World Film Favorites,
710,Barbra Streisand,1975,Winner,World Film Favorites,
711,Karen Black,1975,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Great Gatsby, The"
712,Karen Black,1975,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Great Gatsby, The"
713,Art Carney,1975,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Harry & Tonto
714,Fred Astaire,1975,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Towering Inferno
715,Gena Rowlands,1975,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Woman Under The Influence, A"
716,Animals Are Beautiful People,1975,Winner,Documentary,
717,Benji's Theme (I Feel Love),1975,Winner,Best Original Song - Motion Picture,Benji
718,Animals Are Beautiful People,1975,Winner,Documentary,
719,Benji's Theme (I Feel Love),1975,Winner,Best Original Song - Motion Picture,Benji
720,William Peter Blatty,1974,Winner,Best Screenplay - Motion Picture,"Exorcist, The"
721,"Exorcist, The",1974,Winner,Best Motion Picture - Drama,
722,American Graffiti,1974,Winner,Best Motion Picture - Musical or Comedy,
723,Tatum O’Neal,1974,Winner,New Star Of The Year - Actress,Paper Moon
724,Paul Le Mat,1974,Winner,New Star Of The Year - Actor,American Graffiti
725,Tatum O’Neal,1974,Winner,New Star Of The Year - Actress,Paper Moon
726,Paul Le Mat,1974,Winner,New Star Of The Year - Actor,American Graffiti
727,"Pedestrian, The",1974,Winner,Best Motion Picture – Non-English Language,
728,Marlon Brando,1974,Winner,World Film Favorites,
729,Elizabeth Taylor,1974,Winner,World Film Favorites,
730,Linda Blair,1974,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Exorcist, The"
731,Glenda Jackson,1974,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Touch of Class, A"
732,George Segal,1974,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Touch of Class, A"
733,John Houseman,1974,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Paper Chase, The"
734,Marsha Mason,1974,Winner,Best Performance by an Actress in a Motion Picture - Drama,Cinderella Liberty
735,Visions of Eight,1974,Winner,Documentary,
736,Marlon Brando,1973,Winner,Best Performance by an Actor in a Motion Picture - Drama,"Godfather, The"
737,Francis Ford Coppola,1973,Winner,Best Screenplay - Motion Picture,"Godfather, The"
738,"Godfather, The",1973,Winner,Best Motion Picture - Drama,
739,Cabaret,1973,Winner,Best Motion Picture - Musical or Comedy,
740,Diana Ross,1973,Winner,New Star Of The Year - Actress,Lady Sings the Blues
741,Edward Albert,1973,Winner,New Star Of The Year - Actor,Butterflies Are Free
742,Nino Rota,1973,Winner,Best Original Score - Motion Picture,"Godfather, The"
743,Francis Ford Coppola,1973,Winner,Best Director - Motion Picture,"Godfather, The"
744,Young Winston,1973,Winner,Foreign Film - English Language,
745,"Emigrants, The",1973,Winner,Foreign Film - Foreign Language,
746,"New Land, The",1973,Winner,Foreign Film - Foreign Language,
747,Marlon Brando,1973,Winner,World Film Favorites,
748,Jane Fonda,1973,Winner,World Film Favorites,
749,Shelley Winters,1973,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Poseidon Adventure, The"
750,Liza Minnelli,1973,Winner,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Cabaret
751,Jack Lemmon,1973,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Avanti!
752,Joel Grey,1973,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Cabaret
753,Joel Grey,1973,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Cabaret
754,Elvis on Tour,1973,Winner,Documentary,
755,Walls of Fire,1973,Winner,Documentary,
756,Ben,1973,Winner,Best Original Song - Motion Picture,Ben
757,Gene Hackman,1972,Winner,Best Performance by an Actor in a Motion Picture - Drama,"French Connection, The"
758,Paddy Chayefsky,1972,Winner,Best Screenplay - Motion Picture,The Hospital
759,Gene Hackman,1972,Winner,Best Performance by an Actor in a Motion Picture - Drama,"French Connection, The"
760,Paddy Chayefsky,1972,Winner,Best Screenplay - Motion Picture,The Hospital
761,Twiggy –,1972,Winner,New Star Of The Year - Actress,"Boy Friend, The"
762,Desi Arnaz Jr.,1972,Winner,New Star Of The Year - Actor,Red Sky at Morning
763,Isaac Hayes,1972,Winner,Best Original Score - Motion Picture,Shaft
764,William Friedkin,1972,Winner,Best Director - Motion Picture,"French Connection, The"
765,William Friedkin,1972,Winner,Best Director - Motion Picture,"French Connection, The"
766,Ann-Margret Olsson,1972,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Carnal Knowledge
767,Twiggy –,1972,Winner,Actress In A Leading Role - Musical Or Comedy,"Boy Friend, The"
768,Chaim Topol,1972,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Fiddler on the Roof
769,Ben Johnson,1972,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Last Picture Show, The"
770,Jane Fonda,1972,Winner,Best Performance by an Actress in a Motion Picture - Drama,Klute
771,Life Is What You Make It,1972,Winner,Best Original Song - Motion Picture,Kotch
772,Life Is What You Make It,1972,Winner,Best Original Song - Motion Picture,Kotch
773,Erich Segal,1971,Winner,Best Screenplay - Motion Picture,Love Story
774,Love Story,1971,Winner,Best Motion Picture - Drama,
775,Carrie Snodgress,1971,Winner,New Star Of The Year - Actress,Diary of a Mad Housewife
776,James Earl Jones,1971,Winner,New Star Of The Year - Actor,"Great White Hope, The"
777,Francis Lai,1971,Winner,Best Original Score - Motion Picture,Love Story
778,Arthur Hiller,1971,Winner,Best Director - Motion Picture,Love Story
779,Women In Love,1971,Winner,Foreign Film - English Language,
780,Rider on the Rain,1971,Winner,Foreign Film - Foreign Language,
781,Clint Eastwood,1971,Winner,World Film Favorites,
782,Sophia Loren,1971,Winner,World Film Favorites,
783,Sidney Poitier,1971,Winner,World Film Favorites,
784,Barbra Streisand,1971,Winner,World Film Favorites,
785,Karen Black,1971,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Five Easy Pieces
786,Maureen Stapleton,1971,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Airport
787,Carrie Snodgress,1971,Winner,Actress In A Leading Role - Musical Or Comedy,Diary of a Mad Housewife
788,Albert Finney,1971,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Scrooge
789,John Mills,1971,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ryan's Daughter
790,Ali MacGraw,1971,Winner,Best Performance by an Actress in a Motion Picture - Drama,Love Story
791,Whistling Away the Dark,1971,Winner,Best Original Song - Motion Picture,Darling Lili
792,M*A*S*H,1971,Winner,Best Motion Picture - Musical or Comedy,
793,John Wayne,1970,Winner,Best Performance by an Actor in a Motion Picture - Drama,True Grit
794,Bridget Boland,1970,Winner,Best Screenplay - Motion Picture,Anne of the Thousand Days
795,Anne of the Thousand Days,1970,Winner,Best Motion Picture - Drama,
796,"Secret of Santa Vittoria, The",1970,Winner,Best Motion Picture - Musical or Comedy,
797,Ali MacGraw,1970,Winner,New Star Of The Year - Actress,"Goodbye, Columbus"
798,Jon Voight,1970,Winner,New Star Of The Year - Actor,Midnight Cowboy
799,Burt Bacharach,1970,Winner,Best Original Score - Motion Picture,Butch Cassidy and The Sundance Kid
800,Charles Jarrott,1970,Winner,Best Director - Motion Picture,Anne of the Thousand Days
801,Oh! What a Lovely War,1970,Winner,Foreign Film - English Language,
802,Z,1970,Winner,Foreign Film - Foreign Language,
803,Julie Andrews,1970,Winner,World Film Favorites,
804,Mia Farrow,1970,Winner,World Film Favorites,
805,Steve McQueen,1970,Winner,World Film Favorites,
806,Sidney Poitier,1970,Winner,World Film Favorites,
807,Barbra Streisand,1970,Winner,World Film Favorites,
808,Goldie Hawn,1970,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cactus Flower
809,Patty Duke,1970,Winner,Actress In A Leading Role - Musical Or Comedy,"Me, Natalie"
810,Peter O’Toole,1970,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Goodbye, Mr. Chips"
811,Gig Young,1970,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"They Shoot Horses, Don't They?"
812,Geneviève Bujold,1970,Winner,Best Performance by an Actress in a Motion Picture - Drama,Anne of the Thousand Days
813,Jean,1970,Winner,Best Original Song - Motion Picture,"Prime of Miss Jean Brodie, The"
814,Peter O’Toole,1969,Winner,Best Performance by an Actor in a Motion Picture - Drama,The Lion in Winter
815,Sterling Silliphant,1969,Winner,Best Screenplay - Motion Picture,Charly
816,The Lion in Winter,1969,Winner,Best Motion Picture - Drama,
817,Oliver!,1969,Winner,Best Motion Picture - Musical or Comedy,
818,Olivia Hussey,1969,Winner,New Star Of The Year - Actress,Romeo and Juliet
819,Leonard Whiting,1969,Winner,New Star Of The Year - Actor,Romeo and Juliet
820,Alex North,1969,Winner,Best Original Score - Motion Picture,"Shoes of the Fisherman, The"
821,Paul Newman,1969,Winner,Best Director - Motion Picture,"Rachel, Rachel"
822,Romeo and Juliet,1969,Winner,Foreign Film - English Language,
823,War and Peace (1966),1969,Winner,Foreign Film - Foreign Language,
824,Julie Andrews,1969,Winner,World Film Favorites,
825,Richard Burton,1969,Winner,World Film Favorites,
826,Sean Connery,1969,Winner,World Film Favorites,
827,Sophia Loren,1969,Winner,World Film Favorites,
828,Sidney Poitier,1969,Winner,World Film Favorites,
829,Ruth Gordon,1969,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rosemary's Baby
830,Barbra Streisand,1969,Winner,Actress In A Leading Role - Musical Or Comedy,Funny Girl
831,Ron Moody,1969,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Oliver!
832,Daniel Massey,1969,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Star!
833,Ron Moody,1969,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Oliver!
834,Daniel Massey,1969,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Star!
835,The Windmills of Your Mind,1969,Winner,Best Original Song - Motion Picture,"Thomas Crown Affair, The"
836,Rod Steiger,1968,Winner,Best Performance by an Actor in a Motion Picture - Drama,In the Heat of the Night
837,Sterling Silliphant,1968,Winner,Best Screenplay - Motion Picture,In the Heat of the Night
838,"Graduate, The",1968,Winner,Best Motion Picture - Musical or Comedy,
839,Katharine Ross,1968,Winner,New Star Of The Year - Actress,"Graduate, The"
840,Dustin Hoffman,1968,Winner,New Star Of The Year - Actor,"Graduate, The"
841,Frederick Loewe,1968,Winner,Best Original Score - Motion Picture,Camelot
842,Mike Nichols,1968,Winner,Best Director - Motion Picture,"Graduate, The"
843,The Fox,1968,Winner,Foreign Film - English Language,
844,Live For Life,1968,Winner,Foreign Film - Foreign Language,
845,Julie Andrews,1968,Winner,World Film Favorites,
846,Paul Newman,1968,Winner,World Film Favorites,
847,Carol Channing,1968,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Thoroughly Modern Millie
848,Anne Bancroft,1968,Winner,Actress In A Leading Role - Musical Or Comedy,"Graduate, The"
849,Richard Harris,1968,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Camelot
850,Richard Attenborough,1968,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Doctor Dolittle
851,Edith Evans,1968,Winner,Best Performance by an Actress in a Motion Picture - Drama,The Whisperers
852,If Ever I Would Leave You,1968,Winner,Best Original Song - Motion Picture,Camelot
853,In the Heat of the Night,1968,Winner,Best Motion Picture - Drama,
854,Paul Scofield,1967,Winner,Best Performance by an Actor in a Motion Picture - Drama,"Man for All Seasons, A"
855,Robert Bolt,1967,Winner,Best Screenplay - Motion Picture,"Man for All Seasons, A"
856,"Man for All Seasons, A",1967,Winner,Best Motion Picture - Drama,
857,"Russians Are Coming, The Russians Are Coming, The",1967,Winner,Best Motion Picture - Musical or Comedy,
858,Camilla Sparv,1967,Winner,New Star Of The Year - Actress,Dead Heat on a Merry-Go-Round
859,James Farentino,1967,Winner,New Star Of The Year - Actor,"Pad, The"
860,Elmer Bernstein,1967,Winner,Best Original Score - Motion Picture,Hawaii
861,Fred Zinnemann,1967,Winner,Best Director - Motion Picture,"Man for All Seasons, A"
862,Alfie (1966),1967,Winner,Foreign Film - English Language,
863,A Man And A Woman,1967,Winner,Foreign Film - Foreign Language,
864,Julie Andrews,1967,Winner,World Film Favorites,
865,Steve McQueen,1967,Winner,World Film Favorites,
866,Jocelyn Lagarde,1967,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hawaii
867,Jocelyn Lagarde,1967,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hawaii
868,Alan Arkin,1967,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Russians Are Coming, The Russians Are Coming, The"
869,Richard Attenborough,1967,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,The Sand Pebbles
870,Anouk Aimée,1967,Winner,Best Performance by an Actress in a Motion Picture - Drama,A Man And A Woman
871,Strangers In The Night,1967,Winner,Best Original Song - Motion Picture,A Man Could Get Killed
872,Strangers In The Night,1967,Winner,Best Original Song - Motion Picture,A Man Could Get Killed
873,Doctor Zhivago,1966,Winner,Best Motion Picture - Drama,
874,"Sound of Music, The",1966,Winner,Best Motion Picture - Musical or Comedy,
875,Elizabeth Hartman,1966,Winner,New Star Of The Year - Actress,"Patch of Blue, A"
876,Robert Redford,1966,Winner,New Star Of The Year - Actor,Inside Daisy Clover
877,Maurice Jarre,1966,Winner,Best Original Score - Motion Picture,Doctor Zhivago
878,David Lean,1966,Winner,Best Director - Motion Picture,Doctor Zhivago
879,Darling,1966,Winner,Foreign Film - English Language,
880,Juliet of the Spirits,1966,Winner,Foreign Film - Foreign Language,
881,Ursula Andress,1966,Winner,World Film Favorites,
882,Sean Connery,1966,Winner,World Film Favorites,
883,Doris Day,1966,Winner,World Film Favorites,
884,Rex Harrison,1966,Winner,World Film Favorites,
885,Rock Hudson,1966,Winner,World Film Favorites,
886,Marcello Mastroianni,1966,Winner,World Film Favorites,
887,Paul Newman,1966,Winner,World Film Favorites,
888,Natalie Wood,1966,Winner,World Film Favorites,
889,Ruth Gordon,1966,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Inside Daisy Clover
890,Julie Andrews,1966,Winner,Actress In A Leading Role - Musical Or Comedy,"Sound of Music, The"
891,Lee Marvin,1966,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cat Ballou
892,Oskar Werner,1966,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Spy Who Came in from the Cold, The"
893,Samantha Eggar,1966,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Collector, The"
894,Forget Domani,1966,Winner,Best Original Song - Motion Picture,The Yellow Rolls-Royce
895,Peter O’Toole,1965,Winner,Best Performance by an Actor in a Motion Picture - Drama,Becket
896,Peter O’Toole,1965,Winner,Best Performance by an Actor in a Motion Picture - Drama,Becket
897,Sallah,1965,Winner,Samuel Goldwyn International Award,
898,Mia Farrow,1965,Winner,New Star Of The Year - Actress,Guns at Batasi
899,Celia Kaye,1965,Winner,New Star Of The Year - Actress,Island of the Blue Dolphins
900,Mary Ann Mobley,1965,Winner,New Star Of The Year - Actress,Get Yourself a College Girl!
901,Harve Presnell,1965,Winner,New Star Of The Year - Actor,"Unsinkable Molly Brown, The"
902,George Segal,1965,Winner,New Star Of The Year - Actor,"New Interns, The"
903,Chaim Topol,1965,Winner,New Star Of The Year - Actor,Sallah
904,Dimitri Tiomkin,1965,Winner,Best Original Score - Motion Picture,The Fall of the Roman Empire
905,George Cukor,1965,Winner,Best Director - Motion Picture,My Fair Lady
906,Sophia Loren,1965,Winner,World Film Favorites,
907,Marcello Mastroianni,1965,Winner,World Film Favorites,
908,Agnes Moorehead,1965,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Hush...Hush, Sweet Charlotte"
909,Julie Andrews,1965,Winner,Actress In A Leading Role - Musical Or Comedy,Mary Poppins
910,Rex Harrison,1965,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,My Fair Lady
911,Edmond O’Brien,1965,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Seven Days In May
912,Anne Bancroft,1965,Winner,Best Performance by an Actress in a Motion Picture - Drama,"Pumpkin Eater, The"
913,Circus World,1965,Winner,Best Original Song - Motion Picture,Circus World
914,Sallah,1965,Winner,Foreign Film - Foreign Language,
915,Sidney Poitier,1964,Winner,Best Performance by an Actor in a Motion Picture - Drama,Lilies of the Field
916,Connie Francis,1964,Winner,Special Achievement Award,
917,"Cardinal, The",1964,Winner,Best Motion Picture - Drama,
918,Tom Jones,1964,Winner,Best Motion Picture - Musical or Comedy,
919,Any Number Can Win,1964,Winner,Foreign Film - Foreign Language,
920,"Yesterday, Today and Tomorrow",1964,Winner,Samuel Goldwyn International Award,
921,Ursula Andress,1964,Winner,New Star Of The Year - Actress,Dr. No
922,Tippi Hedren,1964,Winner,New Star Of The Year - Actress,"Birds, The"
923,Elke Sommer,1964,Winner,New Star Of The Year - Actress,"Prize, The"
924,Albert Finney,1964,Winner,New Star Of The Year - Actor,Tom Jones
925,Stathis Giallelis,1964,Winner,New Star Of The Year - Actor,"America, America"
926,Robert Walker Jr.,1964,Winner,New Star Of The Year - Actor,"Ceremony, The"
927,Elia Kazan,1964,Winner,Best Director - Motion Picture,"America, America"
928,Sophia Loren,1964,Winner,World Film Favorites,
929,Paul Newman,1964,Winner,World Film Favorites,
930,Lilies of the Field,1964,Winner,Promoting International Understanding,
931,Margaret Rutherford,1964,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"V. I. P.'s, The"
932,Shirley MacLaine,1964,Winner,Actress In A Leading Role - Musical Or Comedy,Irma La Douce
933,Alberto Sordi,1964,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,To Bed Or Not To Bed
934,John Huston,1964,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Cardinal, The"
935,Shirley MacLaine,1964,Winner,Actress In A Leading Role - Musical Or Comedy,Irma La Douce
936,Alberto Sordi,1964,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,To Bed Or Not To Bed
937,John Huston,1964,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Cardinal, The"
938,Leslie Caron,1964,Winner,Best Performance by an Actress in a Motion Picture - Drama,"L-Shaped Room, The"
939,Gregory Peck,1963,Winner,Best Performance by an Actor in a Motion Picture - Drama,To Kill A Mockingbird
940,That Touch of Mink,1963,Winner,Picture - Comedy,
941,That Touch of Mink,1963,Winner,Picture - Comedy,
942,Sue Lyon,1963,Winner,New Star Of The Year - Actress,Lolita
943,Rita Tushingham,1963,Winner,New Star Of The Year - Actress,"Taste of Honey, A"
944,Keir Dullea,1963,Winner,New Star Of The Year - Actor,David and Lisa
945,Peter O’Toole,1963,Winner,New Star Of The Year - Actor,Lawrence of Arabia
946,Omar Sharif,1963,Winner,New Star Of The Year - Actor,Lawrence of Arabia
947,Terence Stamp,1963,Winner,New Star Of The Year - Actor,Billy Budd
948,Elmer Bernstein,1963,Winner,Best Original Score - Motion Picture,To Kill A Mockingbird
949,David Lean,1963,Winner,Best Director - Motion Picture,Lawrence of Arabia
950,Doris Day,1963,Winner,World Film Favorites,
951,Rock Hudson,1963,Winner,World Film Favorites,
952,To Kill A Mockingbird,1963,Winner,Promoting International Understanding,
953,Angela Lansbury,1963,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Manchurian Candidate, The"
954,"Longest Day, The",1963,Winner,Cinematography - Black And White,
955,Lawrence of Arabia,1963,Winner,Cinematography - Color,
956,Rosalind Russell,1963,Winner,Actress In A Leading Role - Musical Or Comedy,Gypsy
957,Marcello Mastroianni,1963,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Divorce, Italian Style"
958,Rosalind Russell,1963,Winner,Actress In A Leading Role - Musical Or Comedy,Gypsy
959,Marcello Mastroianni,1963,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Divorce, Italian Style"
960,Geraldine Page,1963,Winner,Best Performance by an Actress in a Motion Picture - Drama,Sweet Bird of Youth
961,Telstar,1963,Winner,International News Coverage,
962,Nathaniel Coles,1963,Winner,Special Achievement Award,
963,Maximilian Schell,1962,Winner,Best Performance by an Actor in a Motion Picture - Drama,Judgment at Nuremberg
