Movie Name,Year Ceremony,Oscar Award,Oscar Winner,Year,Golden Globe Award,GG Winer
Aliens,1987,SOUND EFFECTS EDITING,Don Sharpe,0,,
Aliens,1987,VISUAL EFFECTS,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",0,,
Wall Street,1988,ACTOR IN A LEADING ROLE,Michael Douglas,1988,Best Performance by an Actor in a Motion Picture - Drama,Michael Douglas
The Untouchables,1988,ACTOR IN A SUPPORTING ROLE,Sean Connery,1988,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sean Connery
Moonstruck,1988,ACTRESS IN A LEADING ROLE,Cher,1988,Best Performance by an Actress in a Supporting Role in any Motion Picture,Olympia Dukakis
Moonstruck,1988,ACTRESS IN A SUPPORTING ROLE,Olympia Dukakis,1988,Best Performance by an Actress in a Supporting Role in any Motion Picture,Olympia Dukakis
Moonstruck,1988,WRITING (Screenplay Written Directly for the Screen),John Patrick Shanley,1988,Best Performance by an Actress in a Supporting Role in any Motion Picture,Olympia Dukakis
The Last Emperor,1988,ART DIRECTION,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",1988,Best Screenplay - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,ART DIRECTION,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",1988,Best Motion Picture - Drama,"Last Emperor, The"
The Last Emperor,1988,ART DIRECTION,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",1988,Best Original Score - Motion Picture,"David Byrne, Ryuichi Sakamoto, Cong Su"
The Last Emperor,1988,ART DIRECTION,"Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Bruno Cesari, Osvaldo Desideri",1988,Best Director - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,CINEMATOGRAPHY,Vittorio Storaro,1988,Best Screenplay - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,CINEMATOGRAPHY,Vittorio Storaro,1988,Best Motion Picture - Drama,"Last Emperor, The"
The Last Emperor,1988,CINEMATOGRAPHY,Vittorio Storaro,1988,Best Original Score - Motion Picture,"David Byrne, Ryuichi Sakamoto, Cong Su"
The Last Emperor,1988,CINEMATOGRAPHY,Vittorio Storaro,1988,Best Director - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,COSTUME DESIGN,James Acheson,1988,Best Screenplay - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,COSTUME DESIGN,James Acheson,1988,Best Motion Picture - Drama,"Last Emperor, The"
The Last Emperor,1988,COSTUME DESIGN,James Acheson,1988,Best Original Score - Motion Picture,"David Byrne, Ryuichi Sakamoto, Cong Su"
The Last Emperor,1988,COSTUME DESIGN,James Acheson,1988,Best Director - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,DIRECTING,Bernardo Bertolucci,1988,Best Screenplay - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,DIRECTING,Bernardo Bertolucci,1988,Best Motion Picture - Drama,"Last Emperor, The"
The Last Emperor,1988,DIRECTING,Bernardo Bertolucci,1988,Best Original Score - Motion Picture,"David Byrne, Ryuichi Sakamoto, Cong Su"
The Last Emperor,1988,DIRECTING,Bernardo Bertolucci,1988,Best Director - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,FILM EDITING,Gabriella Cristiani,1988,Best Screenplay - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,FILM EDITING,Gabriella Cristiani,1988,Best Motion Picture - Drama,"Last Emperor, The"
The Last Emperor,1988,FILM EDITING,Gabriella Cristiani,1988,Best Original Score - Motion Picture,"David Byrne, Ryuichi Sakamoto, Cong Su"
The Last Emperor,1988,FILM EDITING,Gabriella Cristiani,1988,Best Director - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,MUSIC (Original Score),"Ryuichi Sakamoto, David Byrne, Cong Su",1988,Best Screenplay - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,MUSIC (Original Score),"Ryuichi Sakamoto, David Byrne, Cong Su",1988,Best Motion Picture - Drama,"Last Emperor, The"
The Last Emperor,1988,MUSIC (Original Score),"Ryuichi Sakamoto, David Byrne, Cong Su",1988,Best Original Score - Motion Picture,"David Byrne, Ryuichi Sakamoto, Cong Su"
The Last Emperor,1988,MUSIC (Original Score),"Ryuichi Sakamoto, David Byrne, Cong Su",1988,Best Director - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,BEST PICTURE,"Jeremy Thomas, Producer",1988,Best Screenplay - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,BEST PICTURE,"Jeremy Thomas, Producer",1988,Best Motion Picture - Drama,"Last Emperor, The"
The Last Emperor,1988,BEST PICTURE,"Jeremy Thomas, Producer",1988,Best Original Score - Motion Picture,"David Byrne, Ryuichi Sakamoto, Cong Su"
The Last Emperor,1988,BEST PICTURE,"Jeremy Thomas, Producer",1988,Best Director - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,SOUND,"Bill Rowe, Ivan Sharrock",1988,Best Screenplay - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,SOUND,"Bill Rowe, Ivan Sharrock",1988,Best Motion Picture - Drama,"Last Emperor, The"
The Last Emperor,1988,SOUND,"Bill Rowe, Ivan Sharrock",1988,Best Original Score - Motion Picture,"David Byrne, Ryuichi Sakamoto, Cong Su"
The Last Emperor,1988,SOUND,"Bill Rowe, Ivan Sharrock",1988,Best Director - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,WRITING (Screenplay Based on Material from Another Medium),"Mark Peploe, Bernardo Bertolucci",1988,Best Screenplay - Motion Picture,Bernardo Bertolucci
The Last Emperor,1988,WRITING (Screenplay Based on Material from Another Medium),"Mark Peploe, Bernardo Bertolucci",1988,Best Motion Picture - Drama,"Last Emperor, The"
The Last Emperor,1988,WRITING (Screenplay Based on Material from Another Medium),"Mark Peploe, Bernardo Bertolucci",1988,Best Original Score - Motion Picture,"David Byrne, Ryuichi Sakamoto, Cong Su"
The Last Emperor,1988,WRITING (Screenplay Based on Material from Another Medium),"Mark Peploe, Bernardo Bertolucci",1988,Best Director - Motion Picture,Bernardo Bertolucci
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1988,DOCUMENTARY (Feature),"Aviva Slesin, Producer",0,,
Young at Heart,1988,DOCUMENTARY (Short Subject),"Sue Marx and Pamela Conn, Producers",0,,
Babette's Feast,1988,FOREIGN LANGUAGE FILM,Denmark,0,,
Harry and the Hendersons,1988,MAKEUP,Rick Baker,0,,
Dirty Dancing,1988,MUSIC (Original Song),"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",1988,Best Original Song - Motion Picture,(I've Had) The Time of My Life
The Man Who Planted Trees,1988,SHORT FILM (Animated),"Frédéric Back, Producer",0,,
Ray's Male Heterosexual Dance Hall,1988,SHORT FILM (Live Action),"Jonathan Sanger and Jana Sue Memel, Producers",0,,
Innerspace,1988,VISUAL EFFECTS,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",0,,
RoboCop,1988,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),"Stephen Flick, John Pospisil",0,,
Rain Man,1989,ACTOR IN A LEADING ROLE,Dustin Hoffman,1989,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman
Rain Man,1989,ACTOR IN A LEADING ROLE,Dustin Hoffman,1989,Best Motion Picture - Drama,Rain Man
Rain Man,1989,DIRECTING,Barry Levinson,1989,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman
Rain Man,1989,DIRECTING,Barry Levinson,1989,Best Motion Picture - Drama,Rain Man
Rain Man,1989,BEST PICTURE,"Mark Johnson, Producer",1989,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman
Rain Man,1989,BEST PICTURE,"Mark Johnson, Producer",1989,Best Motion Picture - Drama,Rain Man
Rain Man,1989,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",1989,Best Performance by an Actor in a Motion Picture - Drama,Dustin Hoffman
Rain Man,1989,WRITING (Screenplay Written Directly for the Screen),"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",1989,Best Motion Picture - Drama,Rain Man
A Fish Called Wanda,1989,ACTOR IN A SUPPORTING ROLE,Kevin Kline,0,,
The Accused,1989,ACTRESS IN A LEADING ROLE,Jodie Foster,0,,
The Accidental Tourist,1989,ACTRESS IN A SUPPORTING ROLE,Geena Davis,0,,
Dangerous Liaisons,1989,ART DIRECTION,Art Direction:  Stuart Craig;  Set Decoration:  Gerard James,0,,
Dangerous Liaisons,1989,COSTUME DESIGN,James Acheson,0,,
Dangerous Liaisons,1989,WRITING (Screenplay Based on Material from Another Medium),Christopher Hampton,0,,
Mississippi Burning,1989,CINEMATOGRAPHY,Peter Biziou,0,,
Hotel Terminus: The Life and Times of Klaus Barbie,1989,DOCUMENTARY (Feature),"Marcel Ophuls, Producer",0,,
You Don't Have to Die,1989,DOCUMENTARY (Short Subject),"William Guttentag and Malcolm Clarke, Producers",0,,
Who Framed Roger Rabbit,1989,FILM EDITING,Arthur Schmidt,0,,
Who Framed Roger Rabbit,1989,SOUND EFFECTS EDITING,"Charles L. Campbell, Louis L. Edemann",0,,
Who Framed Roger Rabbit,1989,VISUAL EFFECTS,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",0,,
Pelle the Conqueror,1989,FOREIGN LANGUAGE FILM,Denmark,0,,
Beetlejuice,1989,MAKEUP,"Ve Neill, Steve La Porte, Robert Short",0,,
The Milagro Beanfield War,1989,MUSIC (Original Score),Dave Grusin,0,,
Working Girl,1989,MUSIC (Original Song),Music and Lyric by Carly Simon,1989,Best Motion Picture - Musical or Comedy,Working Girl
Working Girl,1989,MUSIC (Original Song),Music and Lyric by Carly Simon,1989,Best Performance by an Actress in a Supporting Role in any Motion Picture,Sigourney Weaver
Tin Toy,1989,SHORT FILM (Animated),"John Lasseter, William Reeves",0,,
The Appointments of Dennis Jennings,1989,SHORT FILM (Live Action),"Dean Parisot, Steven Wright",0,,
Bird,1989,SOUND,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",0,,
My Left Foot,1990,ACTOR IN A LEADING ROLE,Daniel Day Lewis,0,,
My Left Foot,1990,ACTRESS IN A SUPPORTING ROLE,Brenda Fricker,0,,
Glory,1990,ACTOR IN A SUPPORTING ROLE,Denzel Washington,1990,Best Performance by an Actor in a Supporting Role in any Motion Picture,Denzel Washington
Glory,1990,CINEMATOGRAPHY,Freddie Francis,1990,Best Performance by an Actor in a Supporting Role in any Motion Picture,Denzel Washington
Glory,1990,SOUND,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II",1990,Best Performance by an Actor in a Supporting Role in any Motion Picture,Denzel Washington
Driving Miss Daisy,1990,ACTRESS IN A LEADING ROLE,Jessica Tandy,1990,Best Motion Picture - Musical or Comedy,Driving Miss Daisy
Driving Miss Daisy,1990,ACTRESS IN A LEADING ROLE,Jessica Tandy,1990,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jessica Tandy
Driving Miss Daisy,1990,ACTRESS IN A LEADING ROLE,Jessica Tandy,1990,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Morgan Freeman
Driving Miss Daisy,1990,MAKEUP,"Manlio Rocchetti, Lynn Barber, Kevin Haney",1990,Best Motion Picture - Musical or Comedy,Driving Miss Daisy
Driving Miss Daisy,1990,MAKEUP,"Manlio Rocchetti, Lynn Barber, Kevin Haney",1990,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jessica Tandy
Driving Miss Daisy,1990,MAKEUP,"Manlio Rocchetti, Lynn Barber, Kevin Haney",1990,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Morgan Freeman
Driving Miss Daisy,1990,BEST PICTURE,"Richard D. Zanuck and Lili Fini Zanuck, Producers",1990,Best Motion Picture - Musical or Comedy,Driving Miss Daisy
Driving Miss Daisy,1990,BEST PICTURE,"Richard D. Zanuck and Lili Fini Zanuck, Producers",1990,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jessica Tandy
Driving Miss Daisy,1990,BEST PICTURE,"Richard D. Zanuck and Lili Fini Zanuck, Producers",1990,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Morgan Freeman
Driving Miss Daisy,1990,WRITING (Screenplay Based on Material from Another Medium),Alfred Uhry,1990,Best Motion Picture - Musical or Comedy,Driving Miss Daisy
Driving Miss Daisy,1990,WRITING (Screenplay Based on Material from Another Medium),Alfred Uhry,1990,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jessica Tandy
Driving Miss Daisy,1990,WRITING (Screenplay Based on Material from Another Medium),Alfred Uhry,1990,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Morgan Freeman
Batman,1990,ART DIRECTION,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,0,,
Henry V,1990,COSTUME DESIGN,Phyllis Dalton,0,,
Born on the Fourth of July,1990,DIRECTING,Oliver Stone,1990,Best Performance by an Actor in a Motion Picture - Drama,Tom Cruise
Born on the Fourth of July,1990,DIRECTING,Oliver Stone,1990,Best Motion Picture - Drama,Born on the Fourth of July
Born on the Fourth of July,1990,DIRECTING,Oliver Stone,1990,Best Screenplay - Motion Picture,"Oliver Stone, Ron Kovic"
Born on the Fourth of July,1990,FILM EDITING,"David Brenner, Joe Hutshing",1990,Best Performance by an Actor in a Motion Picture - Drama,Tom Cruise
Born on the Fourth of July,1990,FILM EDITING,"David Brenner, Joe Hutshing",1990,Best Motion Picture - Drama,Born on the Fourth of July
Born on the Fourth of July,1990,FILM EDITING,"David Brenner, Joe Hutshing",1990,Best Screenplay - Motion Picture,"Oliver Stone, Ron Kovic"
Common Threads: Stories from the Quilt,1990,DOCUMENTARY (Feature),"Robert Epstein and Bill Couturié, Producers",0,,
The Johnstown Flood,1990,DOCUMENTARY (Short Subject),"Charles Guggenheim, Producer",0,,
Cinema Paradiso,1990,FOREIGN LANGUAGE FILM,Italy,1990,Best Motion Picture – Non-English Language,Cinema Paradiso
The Little Mermaid,1990,MUSIC (Original Score),Alan Menken,0,,
The Little Mermaid,1990,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,0,,
Balance,1990,SHORT FILM (Animated),"Christoph Lauenstein, Wolfgang Lauenstein",0,,
Work Experience,1990,SHORT FILM (Live Action),James Hendrie,0,,
Indiana Jones and the Last Crusade,1990,SOUND EFFECTS EDITING,"Ben Burtt, Richard Hymns",0,,
The Abyss,1990,VISUAL EFFECTS,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",0,,
Dead Poets Society,1990,WRITING (Screenplay Written Directly for the Screen),Tom Schulman,0,,
Reversal of Fortune,1991,ACTOR IN A LEADING ROLE,Jeremy Irons,1991,Best Performance by an Actor in a Motion Picture - Drama,Jeremy Irons
Good Fellas,1991,ACTOR IN A SUPPORTING ROLE,Joe Pesci,0,,
Misery,1991,ACTRESS IN A LEADING ROLE,Kathy Bates,1991,Best Performance by an Actress in a Motion Picture - Drama,Kathy Bates
Ghost,1991,ACTRESS IN A SUPPORTING ROLE,Whoopi Goldberg,1991,Best Performance by an Actress in a Supporting Role in any Motion Picture,Whoopi Goldberg
Ghost,1991,WRITING (Screenplay Written Directly for the Screen),Bruce Joel Rubin,1991,Best Performance by an Actress in a Supporting Role in any Motion Picture,Whoopi Goldberg
Dick Tracy,1991,ART DIRECTION,Art Direction:  Richard Sylbert;  Set Decoration:  Rick Simpson,0,,
Dick Tracy,1991,MAKEUP,"John Caglione, Jr., Doug Drexler",0,,
Dick Tracy,1991,MUSIC (Original Song),Music and Lyric by Stephen Sondheim,0,,
Dances With Wolves,1991,CINEMATOGRAPHY,Dean Semler,0,,
Dances With Wolves,1991,DIRECTING,Kevin Costner,0,,
Dances With Wolves,1991,FILM EDITING,Neil Travis,0,,
Dances With Wolves,1991,MUSIC (Original Score),John Barry,0,,
Dances With Wolves,1991,BEST PICTURE,"Jim Wilson and Kevin Costner, Producers",0,,
Dances With Wolves,1991,SOUND,"Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II",0,,
Dances With Wolves,1991,WRITING (Screenplay Based on Material from Another Medium),Michael Blake,0,,
American Dream,1991,DOCUMENTARY (Feature),"Barbara Kopple and Arthur Cohn, Producers",0,,
Days of Waiting,1991,DOCUMENTARY (Short Subject),"Steven Okazaki, Producer",0,,
Journey of Hope,1991,FOREIGN LANGUAGE FILM,Switzerland,0,,
Creature Comforts,1991,SHORT FILM (Animated),Nick Park,0,,
The Lunch Date,1991,SHORT FILM (Live Action),Adam Davidson,0,,
The Hunt for Red October,1991,SOUND EFFECTS EDITING,"Cecelia Hall, George Watters II",0,,
Total Recall,1991,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",0,,
The Silence of the Lambs,1992,ACTOR IN A LEADING ROLE,Anthony Hopkins,1992,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster
The Silence of the Lambs,1992,ACTRESS IN A LEADING ROLE,Jodie Foster,1992,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster
The Silence of the Lambs,1992,DIRECTING,Jonathan Demme,1992,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster
The Silence of the Lambs,1992,BEST PICTURE,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",1992,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster
The Silence of the Lambs,1992,WRITING (Screenplay Based on Material Previously Produced or Published),Ted Tally,1992,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster
City Slickers,1992,ACTOR IN A SUPPORTING ROLE,Jack Palance,1992,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jack Palance
The Fisher King,1992,ACTRESS IN A SUPPORTING ROLE,Mercedes Ruehl,1992,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mercedes Ruehl
Bugsy,1992,ART DIRECTION,Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh,1992,Best Motion Picture - Drama,Bugsy
Bugsy,1992,COSTUME DESIGN,Albert Wolsky,1992,Best Motion Picture - Drama,Bugsy
JFK,1992,CINEMATOGRAPHY,Robert Richardson,1992,Best Director - Motion Picture,Oliver Stone
JFK,1992,FILM EDITING,"Joe Hutshing, Pietro Scalia",1992,Best Director - Motion Picture,Oliver Stone
In the Shadow of the Stars,1992,DOCUMENTARY (Feature),"Allie Light and Irving Saraf, Producers",0,,
"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1992,DOCUMENTARY (Short Subject),"Debra Chasnoff, Producer",0,,
Mediterraneo,1992,FOREIGN LANGUAGE FILM,Italy,0,,
Terminator 2: Judgment Day,1992,MAKEUP,"Stan Winston, Jeff Dawn",0,,
Terminator 2: Judgment Day,1992,SOUND,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",0,,
Terminator 2: Judgment Day,1992,SOUND EFFECTS EDITING,"Gary Rydstrom, Gloria S. Borders",0,,
Terminator 2: Judgment Day,1992,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",0,,
Beauty and the Beast,1992,MUSIC (Original Score),Alan Menken,1992,Best Motion Picture - Musical or Comedy,Beauty and the Beast
Beauty and the Beast,1992,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,1992,Best Motion Picture - Musical or Comedy,Beauty and the Beast
Manipulation,1992,SHORT FILM (Animated),Daniel Greaves,0,,
Session Man,1992,SHORT FILM (Live Action),"Seth Winston, Rob Fried",0,,
Thelma & Louise,1992,WRITING (Screenplay Written Directly for the Screen),Callie Khouri,0,,
Scent of a Woman,1993,ACTOR IN A LEADING ROLE,Al Pacino,1993,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino
Scent of a Woman,1993,ACTOR IN A LEADING ROLE,Al Pacino,1993,Best Screenplay - Motion Picture,Bo Goldman
Scent of a Woman,1993,ACTOR IN A LEADING ROLE,Al Pacino,1993,Best Motion Picture - Drama,Scent of a Woman
Unforgiven,1993,ACTOR IN A SUPPORTING ROLE,Gene Hackman,1993,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gene Hackman
Unforgiven,1993,DIRECTING,Clint Eastwood,1993,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gene Hackman
Unforgiven,1993,FILM EDITING,Joel Cox,1993,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gene Hackman
Unforgiven,1993,BEST PICTURE,"Clint Eastwood, Producer",1993,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gene Hackman
Howards End,1993,ACTRESS IN A LEADING ROLE,Emma Thompson,1993,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson
Howards End,1993,ART DIRECTION,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,1993,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson
Howards End,1993,WRITING (Screenplay Based on Material Previously Produced or Published),Ruth Prawer Jhabvala,1993,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson
My Cousin Vinny,1993,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,0,,
A River Runs through It,1993,CINEMATOGRAPHY,Philippe Rousselot,0,,
Bram Stoker's Dracula,1993,COSTUME DESIGN,Eiko Ishioka,0,,
Bram Stoker's Dracula,1993,MAKEUP,"Greg Cannom, Michèle Burke, Matthew W. Mungle",0,,
Bram Stoker's Dracula,1993,SOUND EFFECTS EDITING,"Tom C. McCarthy, David E. Stone",0,,
The Panama Deception,1993,DOCUMENTARY (Feature),"Barbara Trent and David Kasper, Producers",0,,
Educating Peter,1993,DOCUMENTARY (Short Subject),"Thomas C. Goodwin and Gerardine Wurzburg, Producers",0,,
Indochine,1993,FOREIGN LANGUAGE FILM,France,1993,Best Motion Picture – Non-English Language,Indochine
Aladdin,1993,MUSIC (Original Score),Alan Menken,1993,Special Achievement Award,Robin Williams
Aladdin,1993,MUSIC (Original Score),Alan Menken,1993,Best Original Score - Motion Picture,Alan Menken
Aladdin,1993,MUSIC (Original Score),Alan Menken,1993,Best Original Song - Motion Picture,A Whole New World
Aladdin,1993,MUSIC (Original Song),Music by Alan Menken; Lyric by Tim Rice,1993,Special Achievement Award,Robin Williams
Aladdin,1993,MUSIC (Original Song),Music by Alan Menken; Lyric by Tim Rice,1993,Best Original Score - Motion Picture,Alan Menken
Aladdin,1993,MUSIC (Original Song),Music by Alan Menken; Lyric by Tim Rice,1993,Best Original Song - Motion Picture,A Whole New World
Mona Lisa Descending a Staircase,1993,SHORT FILM (Animated),Joan C. Gratz,0,,
Omnibus,1993,SHORT FILM (Live Action),Sam Karmann,0,,
The Last of the Mohicans,1993,SOUND,"Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye",0,,
Death Becomes Her,1993,VISUAL EFFECTS,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.",0,,
The Crying Game,1993,WRITING (Screenplay Written Directly for the Screen),Neil Jordan,0,,
Philadelphia,1994,ACTOR IN A LEADING ROLE,Tom Hanks,1994,Best Original Song - Motion Picture,Streets of Philadelphia
Philadelphia,1994,MUSIC (Original Song),Music and Lyric by Bruce Springsteen,1994,Best Original Song - Motion Picture,Streets of Philadelphia
The Fugitive,1994,ACTOR IN A SUPPORTING ROLE,Tommy Lee Jones,1994,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tommy Lee Jones
The Piano,1994,ACTRESS IN A LEADING ROLE,Holly Hunter,1994,Best Performance by an Actress in a Motion Picture - Drama,Holly Hunter
The Piano,1994,ACTRESS IN A SUPPORTING ROLE,Anna Paquin,1994,Best Performance by an Actress in a Motion Picture - Drama,Holly Hunter
The Piano,1994,WRITING (Screenplay Written Directly for the Screen),Jane Campion,1994,Best Performance by an Actress in a Motion Picture - Drama,Holly Hunter
Schindler's List,1994,ART DIRECTION,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,1994,Best Motion Picture - Drama,Schindler's List
Schindler's List,1994,CINEMATOGRAPHY,Janusz Kaminski,1994,Best Motion Picture - Drama,Schindler's List
Schindler's List,1994,DIRECTING,Steven Spielberg,1994,Best Motion Picture - Drama,Schindler's List
Schindler's List,1994,FILM EDITING,Michael Kahn,1994,Best Motion Picture - Drama,Schindler's List
Schindler's List,1994,MUSIC (Original Score),John Williams,1994,Best Motion Picture - Drama,Schindler's List
Schindler's List,1994,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",1994,Best Motion Picture - Drama,Schindler's List
Schindler's List,1994,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,1994,Best Motion Picture - Drama,Schindler's List
The Age of Innocence,1994,COSTUME DESIGN,Gabriella Pescucci,1994,Best Performance by an Actress in a Supporting Role in any Motion Picture,Winona Ryder
I Am a Promise: The Children of Stanton Elementary School,1994,DOCUMENTARY (Feature),"Susan Raymond, Alan Raymond",0,,
Defending Our Lives,1994,DOCUMENTARY (Short Subject),"Margaret Lazarus, Renner Wunderlich",0,,
Belle Epoque,1994,FOREIGN LANGUAGE FILM,Spain,0,,
Mrs. Doubtfire,1994,MAKEUP,"Greg Cannom, Ve Neill, Yolanda Toussieng",1994,Best Motion Picture - Musical or Comedy,Mrs. Doubtfire
Mrs. Doubtfire,1994,MAKEUP,"Greg Cannom, Ve Neill, Yolanda Toussieng",1994,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams
The Wrong Trousers,1994,SHORT FILM (Animated),Nick Park,0,,
Black Rider (Schwarzfahrer),1994,SHORT FILM (Live Action),Pepe Danquart,0,,
Jurassic Park,1994,SOUND,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",0,,
Jurassic Park,1994,SOUND EFFECTS EDITING,"Gary Rydstrom, Richard Hymns",0,,
Jurassic Park,1994,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",0,,
Forrest Gump,1995,ACTOR IN A LEADING ROLE,Tom Hanks,1995,Best Motion Picture - Drama,Forrest Gump
Forrest Gump,1995,ACTOR IN A LEADING ROLE,Tom Hanks,1995,Best Director - Motion Picture,Robert Zemeckis
Forrest Gump,1995,DIRECTING,Robert Zemeckis,1995,Best Motion Picture - Drama,Forrest Gump
Forrest Gump,1995,DIRECTING,Robert Zemeckis,1995,Best Director - Motion Picture,Robert Zemeckis
Forrest Gump,1995,FILM EDITING,Arthur Schmidt,1995,Best Motion Picture - Drama,Forrest Gump
Forrest Gump,1995,FILM EDITING,Arthur Schmidt,1995,Best Director - Motion Picture,Robert Zemeckis
Forrest Gump,1995,BEST PICTURE,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",1995,Best Motion Picture - Drama,Forrest Gump
Forrest Gump,1995,BEST PICTURE,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",1995,Best Director - Motion Picture,Robert Zemeckis
Forrest Gump,1995,VISUAL EFFECTS,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",1995,Best Motion Picture - Drama,Forrest Gump
Forrest Gump,1995,VISUAL EFFECTS,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",1995,Best Director - Motion Picture,Robert Zemeckis
Forrest Gump,1995,WRITING (Screenplay Based on Material Previously Produced or Published),Eric Roth,1995,Best Motion Picture - Drama,Forrest Gump
Forrest Gump,1995,WRITING (Screenplay Based on Material Previously Produced or Published),Eric Roth,1995,Best Director - Motion Picture,Robert Zemeckis
Ed Wood,1995,ACTOR IN A SUPPORTING ROLE,Martin Landau,1995,Best Performance by an Actor in a Supporting Role in any Motion Picture,Martin Landau
