Movie Name,Year Ceremony,Oscar Award,Oscar Winner,Year,Golden Globe Award,GG Winer
Cars,0,,,2007,Best Motion Picture - Animated,Cars
Transamerica,0,,,2006,Best Performance by an Actress in a Motion Picture - Drama,Felicity Huffman
Walk The Line,0,,,2006,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Reese Witherspoon
Walk The Line,0,,,2006,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joaquin Phoenix
Walk The Line,0,,,2006,Best Motion Picture - Musical or Comedy,Walk The Line
Paradise Now,0,,,2006,Best Motion Picture – Non-English Language,Paradise Now
Closer,0,,,2005,Best Performance by an Actress in a Supporting Role in any Motion Picture,Natalie Portman
Closer,0,,,2005,Best Performance by an Actor in a Supporting Role in any Motion Picture,Clive Owen
Osama,0,,,2004,Best Motion Picture – Non-English Language,Osama
Something's Gotta Give,0,,,2004,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Diane Keaton
About Schmidt,0,,,2003,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson
Talk To Her,0,,,2003,Best Motion Picture – Non-English Language,Talk To Her
Gangs of New York,0,,,2003,Best Original Song - Motion Picture,The Hands That Built America
Moulin Rouge!,0,,,2002,Best Motion Picture - Musical or Comedy,Moulin Rouge!
Moulin Rouge!,0,,,2002,Best Original Score - Motion Picture,Craig Armstrong
Moulin Rouge!,0,,,2002,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Nicole Kidman
Moulin Rouge!,0,,,1953,New Star Of The Year - Actress,Colette Marchand
The Royal Tenenbaums,0,,,2002,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gene Hackman
In the Bedroom,0,,,2002,Best Performance by an Actress in a Motion Picture - Drama,Sissy Spacek
Kate & Leopold,0,,,2002,Best Original Song - Motion Picture,"""Until…"""
Cast Away,0,,,2001,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks
Toy Story 2,0,,,2000,Best Motion Picture - Musical or Comedy,Toy Story 2
All About My Mother,0,,,2000,Best Motion Picture – Non-English Language,All About My Mother
Tumbleweeds,0,,,2000,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Janet McTeer
Magnolia,0,,,2000,Best Performance by an Actor in a Supporting Role in any Motion Picture,Tom Cruise
The Truman Show,0,,,1999,Best Performance by an Actor in a Motion Picture - Drama,Jim Carrey
The Truman Show,0,,,1999,Best Original Score - Motion Picture,"Burkhard Dallwitz, Philip Glass"
The Truman Show,0,,,1999,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ed Harris
Central Station,0,,,1999,Best Motion Picture – Non-English Language,Central Station
Quest For Camelot: The Magic Sword,0,,,1999,Best Original Song - Motion Picture,"""The Prayer"""
Ulee's Gold,0,,,1998,Best Performance by an Actor in a Motion Picture - Drama,Peter Fonda
Ma Vie en Rose,0,,,1998,Best Motion Picture – Non-English Language,Ma Vie en Rose
Boogie Nights,0,,,1998,Best Performance by an Actor in a Supporting Role in any Motion Picture,Burt Reynolds
Mrs. Brown,0,,,1998,Best Performance by an Actress in a Motion Picture - Drama,Judi Dench
The People vs. Larry Flynt,0,,,1997,Best Screenplay - Motion Picture,Scott Alexander
The People vs. Larry Flynt,0,,,1997,Best Director - Motion Picture,Milos Forman
The People vs. Larry Flynt,0,,,1997,Best Screenplay - Motion Picture,Larry Karaszewski
The Mirror Has Two Faces,0,,,1997,Best Performance by an Actress in a Supporting Role in any Motion Picture,Lauren Bacall
Secrets & Lies,0,,,1997,Best Performance by an Actress in a Motion Picture - Drama,Brenda Blethyn
A Walk in the Clouds,0,,,1996,Best Original Score - Motion Picture,Maurice Jarre
Get Shorty,0,,,1996,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John Travolta
Casino,0,,,1996,Best Performance by an Actress in a Motion Picture - Drama,Sharon Stone
The Lion King (1994),0,,,1995,Best Motion Picture - Musical or Comedy,The Lion King (1994)
The Lion King (1994),0,,,1995,Best Original Song - Motion Picture,Can You Feel the Love Tonight?
Farinelli,0,,,1995,Best Motion Picture – Non-English Language,Farinelli
Bullets Over Broadway,0,,,1995,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dianne Wiest
True Lies,0,,,1995,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jamie Lee Curtis
Four Weddings and a Funeral,0,,,1995,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Grant
Heaven & Earth,0,,,1994,Best Original Score - Motion Picture,Kitarô Kitarô
Farewell My Concubine,0,,,1994,Best Motion Picture – Non-English Language,Farewell My Concubine
What's Love Got To Do With It,0,,,1994,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Angela Bassett
The Player,0,,,1993,Best Motion Picture - Musical or Comedy,"Player, The"
The Player,0,,,1993,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tim Robbins
Enchanted April,0,,,1993,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Plowright
Enchanted April,0,,,1993,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Miranda Richardson
The Prince of Tides,0,,,1992,Best Performance by an Actor in a Motion Picture - Drama,Nick Nolte
For The Boys,0,,,1992,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bette Midler
Dances with Wolves,0,,,1991,Best Screenplay - Motion Picture,Michael Blake
Dances with Wolves,0,,,1991,Best Motion Picture - Drama,Dances with Wolves
Dances with Wolves,0,,,1991,Best Director - Motion Picture,Kevin Costner
Green Card,0,,,1991,Best Motion Picture - Musical or Comedy,Green Card
The Sheltering Sky,0,,,1991,Best Original Score - Motion Picture,"Richard Horowitz, Ryuichi Sakamoto"
Cyrano De Bergerac (1990),0,,,1991,Best Motion Picture – Non-English Language,Cyrano De Bergerac (1990)
Pretty Woman,0,,,1991,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Roberts
Longtime Companion,0,,,1991,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bruce Davison
Steel Magnolias,0,,,1990,Best Performance by an Actress in a Supporting Role in any Motion Picture,Julia Roberts
The Fabulous Baker Boys,0,,,1990,Best Performance by an Actress in a Motion Picture - Drama,Michelle Pfeiffer
Running on Empty,0,,,1989,Best Screenplay - Motion Picture,Naomi Foner
Big,0,,,1989,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tom Hanks
Madame Sousatzka,0,,,1989,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine
Gorillas in the Mist: The Adventure of Dian Fossey,0,,,1989,Best Performance by an Actress in a Motion Picture - Drama,Sigourney Weaver
Hope and Glory,0,,,1988,Best Motion Picture - Musical or Comedy,Hope and Glory
My Life as a Dog,0,,,1988,Best Motion Picture – Non-English Language,My Life as a Dog
Anna,0,,,1988,Best Performance by an Actress in a Motion Picture - Drama,Sally Kirkland
Mona Lisa,0,,,1987,Best Performance by an Actor in a Motion Picture - Drama,Bob Hoskins
Crimes of the Heart,0,,,1987,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Sissy Spacek
Agnes of God,0,,,1986,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meg Tilly
The Color Purple,0,,,1986,Best Performance by an Actress in a Motion Picture - Drama,Whoopi Goldberg
Romancing the Stone,0,,,1985,Best Motion Picture - Musical or Comedy,Romancing the Stone
Micki & Maude,0,,,1985,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dudley Moore
The Dresser,0,,,1984,Best Performance by an Actor in a Motion Picture - Drama,Tom Courtenay
Silkwood,0,,,1984,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cher
Educating Rita,0,,,1984,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Walters
Educating Rita,0,,,1984,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Caine
Conan the Barbarian,0,,,1983,New Star Of The Year - Actress,Sandahl Bergman
Victor Victoria,0,,,1983,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Andrews
"Officer and a Gentleman, An",0,,,1983,Best Performance by an Actor in a Supporting Role in any Motion Picture,Louis Gossett Jr.
"Officer and a Gentleman, An",0,,,1983,Best Original Song - Motion Picture,Up Where We Belong
Butterfly,0,,,1982,New Star Of The Year,Pia Zadora
Only When I Laugh,0,,,1982,Best Performance by an Actress in a Supporting Role in any Motion Picture,Joan Hackett
Pennies from Heaven,0,,,1982,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Bernadette Peters
The Ninth Configuration,0,,,1981,Best Screenplay - Motion Picture,William Peter Blatty
The Stunt Man,0,,,1981,Best Original Score - Motion Picture,Dominic Frontiere
The Rose,0,,,1980,New Star Of The Year - Actress,Bette Midler
The Rose,0,,,1980,Best Original Song - Motion Picture,The Rose
"Cage aux Folles, La",0,,,1980,Best Motion Picture – Non-English Language,"Cage aux Folles, La"
Jane Fonda,0,,,1980,World Film Favorites,Jane Fonda
Roger Moore,0,,,1980,World Film Favorites,Roger Moore
Autumn Sonata,0,,,1979,Best Motion Picture – Non-English Language,Autumn Sonata
John Travolta,0,,,1979,World Film Favorites,John Travolta
"Same Time, Next Year",0,,,1979,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Burstyn
Equus,0,,,1978,Best Performance by an Actor in a Motion Picture - Drama,Richard Burton
Equus,0,,,1978,Best Performance by an Actor in a Supporting Role in any Motion Picture,Peter Firth
The Turning Point,0,,,1978,Best Motion Picture - Drama,"Turning Point, The"
The Turning Point,0,,,1978,Best Director - Motion Picture,Herbert Ross
"Star Is Born, A (1976)",0,,,1977,Best Motion Picture - Musical or Comedy,"Star Is Born, A (1976)"
"Star Is Born, A (1976)",0,,,1977,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Barbra Streisand
"Star Is Born, A (1976)",0,,,1977,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kris Kristofferson
"Star Is Born, A (1976)",0,,,1977,Best Original Song - Motion Picture,Evergreen
"Star Is Born, A (1976)",0,,,1977,Best Original Score - Motion Picture,"Paul Williams, Kenny Ascher"
Stay Hungry,0,,,1977,New Star Of The Year - Actor,Arnold Schwarzenegger
Face to Face,0,,,1977,Best Motion Picture – Non-English Language,Face to Face
Sophia Loren,0,,,1977,World Film Favorites,Sophia Loren
Robert Redford,0,,,1977,World Film Favorites,Robert Redford
Voyage of the Damned,0,,,1977,Best Performance by an Actress in a Supporting Role in any Motion Picture,Katharine Ross
Marathon Man,0,,,1977,Best Performance by an Actor in a Supporting Role in any Motion Picture,Laurence Olivier
Altars of the World,0,,,1977,Documentary,Altars of the World
Jessica Lange,0,,,1977,New Star Of The Year - Actress,Jessica Lange
One Flew Over The Cuckoo's Nest,0,,,1976,Best Motion Picture - Drama,One Flew Over The Cuckoo's Nest
One Flew Over The Cuckoo's Nest,0,,,1976,New Star Of The Year - Actor,Brad Dourif
One Flew Over The Cuckoo's Nest,0,,,1976,Best Performance by an Actress in a Motion Picture - Drama,Louise Fletcher
The Other Side of the Mountain,0,,,1976,New Star Of The Year - Actress,Marilyn Hassett
Lies My Father Told Me,0,,,1976,Best Motion Picture – Non-English Language,Lies My Father Told Me
Jacqueline Susann's Once Is Not Enough,0,,,1976,Best Performance by an Actress in a Supporting Role in any Motion Picture,Brenda Vaccaro
Tommy,0,,,1976,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ann-Margret Olsson
Youthquake,0,,,1976,Documentary,Youthquake
The Longest Yard,0,,,1975,Best Motion Picture - Musical or Comedy,The Longest Yard
The Dove,0,,,1975,New Star Of The Year - Actor,Joseph Bottoms
The Little Prince,0,,,1975,Best Original Score - Motion Picture,"Alan Jay Lerner, Frederick Loewe"
Scenes From a Marriage,0,,,1975,Best Motion Picture – Non-English Language,Scenes From a Marriage
Barbra Streisand,0,,,1975,World Film Favorites,Barbra Streisand
Harry & Tonto,0,,,1975,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Art Carney
A Woman Under The Influence,0,,,1975,Best Performance by an Actress in a Motion Picture - Drama,Gena Rowlands
Animals Are Beautiful People,0,,,1975,Documentary,Animals Are Beautiful People
Benji,0,,,1975,Best Original Song - Motion Picture,Benji's Theme (I Feel Love)
American Graffiti,0,,,1974,Best Motion Picture - Musical or Comedy,American Graffiti
American Graffiti,0,,,1974,New Star Of The Year - Actor,Paul Le Mat
The Pedestrian,0,,,1974,Best Motion Picture – Non-English Language,"Pedestrian, The"
Marlon Brando,0,,,1974,World Film Favorites,Marlon Brando
Elizabeth Taylor,0,,,1974,World Film Favorites,Elizabeth Taylor
Elizabeth Taylor,0,,,1957,Special Achievement Award,Elizabeth Taylor
Cinderella Liberty,0,,,1974,Best Performance by an Actress in a Motion Picture - Drama,Marsha Mason
Visions of Eight,0,,,1974,Documentary,Visions of Eight
Lady Sings the Blues,0,,,1973,New Star Of The Year - Actress,Diana Ross
Young Winston,0,,,1973,Foreign Film - English Language,Young Winston
The Emigrants,0,,,1973,Foreign Film - Foreign Language,"Emigrants, The"
The New Land,0,,,1973,Foreign Film - Foreign Language,"New Land, The"
Avanti!,0,,,1973,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jack Lemmon
Elvis on Tour,0,,,1973,Documentary,Elvis on Tour
Walls of Fire,0,,,1973,Documentary,Walls of Fire
Ben,0,,,1973,Best Original Song - Motion Picture,Ben
The Boy Friend,0,,,1972,New Star Of The Year - Actress,Twiggy –
The Boy Friend,0,,,1972,Actress In A Leading Role - Musical Or Comedy,Twiggy –
Red Sky at Morning,0,,,1972,New Star Of The Year - Actor,Desi Arnaz Jr.
Carnal Knowledge,0,,,1972,Best Performance by an Actress in a Supporting Role in any Motion Picture,Ann-Margret Olsson
Kotch,0,,,1972,Best Original Song - Motion Picture,Life Is What You Make It
Diary of a Mad Housewife,0,,,1971,New Star Of The Year - Actress,Carrie Snodgress
Diary of a Mad Housewife,0,,,1971,Actress In A Leading Role - Musical Or Comedy,Carrie Snodgress
The Great White Hope,0,,,1971,New Star Of The Year - Actor,James Earl Jones
Women In Love,0,,,1971,Foreign Film - English Language,Women In Love
Rider on the Rain,0,,,1971,Foreign Film - Foreign Language,Rider on the Rain
Clint Eastwood,0,,,1971,World Film Favorites,Clint Eastwood
Sidney Poitier,0,,,1971,World Film Favorites,Sidney Poitier
Scrooge,0,,,1971,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Albert Finney
Darling Lili,0,,,1971,Best Original Song - Motion Picture,Whistling Away the Dark
The Secret of Santa Vittoria,0,,,1970,Best Motion Picture - Musical or Comedy,"Secret of Santa Vittoria, The"
"Goodbye, Columbus",0,,,1970,New Star Of The Year - Actress,Ali MacGraw
Butch Cassidy and The Sundance Kid,0,,,1970,Best Original Score - Motion Picture,Burt Bacharach
Oh! What a Lovely War,0,,,1970,Foreign Film - English Language,Oh! What a Lovely War
Julie Andrews,0,,,1970,World Film Favorites,Julie Andrews
Mia Farrow,0,,,1970,World Film Favorites,Mia Farrow
Steve McQueen,0,,,1970,World Film Favorites,Steve McQueen
"Me, Natalie",0,,,1970,Actress In A Leading Role - Musical Or Comedy,Patty Duke
The Shoes of the Fisherman,0,,,1969,Best Original Score - Motion Picture,Alex North
"Rachel, Rachel",0,,,1969,Best Director - Motion Picture,Paul Newman
War and Peace (1966),0,,,1969,Foreign Film - Foreign Language,War and Peace (1966)
Richard Burton,0,,,1969,World Film Favorites,Richard Burton
Sean Connery,0,,,1969,World Film Favorites,Sean Connery
Star!,0,,,1969,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Massey
The Fox,0,,,1968,Foreign Film - English Language,The Fox
Live For Life,0,,,1968,Foreign Film - Foreign Language,Live For Life
Paul Newman,0,,,1968,World Film Favorites,Paul Newman
The Whisperers,0,,,1968,Best Performance by an Actress in a Motion Picture - Drama,Edith Evans
"The Russians Are Coming, The Russians Are Coming",0,,,1967,Best Motion Picture - Musical or Comedy,"Russians Are Coming, The Russians Are Coming, The"
"The Russians Are Coming, The Russians Are Coming",0,,,1967,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Arkin
Dead Heat on a Merry-Go-Round,0,,,1967,New Star Of The Year - Actress,Camilla Sparv
The Pad,0,,,1967,New Star Of The Year - Actor,James Farentino
Hawaii,0,,,1967,Best Original Score - Motion Picture,Elmer Bernstein
Hawaii,0,,,1967,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jocelyn Lagarde
Alfie (1966),0,,,1967,Foreign Film - English Language,Alfie (1966)
A Man And A Woman,0,,,1967,Foreign Film - Foreign Language,A Man And A Woman
A Man And A Woman,0,,,1967,Best Performance by an Actress in a Motion Picture - Drama,Anouk Aimée
A Man Could Get Killed,0,,,1967,Best Original Song - Motion Picture,Strangers In The Night
Inside Daisy Clover,0,,,1966,New Star Of The Year - Actor,Robert Redford
Juliet of the Spirits,0,,,1966,Foreign Film - Foreign Language,Juliet of the Spirits
Ursula Andress,0,,,1966,World Film Favorites,Ursula Andress
Doris Day,0,,,1966,World Film Favorites,Doris Day
Rex Harrison,0,,,1966,World Film Favorites,Rex Harrison
Rock Hudson,0,,,1966,World Film Favorites,Rock Hudson
Marcello Mastroianni,0,,,1966,World Film Favorites,Marcello Mastroianni
Natalie Wood,0,,,1966,World Film Favorites,Natalie Wood
The Spy Who Came in from the Cold,0,,,1966,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oskar Werner
The Collector,0,,,1966,Best Performance by an Actress in a Motion Picture - Drama,Samantha Eggar
The Yellow Rolls-Royce,0,,,1966,Best Original Song - Motion Picture,Forget Domani
Sallah,0,,,1965,Samuel Goldwyn International Award,Sallah
Sallah,0,,,1965,New Star Of The Year - Actor,Chaim Topol
Sallah,0,,,1965,Foreign Film - Foreign Language,Sallah
Guns at Batasi,0,,,1965,New Star Of The Year - Actress,Mia Farrow
Island of the Blue Dolphins,0,,,1965,New Star Of The Year - Actress,Celia Kaye
Get Yourself a College Girl!,0,,,1965,New Star Of The Year - Actress,Mary Ann Mobley
The Unsinkable Molly Brown,0,,,1965,New Star Of The Year - Actor,Harve Presnell
The New Interns,0,,,1965,New Star Of The Year - Actor,George Segal
The Fall of the Roman Empire,0,,,1965,Best Original Score - Motion Picture,Dimitri Tiomkin
